epoch,loss,loss/data,loss/data/I,loss/ic,loss/ic/I0,loss/ic/S0,loss/res,loss/res/I,loss/res/S,loss/smma,lr,params/beta,step
35,0.007691748905926943,0.007447411771863699,0.007447411771863699,3.2971447581076063e-06,3.0520657219312852e-06,2.4507906459803053e-07,0.00024103796749841422,8.072877903941844e-07,1.603091391189082e-06,,,0.2698316276073456,1655
,,,,,,,,,,,0.0005,,1656
36,0.007659665774554014,0.007425359450280666,0.007425359450280666,3.077128667428042e-06,2.8351896617095917e-06,2.419388636099029e-07,0.00023122839047573507,8.130000423989259e-07,1.4992842807259876e-06,,,0.26952406764030457,1701
,,,,,,,,,,,0.0005,,1702
37,0.007619369309395552,0.007391590625047684,0.007391590625047684,2.8588706300070044e-06,2.63947276835097e-06,2.1939767691492307e-07,0.00022491885465569794,8.26650136787066e-07,1.422538275619445e-06,,,0.26944538950920105,1747
,,,,,,,,,,,0.0005,,1748
38,0.0075766341760754585,0.007351808249950409,0.007351808249950409,2.684571882127784e-06,2.455879666740657e-06,2.2869241433909338e-07,0.00022214153432287276,8.56303131513414e-07,1.3651123254021513e-06,,,0.2696134150028229,1793
,,,,,,,,,,,0.0005,,1794
39,0.007541791535913944,0.0073211537674069405,0.0073211537674069405,2.5038973490154603e-06,2.292654016855522e-06,2.1124355953361373e-07,0.000218132947338745,8.700469038558367e-07,1.3112827446093434e-06,,,0.2699457108974457,1839
,,,,,,,,,,,0.0005,,1840
40,0.007505676243454218,0.007281882222741842,0.007281882222741842,2.37734002439538e-06,2.1594778445432894e-06,2.1786269144286052e-07,0.00022141874069347978,8.901750447876111e-07,1.3240124872027081e-06,,,0.2704615592956543,1885
,,,,,,,,,,,0.0005,,1886
41,0.0074847121722996235,0.007267000153660774,0.007267000153660774,2.233161467302125e-06,2.026442871283507e-06,2.0671878075972927e-07,0.00021547793585341424,8.673259230818076e-07,1.2874535286755417e-06,,,0.27098849415779114,1931
,,,,,,,,,,,0.0005,,1932
42,0.007435868959873915,0.007213094737380743,0.007213094737380743,2.1346681933209766e-06,1.9243693714088295e-06,2.1029896402069426e-07,0.0002206417266279459,9.449569233765942e-07,1.26146073853306e-06,,,0.27148354053497314,1977
,,,,,,,,,,,0.0005,,1978
43,0.007435434497892857,0.007210696581751108,0.007210696581751108,2.028466724368627e-06,1.807889816518582e-06,2.205772489105584e-07,0.0002227090735686943,9.403042895428371e-07,1.2867868690591422e-06,,,0.27222830057144165,2023
,,,,,,,,,,,0.0005,,2024
44,0.007417366374284029,0.007204096298664808,0.007204096298664808,1.914600716190762e-06,1.7111335637309821e-06,2.0346725193576276e-07,0.00021135437418706715,8.985082331491867e-07,1.2150354677942232e-06,,,0.27290892601013184,2069
,,,,,,,,,,,0.0005,,2070
45,0.007388332858681679,0.00716672046110034,0.00716672046110034,1.8371149508311646e-06,1.6343250308636925e-06,2.0278962153952307e-07,0.00021977377764414996,9.86728309726459e-07,1.2110094758099876e-06,,,0.27348846197128296,2115
,,,,,,,,,,,0.0005,,2116
46,0.007385825272649527,0.007161298766732216,0.007161298766732216,1.783677703315334e-06,1.562712668601307e-06,2.2096496365975327e-07,0.00022274351795203984,9.757054613146465e-07,1.251729486284603e-06,,,0.2742389738559723,2161
,,,,,,,,,,,0.0005,,2162
47,0.0073861014097929,0.007192372810095549,0.007192372810095549,1.6727632328183972e-06,1.4719443015565048e-06,2.008186328339434e-07,0.00019205872376915067,7.994720476744988e-07,1.121114792113076e-06,,,0.27496540546417236,2207
,,,,,,,,,,,0.0005,,2208
48,0.0073610288091003895,0.0071403346955776215,0.0071403346955776215,1.6217038592003519e-06,1.4341133010020712e-06,1.8759040187887877e-07,0.00021907116752117872,1.0329229098715587e-06,1.157789029093692e-06,,,0.2750566303730011,2253
,,,,,,,,,,,0.0005,,2254
49,0.007409983780235052,0.007180871441960335,0.007180871441960335,1.6200501704588532e-06,1.4017333569427137e-06,2.1831704088981496e-07,0.000227491938858293,9.680179573479109e-07,1.3069012538835523e-06,,,0.2757588326931,2299
,,,,,,,,,,,0.0005,,2300
50,0.007367512211203575,0.007152835372835398,0.007152835372835398,1.5981097476469586e-06,1.380227899971942e-06,2.178817481990336e-07,0.00021307860151864588,9.755581231729593e-07,1.1552278920134995e-06,,,0.2756885886192322,2345
,,,,,,,,,,,0.0005,,2346
51,0.0073580252937972546,0.007135951891541481,0.007135951891541481,1.5290178225768614e-06,1.311050937147229e-06,2.1796688542963238e-07,0.0002205438504461199,9.764682999957586e-07,1.2289704045542749e-06,,,0.276440292596817,2391
,,,,,,,,,,,0.0005,,2392
52,0.007338362280279398,0.0071233175694942474,0.0071233175694942474,1.4713492646478699e-06,1.2705176004601526e-06,2.0083159313344368e-07,0.00021357180958148092,1.0037502988780034e-06,1.1319680197630078e-06,0.017687633633613586,,0.27653729915618896,2437
,,,,,,,,,,,0.0005,,2438
53,0.007323835510760546,0.007108356803655624,0.007108356803655624,1.4681622815260198e-06,1.2399469824231346e-06,2.2821544121143233e-07,0.00021401094272732735,9.501999898020586e-07,1.1899093124156934e-06,0.017480356618762016,,0.27720895409584045,2483
,,,,,,,,,,,0.0005,,2484
54,0.007314770016819239,0.007108461111783981,0.007108461111783981,1.3735314041696256e-06,1.1777297004300635e-06,1.958020163783658e-07,0.00020493549527600408,9.687279316494823e-07,1.0806267027874128e-06,0.01727704517543316,,0.2775384187698364,2529
,,,,,,,,,,,0.0005,,2530
55,0.007298753131181002,0.007092465180903673,0.007092465180903673,1.4019950640431489e-06,1.172187808151648e-06,2.298070853612444e-07,0.00020488770678639412,9.223663823831885e-07,1.1265110515523702e-06,0.017077479511499405,,0.27813345193862915,2575
,,,,,,,,,,,0.0005,,2576
56,0.0072943903505802155,0.0071001374162733555,0.0071001374162733555,1.2974030596524244e-06,1.0969459935949999e-06,2.0045679605118494e-07,0.00019295512174721807,9.055595455720322e-07,1.023991444526473e-06,0.01688181795179844,,0.2786904275417328,2621
,,,,,,,,,,,0.0005,,2622
57,0.007269756402820349,0.007088627200573683,0.007088627200573683,1.319751049777551e-06,1.1053338084821007e-06,2.144174544582711e-07,0.00017980911070480943,8.144514822561177e-07,9.836394383455627e-07,0.01668957620859146,,0.2791677415370941,2667
,,,,,,,,,,,0.0005,,2668
58,0.0072602503933012486,0.007086616009473801,0.007086616009473801,1.232170006915112e-06,1.021630623654346e-06,2.105390706219623e-07,0.0001724002358969301,8.061327889663517e-07,9.178697268907854e-07,0.016500990837812424,,0.2794947624206543,2713
,,,,,,,,,,,0.0005,,2714
59,0.007224667817354202,0.007054697256535292,0.007054697256535292,1.253810182788584e-06,1.0359693760619848e-06,2.1784057935292367e-07,0.00016871716070454568,7.601593665640394e-07,9.270117402593314e-07,0.016315463930368423,,0.2798762023448944,2759
,,,,,,,,,,,0.0005,,2760
60,0.007262184284627438,0.007100534159690142,0.007100534159690142,1.1959839412156725e-06,9.885078497973154e-07,2.0747594930980995e-07,0.00016045350639615208,5.885818836759427e-07,1.0159529892916908e-06,0.01613439805805683,,0.2804003953933716,2805
,,,,,,,,,,,0.0005,,2806
61,0.007298458833247423,0.007107450161129236,0.007107450161129236,1.3683020370081067e-06,1.0114142696693307e-06,3.5688799471245147e-07,0.00018964083574246615,8.729148817110399e-07,1.0234933824904147e-06,0.015957679599523544,,0.2788531482219696,2851
,,,,,,,,,,,0.0005,,2852
62,0.007295920513570309,0.007094400469213724,0.007094400469213724,1.5098970607141382e-06,1.0883259164984338e-06,4.215709736854478e-07,0.00020000887161586434,6.843729920547048e-07,1.31571584915946e-06,0.01578444428741932,,0.2793477773666382,2897
,,,,,,,,,,,0.0005,,2898
63,0.007231921423226595,0.007066898513585329,0.007066898513585329,1.3477022093866253e-06,1.0124297205038602e-06,3.3527254572618403e-07,0.00016367655189242214,7.558064680779353e-07,8.809588507574517e-07,0.015613393858075142,,0.2781340777873993,2943
,,,,,,,,,,,0.0005,,2944
64,0.007232596166431904,0.00704154372215271,0.00704154372215271,1.3142602028892725e-06,1.0103256045113085e-06,3.0393502470360545e-07,0.0001897373585961759,5.398295570557821e-07,1.3575441926150233e-06,0.015445777215063572,,0.27948153018951416,2989
,,,,,,,,,,,0.0005,,2990
65,0.0074179344810545444,0.007220830302685499,0.007220830302685499,1.530075678601861e-06,1.1392985470592976e-06,3.9077724522940116e-07,0.00019557114865165204,7.51918378227856e-07,1.2037930900987703e-06,0.015285220928490162,,0.27683815360069275,3035
,,,,,,,,,,,0.0005,,3036
66,0.00745534710586071,0.007223017979413271,0.007223017979413271,1.7904512787936255e-06,1.2855600743932882e-06,5.048909770266619e-07,0.00023053627228364348,4.7577179884683574e-07,1.8295910422239103e-06,0.015128623694181442,,0.27633973956108093,3081
,,,,,,,,,,,0.0005,,3082
67,0.0075140721164643764,0.007317332550883293,0.007317332550883293,1.4590967793992604e-06,1.1665842976071872e-06,2.9251239652694494e-07,0.00019527916447259486,6.550262696691789e-07,1.2977653796042432e-06,0.01497633196413517,,0.27213817834854126,3127
,,,,,,,,,,,0.0005,,3128
68,0.007422798778861761,0.007206035312265158,0.007206035312265158,1.7236031908396399e-06,1.390704483128502e-06,3.3289873613284726e-07,0.00021503814787138253,5.554882136493688e-07,1.5948933196341386e-06,0.014825261197984219,,0.271931916475296,3173
,,,,,,,,,,,0.0005,,3174
69,0.007308345288038254,0.007154171355068684,0.007154171355068684,1.5602482790200156e-06,1.3160729395167436e-06,2.4417542476840026e-07,0.00015261360385920852,3.401705725991633e-07,1.1859654023282928e-06,0.01467492338269949,,0.27143973112106323,3219
,,,,,,,,,,,0.0005,,3220
70,0.009183579124510288,0.008508831262588501,0.008508831262588501,9.07281537365634e-06,1.8833527519745985e-06,7.189461939560715e-06,0.0006656729383394122,1.4098019391894923e-06,5.246927685220726e-06,0.014565096236765385,,0.26914387941360474,3265
,,,,,,,,,,,0.0005,,3266
71,0.00852207001298666,0.0076826815493404865,0.0076826815493404865,5.66824346606154e-05,1.3081536280878936e-06,5.537428296520375e-05,0.000782707124017179,9.280842050429783e-07,6.89898888595053e-06,0.01444423571228981,,0.26193833351135254,3311
,,,,,,,,,,,0.0005,,3312
72,0.008031237870454788,0.007837818935513496,0.007837818935513496,3.814832780335564e-06,1.055276356964896e-06,2.7595567644311814e-06,0.00018960615852847695,5.75522108192672e-07,1.3205394679971505e-06,0.014315975829958916,,0.25516945123672485,3357
,,,,,,,,,,,0.0005,,3358
73,0.007824619300663471,0.007577769923955202,0.007577769923955202,1.537561274744803e-06,1.0875074849536759e-06,4.5005373294770834e-07,0.000245309725869447,7.972192861416261e-07,1.6558778952457942e-06,0.014186148531734943,,0.254191130399704,3403
,,,,,,,,,,,0.0005,,3404
74,0.007646886631846428,0.007425384595990181,0.007425384595990181,1.4274017985371756e-06,1.1154727417306276e-06,3.1192897154141974e-07,0.00022007555526215583,9.058425121111213e-07,1.2949129768458079e-06,0.014055363833904266,,0.2542831599712372,3449
,,,,,,,,,,,0.0005,,3450
75,0.0075608533807098866,0.007352891843765974,0.007352891843765974,1.4167280824040063e-06,1.1280030776106287e-06,2.8872514690192475e-07,0.0002065440348815173,9.169931445285329e-07,1.1484473816381069e-06,0.01392547320574522,,0.25674378871917725,3495
,,,,,,,,,,,0.0005,,3496
76,0.007472856901586056,0.007266758009791374,0.007266758009791374,1.3726730685448274e-06,1.1145854159622104e-06,2.58087851534583e-07,0.00020472568576224148,9.65339722824865e-07,1.0819169347087154e-06,0.013796420767903328,,0.25962936878204346,3541
,,,,,,,,,,,0.0005,,3542
77,0.007448155898600817,0.007252929732203484,0.007252929732203484,1.3957383089291397e-06,1.1262268344580662e-06,2.6951133236252645e-07,0.00019383072503842413,9.696981351225986e-07,9.686089015303878e-07,0.013669455423951149,,0.26242098212242126,3587
,,,,,,,,,,,0.0005,,3588
78,0.00739559018984437,0.0071913679130375385,0.0071913679130375385,1.3913555676481337e-06,1.0894482329604216e-06,3.019073062660027e-07,0.00020283217600081116,1.0056033943328657e-06,1.0227183793176664e-06,0.013543978333473206,,0.26580920815467834,3633
,,,,,,,,,,,0.0005,,3634
79,0.0074050589464604855,0.007217343430966139,0.007217343430966139,1.3912647318647942e-06,1.101900465982908e-06,2.8936426588188624e-07,0.000186326535185799,9.138914833783929e-07,9.493737138654978e-07,0.013421200215816498,,0.26817989349365234,3679
,,,,,,,,,,,0.0005,,3680
80,0.007346694823354483,0.007150236051529646,0.007150236051529646,1.3797985047858674e-06,1.066229970092536e-06,3.1356850627162203e-07,0.00019507764955051243,9.485638088335691e-07,1.0022125707109808e-06,0.013299710117280483,,0.2705829441547394,3725
,,,,,,,,,,,0.0005,,3726
81,0.0073598106391727924,0.007183123845607042,0.007183123845607042,1.4041494296179735e-06,1.0898590971919475e-06,3.1429036084773543e-07,0.0001752812386257574,7.650650672985648e-07,9.877478532871464e-07,0.013180911540985107,,0.27254751324653625,3771
,,,,,,,,,,,0.0005,,3772
82,0.0072945537976920605,0.007102737203240395,0.007102737203240395,1.4256576150728506e-06,1.038489813254273e-06,3.87167830240287e-07,0.00019038922619074583,9.31298302475625e-07,9.725940799398813e-07,0.013063184916973114,,0.27293795347213745,3817
,,,,,,,,,,,0.0005,,3818
83,0.007401468697935343,0.007200394291430712,0.007200394291430712,1.638915819057729e-06,1.0951443982776254e-06,5.437711365630093e-07,0.00019943532242905349,6.307062108135142e-07,1.3636473568112706e-06,0.012949950061738491,,0.27460789680480957,3863
,,,,,,,,,,,0.0005,,3864
84,0.007269303780049086,0.0070853400975465775,0.0070853400975465775,1.2575357004607213e-06,9.92375817077118e-07,2.65159798118475e-07,0.00018270657164976,8.584262332078652e-07,9.686391422292218e-07,0.012836337089538574,,0.2727023661136627,3909
,,,,,,,,,,,0.0005,,3910
85,0.007425494026392698,0.00720672681927681,0.00720672681927681,1.6241468756561517e-06,1.1272879874013597e-06,4.968588314113731e-07,0.00021714178728871047,5.627920245387941e-07,1.6086261211967212e-06,0.01272812020033598,,0.27388229966163635,3955
,,,,,,,,,,,0.0005,,3956
86,0.007285059429705143,0.007118082605302334,0.007118082605302334,1.2959853847860359e-06,1.0032827049144544e-06,2.927028504018381e-07,0.0001656824751989916,5.636923106067115e-07,1.0931327096841414e-06,0.012619259767234325,,0.27090466022491455,4001
,,,,,,,,,,,0.0005,,4002
87,0.006897729355841875,0.006659578997641802,0.006659578997641802,2.0253362436051248e-06,1.2294103726162575e-06,7.959259278322861e-07,0.0002361243386985734,6.59849206385843e-07,1.7013946944643976e-06,0.012504829093813896,,0.2716977596282959,4047
,,,,,,,,,,,0.0005,,4048
88,0.007233545184135437,0.006911079864948988,0.006911079864948988,3.0578760288335616e-06,1.3469485793393687e-06,1.7109272221205174e-06,0.00031940732151269913,7.575281415483914e-07,2.4365449462493416e-06,0.012399403378367424,,0.27148184180259705,4093
,,,,,,,,,,,0.0005,,4094
89,0.007509810384362936,0.007375333923846483,0.007375333923846483,2.272152414661832e-06,1.014894337458827e-06,1.257258077203005e-06,0.00013220537221059203,2.879775422570674e-07,1.0340761491534067e-06,0.0123016107827425,,0.2662353813648224,4139
,,,,,,,,,,,0.0005,,4140
90,0.006734467577189207,0.006551001220941544,0.006551001220941544,2.126638037225348e-06,1.3323041230250965e-06,7.94334084730508e-07,0.000181339040864259,5.462090371111117e-07,1.2671816875808872e-06,0.012190268374979496,,0.26682543754577637,4185
,,,,,,,,,,,0.0005,,4186
91,0.006590816657990217,0.006226746831089258,0.006226746831089258,3.771249112105579e-06,1.5508146589127136e-06,2.2204339984455146e-06,0.00036029820330441,8.891400398169935e-07,2.7138421501149423e-06,0.012078279629349709,,0.2695470452308655,4231
,,,,,,,,,,,0.0005,,4232
92,0.0069092013873159885,0.0066496641375124454,0.0066496641375124454,3.630039827839937e-06,1.3600475767816533e-06,2.2699923647451214e-06,0.00025590634322725236,6.030857093719533e-07,1.9559777229005704e-06,0.011974898166954517,,0.26883503794670105,4277
,,,,,,,,,,,0.0005,,4278
93,0.007271118927747011,0.007088697049766779,0.007088697049766779,2.523704324630671e-06,1.0597140089885215e-06,1.4639898608947988e-06,0.0001798999001039192,3.3059180282180023e-07,1.468406821913959e-06,0.011880822479724884,,0.2656458914279938,4323
,,,,,,,,,,,0.0005,,4324
94,0.0076719168573617935,0.0075080981478095055,0.0075080981478095055,2.494964519428322e-06,9.79799324341002e-07,1.5151653087741579e-06,0.00016132155724335462,3.18787840569712e-07,1.294427761422412e-06,0.01179664395749569,,0.2622902989387512,4369
,,,,,,,,,,,0.0005,,4370
95,0.006827354431152344,0.0066436221823096275,0.0066436221823096275,2.1352145722630667e-06,1.412179244653089e-06,7.230350433928834e-07,0.00018159838509745896,5.683909876097459e-07,1.2475932180677773e-06,0.011697257868945599,,0.26353347301483154,4415
,,,,,,,,,,,0.0005,,4416
96,0.00620662234723568,0.005858697462826967,0.005858697462826967,4.785214514413383e-06,1.7316185676463647e-06,3.053595946767018e-06,0.0003431411169003695,9.75645662038005e-07,2.4557662072766107e-06,0.011587445624172688,,0.26703259348869324,4461
,,,,,,,,,,,0.0005,,4462
97,0.006139378063380718,0.005808668211102486,0.005808668211102486,5.287455223879078e-06,1.7547374682180816e-06,3.5327166187926196e-06,0.0003254223265685141,9.603892294762773e-07,2.2938331767363707e-06,0.011478484608232975,,0.26893121004104614,4507
,,,,,,,,,,,0.0005,,4508
98,0.005963062401860952,0.005650874227285385,0.005650874227285385,4.745801106764702e-06,1.6959993445198052e-06,3.049803353860625e-06,0.00030744040850549936,9.61549517342064e-07,2.1128546450199792e-06,0.011368175968527794,,0.27106183767318726,4553
,,,,,,,,,,,0.0005,,4554
99,0.0059004188515245914,0.005562121048569679,0.005562121048569679,6.007138836139347e-06,1.6542599041713402e-06,4.3528780224733055e-06,0.000332292023813352,1.0557081395745627e-06,2.2672120394418016e-06,0.011258821003139019,,0.2728729248046875,4599
,,,,,,,,,,,0.0005,,4600
100,0.005700677167624235,0.0053667169995605946,0.0053667169995605946,6.79918684909353e-06,1.6652696785968146e-06,5.133916602062527e-06,0.000327162240864709,1.0960770850942936e-06,2.1755456600658363e-06,0.011147657409310341,,0.27439892292022705,4645
,,,,,,,,,,,0.0005,,4646
101,0.005621112417429686,0.0052498565055429935,0.0052498565055429935,9.779007086763158e-06,1.7036231838574167e-06,8.07538344815839e-06,0.00036147626815363765,1.188184114653268e-06,2.4265784759336384e-06,0.011037127114832401,,0.27655932307243347,4691
,,,,,,,,,,,0.0005,,4692
102,0.005425405688583851,0.00510563887655735,0.00510563887655735,1.2210642125864979e-05,1.9808130673482083e-06,1.0229830877506174e-05,0.0003075568238273263,1.1900846175194602e-06,1.8854835843740148e-06,0.010924892500042915,,0.27809685468673706,4737
,,,,,,,,,,,0.0005,,4738
