epoch,loss,loss/data,loss/data/I,loss/ic,loss/ic/I0,loss/ic/S0,loss/res,loss/res/I,loss/res/S,loss/smma,lr,params/beta,step
,,,,,,,,,,,0.0005,,9522
207,0.0007171628531068563,0.0002632357645779848,0.0002632357645779848,9.142256203631405e-06,1.64047708040016e-06,7.501776508433977e-06,0.00044478493509814143,2.22920380110736e-06,2.218645931861829e-06,0.00262080947868526,,0.5464803576469421,9567
,,,,,,,,,,,0.0005,,9568
208,0.00084689911454916,0.00026981564587913454,0.00026981564587913454,9.813142969505861e-05,1.531159114165348e-06,9.660025534685701e-05,0.00047895219177007675,2.057583515124861e-06,2.7319379114487674e-06,0.0025853312108665705,,0.5486798882484436,9613
,,,,,,,,,,,0.0005,,9614
209,0.0006583916256204247,0.00023072703334037215,0.00023072703334037215,6.305998977040872e-05,1.5209094499368803e-06,6.153907452244312e-05,0.00036460443516261876,1.6208491615543608e-06,2.0251950445526745e-06,0.002546792384237051,,0.5499206781387329,9659
,,,,,,,,,,,0.0005,,9660
210,0.0005381478113122284,0.00019554160826373845,0.00019554160826373845,2.671852143976139e-06,1.5592908084727242e-06,1.1125614491902525e-06,0.0003399342531338334,1.7641622207520413e-06,1.6351805243175477e-06,0.0025066195521503687,,0.5509374141693115,9705
,,,,,,,,,,,0.0005,,9706
211,0.0008868256700225174,0.0004502838128246367,0.0004502838128246367,2.179439206884126e-06,1.548046952848381e-06,6.313921971923264e-07,0.00043436235864646733,2.135431259375764e-06,2.2081917450123e-06,0.002474223729223013,,0.5520052313804626,9751
,,,,,,,,,,,0.0005,,9752
212,0.0007960184593684971,0.00031484157079830766,0.00031484157079830766,4.78533092973521e-06,1.465768264097278e-06,3.3195624382642563e-06,0.0004763914330396801,1.8287724969923147e-06,2.9351426746870857e-06,0.002440659562125802,,0.5531158447265625,9797
,,,,,,,,,,,0.0005,,9798
213,0.0006271096062846482,0.0001870103005785495,0.0001870103005785495,2.899221180996392e-05,1.4698109680466587e-06,2.7522395612322725e-05,0.00041110708843916655,1.7137580243797856e-06,2.3973125280463137e-06,0.0024043885059654713,,0.5526487231254578,9843
,,,,,,,,,,,0.0005,,9844
214,0.001531491638161242,0.00030410796171054244,0.00030410796171054244,0.0004695415555033833,1.4460515558312181e-06,0.0004680954443756491,0.0007578420918434858,3.0697794954903657e-06,4.508643542067148e-06,0.0023869306314736605,,0.5534203052520752,9889
,,,,,,,,,,,0.0005,,9890
215,0.0012054230319336057,0.0001660067937336862,0.0001660067937336862,0.000598649843595922,1.4424246046473854e-06,0.0005972073413431644,0.0004407664528116584,1.8154655663238373e-06,2.5921990527422167e-06,0.0023633004166185856,,0.5531320571899414,9935
,,,,,,,,,,,0.0005,,9936
216,0.000950769055634737,0.0002520329144317657,0.0002520329144317657,0.00021584115165751427,1.4235916978577734e-06,0.0002144175668945536,0.0004828949458897114,2.0707655039586825e-06,2.758184791673557e-06,0.0023350499104708433,,0.5535879731178284,9981
,,,,,,,,,,,0.0005,,9982
217,0.0006451116059906781,0.0001386017247568816,0.0001386017247568816,1.3858868442184757e-05,1.4597616200262564e-06,1.2399107617966365e-05,0.0004926510155200958,2.0346324163256213e-06,2.8918775569763966e-06,0.0023012510500848293,,0.5532715916633606,10027
,,,,,,,,,,,0.0005,,10028
218,0.0012760121608152986,0.000385878374800086,0.000385878374800086,7.4676295298559126e-06,1.409675860486459e-06,6.057952305127401e-06,0.0008826664416119456,3.9372016544803046e-06,4.889460797130596e-06,0.002280746353790164,,0.5540575981140137,10073
,,,,,,,,,,,0.0005,,10074
219,0.0010406890651211143,0.0002484197320882231,0.0002484197320882231,6.216333986230893e-06,1.340429093943385e-06,4.87590477860067e-06,0.0007860527839511633,3.090380914727575e-06,4.770147370436462e-06,0.002255945233628154,,0.5557664632797241,10119
,,,,,,,,,,,0.0005,,10120
220,0.000619558326434344,0.0002824493567459285,0.0002824493567459285,2.9726938919338863e-06,1.3135572771716397e-06,1.6591359326412203e-06,0.0003341362753417343,1.5236995523082442e-06,1.8176632465838338e-06,0.0022232173942029476,,0.5553246140480042,10165
,,,,,,,,,,,0.0005,,10166
221,0.0008339713676832616,0.00021111764363013208,0.00021111764363013208,3.4694767236942425e-06,1.366224864796095e-06,2.103252427332336e-06,0.0006193842273205519,2.762197482297779e-06,3.4316456094529713e-06,0.002195432549342513,,0.5547777414321899,10211
,,,,,,,,,,,0.0005,,10212
222,0.00034319376572966576,0.0001481939252698794,0.0001481939252698794,9.762773515831213e-06,1.3800957958665094e-06,8.382673513551708e-06,0.00018523703329265118,9.837384595812182e-07,8.686319006301346e-07,0.0021583877969533205,,0.5563840270042419,10257
,,,,,,,,,,,0.0005,,10258
223,0.000673462578561157,0.00019619398517534137,0.00019619398517534137,2.1518851553992135e-06,1.3504183016266325e-06,8.014671948330943e-07,0.000475116801680997,1.835773673519725e-06,2.9153934519854374e-06,0.002128689317032695,,0.5589608550071716,10303
,,,,,,,,,,,0.0005,,10304
224,0.0009669767459854484,0.00022063529468141496,0.00022063529468141496,0.00015760678797960281,1.2658036894208635e-06,0.0001563409750815481,0.0005887344595976174,2.4937596663221484e-06,3.393585757294204e-06,0.0021054549142718315,,0.5610743165016174,10349
,,,,,,,,,,,0.0005,,10350
225,0.0008085144800134003,0.00021487816411536187,0.00021487816411536187,0.00016381603199988604,1.2720856830128469e-06,0.00016254393267445266,0.0004298202693462372,1.7946470052265795e-06,2.503555606381269e-06,0.0020795161835849285,,0.5601009726524353,10395
,,,,,,,,,,,0.0005,,10396
226,0.000698493851814419,0.0002073884243145585,0.0002073884243145585,4.759696366818389e-06,1.258946326743171e-06,3.500750835883082e-06,0.0004863456997554749,2.129689391949796e-06,2.733767132667708e-06,0.0020518957171589136,,0.5600607395172119,10441
,,,,,,,,,,,0.0005,,10442
227,0.0010742300655692816,0.00022755630197934806,0.00022755630197934806,2.4060580017248867e-06,1.2342591162450844e-06,1.1717993402271532e-06,0.0008442675461992621,3.5796260817733128e-06,4.863048161496408e-06,0.002032342366874218,,0.5609723925590515,10487
,,,,,,,,,,,0.0005,,10488
228,0.0005303869256749749,0.0001829030370572582,0.0001829030370572582,2.2927927147975424e-06,1.2485506886150688e-06,1.044242253556149e-06,0.00034519104519858956,1.3116526815792895e-06,2.1402572656370467e-06,0.0020023032557219267,,0.559455394744873,10533
,,,,,,,,,,,0.0005,,10534
229,0.0008041663095355034,0.0001838497701101005,0.0001838497701101005,4.0234681364381686e-05,1.258137785953295e-06,3.897654460160993e-05,0.0005800819490104914,2.404572114755865e-06,3.396247620912618e-06,0.001978340558707714,,0.560077428817749,10579
,,,,,,,,,,,0.0005,,10580
230,0.0004180878459010273,0.00012412903015501797,0.00012412903015501797,1.784650157787837e-05,1.2406185305735562e-06,1.660587622609455e-05,0.0002761123178061098,1.204610384775151e-06,1.5565127569061588e-06,0.001947135548107326,,0.5607550740242004,10625
,,,,,,,,,,,0.0005,,10626
231,0.0010552766034379601,0.00014887451834511012,0.00014887451834511012,2.3877862531662686e-06,1.2327860758887255e-06,1.1549999499038677e-06,0.0009040143340826035,3.356093884576694e-06,5.6840494835341815e-06,0.0019292982760816813,,0.5615827441215515,10671
,,,,,,,,,,,0.0005,,10672
232,0.000468257610918954,0.00013551420124713331,0.00013551420124713331,1.9124058781017084e-06,1.1957459946643212e-06,7.16659940280806e-07,0.00033083089510910213,1.437543005522457e-06,1.8707656863625743e-06,0.0019000774482265115,,0.5624831914901733,10717
,,,,,,,,,,,0.0005,,10718
233,0.0004881076165474951,0.00014729074609931558,0.00014729074609931558,2.73124669547542e-06,1.2242207958479412e-06,1.507025785940641e-06,0.0003380856942385435,1.5708891396570834e-06,1.8099683529726462e-06,0.0018718381179496646,,0.5629287362098694,10763
,,,,,,,,,,,0.0005,,10764
234,0.0004713420639745891,9.714778570923954e-05,9.714778570923954e-05,5.191968739381991e-06,1.2349431699476554e-06,3.957025001000147e-06,0.00036900240229442716,1.7119025415013311e-06,1.9781216451519867e-06,0.0018438281258568168,,0.5645148158073425,10809
,,,,,,,,,,,0.0005,,10810
235,0.0006435796385630965,0.00012417514517437667,0.00012417514517437667,1.855506889114622e-05,1.1852675925183576e-06,1.7369800843880512e-05,0.000500849389936775,2.1051475869171554e-06,2.9033469672867795e-06,0.001819823170080781,,0.5675702095031738,10855
,,,,,,,,,,,0.0005,,10856
236,0.0005718539468944073,0.00012735812924802303,0.00012735812924802303,3.6947629268979654e-05,1.1590304893616121e-06,3.5788591048913077e-05,0.0004075482429470867,1.4302776207841816e-06,2.6452046313352184e-06,0.001794863841496408,,0.5693001747131348,10901
,,,,,,,,,,,0.0005,,10902
237,0.0021567498333752155,0.0003589735715650022,0.0003589735715650022,5.803952262795065e-06,1.1023671504517552e-06,4.7015851123433094e-06,0.0017919723177328706,6.903090707055526e-06,1.1016635653504636e-05,0.0018021014984697104,,0.5694499015808105,10947
,,,,,,,,,,,0.0005,,10948
238,0.0012455283431336284,0.00046758170356042683,0.00046758170356042683,1.4400721738638822e-05,1.0765751312646898e-06,1.3324144674697891e-05,0.0007635458605363965,3.382301429155632e-06,4.253158294886816e-06,0.0017909700982272625,,0.5664047002792358,10993
,,,,,,,,,,,0.0005,,10994
239,0.0008804543176665902,0.0002531403151806444,0.0002531403151806444,3.0295430406113155e-05,1.066310801434156e-06,2.9229113351902924e-05,0.0005970185156911612,2.7175085506314645e-06,3.2526763789064717e-06,0.0017727597150951624,,0.5638729333877563,11039
,,,,,,,,,,,0.0005,,11040
240,0.001145586953498423,0.0002789110585581511,0.0002789110585581511,0.00046875482075847685,1.0703662383093615e-06,0.00046768441097810864,0.0003979212197009474,1.7552456483826973e-06,2.2239660211198498e-06,0.0017602163134142756,,0.563616156578064,11085
,,,,,,,,,,,0.0005,,11086
241,0.0008919963729567826,0.0002447869337629527,0.0002447869337629527,9.192926518153399e-05,1.119469857258082e-06,9.080979361897334e-05,0.000555280304979533,2.3523027721239487e-06,3.200499349986785e-06,0.0017428519204258919,,0.5625700354576111,11131
,,,,,,,,,,,0.0005,,11132
242,0.0005173543468117714,0.00017956673400476575,0.00017956673400476575,1.1273884410911705e-05,1.0796827609738102e-06,1.019420142256422e-05,0.00032651369110681117,1.5830986512810341e-06,1.6820386008475907e-06,0.0017183419549837708,,0.5635624527931213,11177
,,,,,,,,,,,0.0005,,11178
243,0.0008341312641277909,0.00019829379743896425,0.00019829379743896425,8.992480616143439e-06,1.0610832532620407e-06,7.93139679444721e-06,0.0006268451106734574,2.6292866550647886e-06,3.6391641060617985e-06,0.0017006577691063285,,0.5641007423400879,11223
,,,,,,,,,,,0.0005,,11224
244,0.0005264706560410559,0.00024879013653844595,0.00024879013653844595,3.680682084450382e-06,1.047122168529313e-06,2.6335608254157705e-06,0.0002740000782068819,1.118495788432483e-06,1.6215042251133127e-06,0.0016771740047261119,,0.563866376876831,11269
,,,,,,,,,,,0.0005,,11270
245,0.0008318048203364015,0.0002412226895103231,0.0002412226895103231,3.0553987016901374e-05,1.0729146424637293e-06,2.948107612610329e-05,0.0005600280710496008,2.213928382843733e-06,3.3863511816889513e-06,0.0016602666582912207,,0.564480721950531,11315
,,,,,,,,,,,0.0005,,11316
246,0.0005832206225022674,0.00017384684178978205,0.00017384684178978205,2.3735918148304336e-05,1.091002332032076e-06,2.264491922687739e-05,0.0003856378607451916,1.8886679526985972e-06,1.9677099771797657e-06,0.0016387257492169738,,0.5651960968971252,11361
,,,,,,,,,,,0.0005,,11362
247,0.0009958591545000672,9.0791356342379e-05,9.0791356342379e-05,5.869006599823479e-06,1.107731691263325e-06,4.7612761591153685e-06,0.0008991988725028932,3.450628582868376e-06,5.541358859773027e-06,0.0016258683754131198,,0.5676065683364868,11407
,,,,,,,,,,,0.0005,,11408
248,0.00043973352876491845,9.479717118665576e-05,9.479717118665576e-05,2.8146889690106036e-06,1.03652098459861e-06,1.7781683254725067e-06,0.00034212166792713106,1.5002192412794102e-06,1.9209978745493572e-06,0.0016021457267925143,,0.5688517689704895,11453
,,,,,,,,,,,0.0005,,11454
249,0.00037578967749141157,0.0001029569175443612,0.0001029569175443612,1.6079778788480326e-06,1.0178148386330577e-06,5.901628128412995e-07,0.00027122473693452775,1.240781557498849e-06,1.47146602103021e-06,0.001577618531882763,,0.5693827867507935,11499
,,,,,,,,,,,0.0005,,11500
250,0.0010168413864448667,0.00012181718921056017,0.00012181718921056017,0.00016448853421024978,1.0573564850346884e-06,0.00016343119204975665,0.00073053571395576,3.256316631450318e-06,4.049039944220567e-06,0.0015664029633626342,,0.5703130960464478,11545
,,,,,,,,,,,0.0005,,11546
251,0.0011369764106348157,0.00024970941012725234,0.00024970941012725234,6.586771633010358e-05,1.0196765742875868e-06,6.484801997430623e-05,0.0008213992696255445,3.631044819485396e-06,4.582948804454645e-06,0.001557814422994852,,0.5712088942527771,11591
,,,,,,,,,,,0.0005,,11592
252,0.001135259517468512,0.00019727490143850446,0.00019727490143850446,3.890188509103609e-06,9.685453505881014e-07,2.921643954323372e-06,0.0009340944234281778,4.024337158625713e-06,5.316605893312953e-06,0.0015493633691221476,,0.5713866949081421,11637
,,,,,,,,,,,0.0005,,11638
253,0.0006432708469219506,0.00022317937691695988,0.00022317937691695988,1.4929042663425207e-05,9.535780236546998e-07,1.3975463843962643e-05,0.00040516239823773503,1.7564419749760418e-06,2.2951819573791e-06,0.0015312415780499578,,0.5697559118270874,11683
,,,,,,,,,,,0.0005,,11684
254,0.0004033454169984907,0.00017512547492515296,0.00017512547492515296,2.1801130060339347e-05,9.553018571750727e-07,2.084583138639573e-05,0.00020641874289140105,9.5697407687112e-07,1.1072136203438276e-06,0.001508683548308909,,0.570244550704956,11729
,,,,,,,,,,,0.0005,,11730
255,0.0005433097830973566,0.00012273553875274956,0.00012273553875274956,0.000276934850262478,9.705607908472302e-07,0.0002759642375167459,0.00014363936497829854,6.547700195369544e-07,7.816236688995559e-07,0.0014893761835992336,,0.5698903203010559,11775
,,,,,,,,,,,0.0005,,11776
256,0.0006297662621363997,0.00020064022100996226,0.00020064022100996226,9.345862781628966e-05,9.57478391683253e-07,9.250112634617835e-05,0.00033566742786206305,1.6000150253603351e-06,1.756659571583441e-06,0.001472183968871832,,0.5710048079490662,11821
,,,,,,,,,,,0.0005,,11822
257,0.00041330582462251186,8.47106784931384e-05,8.47106784931384e-05,2.1727468265453354e-05,9.61150135481148e-07,2.0766319721587934e-05,0.00030686764512211084,1.545292775517737e-06,1.5233841850204044e-06,0.0014510063920170069,,0.5715495944023132,11867
,,,,,,,,,,,0.0005,,11868
258,0.0005887568113394082,0.00023092140327207744,0.00023092140327207744,4.099172656424344e-06,9.303624892709195e-07,3.168810280840262e-06,0.0003537362499628216,1.6135049918375444e-06,1.923857780639082e-06,0.0014337613247334957,,0.573484480381012,11913
,,,,,,,,,,,0.0005,,11914
259,0.0008019439410418272,0.0002987923799082637,0.0002987923799082637,2.658418452483602e-06,9.471640396441217e-07,1.7112538444052916e-06,0.0005004932754673064,1.96822520592832e-06,3.0367073122761212e-06,0.001421125023625791,,0.5752516984939575,11959
,,,,,,,,,,,0.0005,,11960
260,0.0010795664275065064,0.000170762519701384,0.000170762519701384,7.6040228123019915e-06,9.551691846354515e-07,6.648855560342781e-06,0.0009011998190544546,3.6647315937443636e-06,5.347265869204421e-06,0.0014142938889563084,,0.5763155221939087,12005
,,,,,,,,,,,0.0005,,12006
261,0.001190542709082365,0.00015954372065607458,0.00015954372065607458,3.927642865164671e-06,8.941798341766116e-07,3.033462462553871e-06,0.001027071150019765,4.4173875721753575e-06,5.8533260016702116e-06,0.001409818883985281,,0.5775133371353149,12051
,,,,,,,,,,,0.0005,,12052
262,0.001361815258860588,0.0002044117427431047,0.0002044117427431047,3.3936717045435216e-06,8.672010949339892e-07,2.526470325392438e-06,0.0011540098348632455,4.639564394892659e-06,6.900534117448842e-06,0.0014088588068261743,,0.575998067855835,12097
,,,,,,,,,,,0.0005,,12098
263,0.0007848276873119175,0.0002688357781153172,0.0002688357781153172,4.515617092692992e-06,8.567655527258466e-07,3.6588512557500508e-06,0.000511476187966764,2.128101186826825e-06,2.986659865200636e-06,0.0013963781530037522,,0.5735978484153748,12143
,,,,,,,,,,,0.0005,,12144
264,0.0005393741303123534,0.00014037835353519768,0.00014037835353519768,3.151423152303323e-05,9.122480832957081e-07,3.060197923332453e-05,0.00036748143611475825,1.4908338243913022e-06,2.183980541303754e-06,0.001379238092340529,,0.5719159245491028,12189
,,,,,,,,,,,0.0005,,12190
265,0.00048260606126859784,0.00020515518554020673,0.00020515518554020673,1.0890408702834975e-05,9.079865890271321e-07,9.982421943277586e-06,0.0002665603533387184,1.2924853081131005e-06,1.373118379888183e-06,0.001361305476166308,,0.5723984837532043,12235
,,,,,,,,,,,0.0005,,12236
266,0.0005433461628854275,8.893448830349371e-05,8.893448830349371e-05,5.68351533729583e-05,8.983250836536172e-07,5.593681999016553e-05,0.00039757645572535694,1.6700346350262407e-06,2.3057298221829114e-06,0.001344946213066578,,0.5728735327720642,12281
,,,,,,,,,,,0.0005,,12282
267,0.00037514115683734417,0.0001044870077748783,0.0001044870077748783,1.4207521417120006e-05,8.900835268832452e-07,1.3317441698745824e-05,0.00025644656852819026,1.1163214139742195e-06,1.44814418945316e-06,0.0013255501398816705,,0.5725839138031006,12327
,,,,,,,,,,,0.0005,,12328
268,0.0004438013129401952,0.0001525894767837599,0.0001525894767837599,3.6452029235078953e-06,8.7780887270128e-07,2.7673943350237096e-06,0.00028756659594364464,1.3174758350942284e-06,1.5581900925099035e-06,0.001307915197685361,,0.5746670961380005,12373
,,,,,,,,,,,0.0005,,12374
269,0.0010455063311383128,0.00011822889791801572,0.00011822889791801572,0.00019667885499075055,8.411273029196309e-07,0.00019583773973863572,0.0007305984618142247,2.6586876629153267e-06,4.647297373594483e-06,0.001302666962146759,,0.5759367346763611,12419
,,,,,,,,,,,0.0005,,12420
270,0.0007655887166038156,0.00013626206782646477,0.00013626206782646477,3.614065280999057e-05,8.385156888834899e-07,3.530213871272281e-05,0.0005931859486736357,2.5242368337785592e-06,3.407623125895043e-06,0.0012919254368171096,,0.5752396583557129,12465
,,,,,,,,,,,0.0005,,12466
271,0.0006469946238212287,0.00010988020221702754,0.00010988020221702754,2.3990074623725377e-05,8.662103709866642e-07,2.3123859136831015e-05,0.0005131244543008506,2.505331394786481e-06,2.625912429721211e-06,0.0012790268519893289,,0.5753011703491211,12511
,,,,,,,,,,,0.0005,,12512
272,0.001145064365118742,0.0005021584802307189,0.0005021584802307189,5.6531618611188605e-05,8.505938353664533e-07,5.56810264242813e-05,0.0005863741971552372,2.4351948013645597e-06,3.428546961004031e-06,0.001276347553357482,,0.5781041383743286,12557
,,,,,,,,,,,0.0005,,12558
273,0.0004799320304300636,8.709840039955452e-05,8.709840039955452e-05,8.918697130866349e-05,8.349999802703678e-07,8.835196058498695e-05,0.00030364663689397275,1.4940660548745655e-06,1.5424000139319105e-06,0.0012604192597791553,,0.579777181148529,12603
,,,,,,,,,,,0.0005,,12604
274,0.0007178097730502486,0.00011958616232732311,0.00011958616232732311,0.00017899229715112597,8.276056178146973e-07,0.0001781645987648517,0.00041923136450350285,1.7591983123566024e-06,2.433115923849982e-06,0.0012495670234784484,,0.579524040222168,12649
,,,,,,,,,,,0.0005,,12650
275,0.0010726922191679478,0.0001222953578690067,0.0001222953578690067,5.275785952107981e-05,7.913413924143242e-07,5.1966519095003605e-05,0.0008976390236057341,3.867286977765616e-06,5.109104222356109e-06,0.0012460295110940933,,0.5802590250968933,12695
,,,,,,,,,,,0.0005,,12696
276,0.0010828853119164705,0.00016330233484040946,0.00016330233484040946,5.7410293266002554e-06,7.85712359174795e-07,4.955319127475377e-06,0.0009138421155512333,3.6620758692151867e-06,5.476344995258842e-06,0.001242766622453928,,0.579338014125824,12741
,,,,,,,,,,,0.0005,,12742
277,0.0004921022336930037,0.000149529441841878,0.000149529441841878,2.164452553188312e-06,7.926851708361937e-07,1.3717673255086993e-06,0.0003404083545319736,1.6355021443814621e-06,1.7685813418211183e-06,0.001227753353305161,,0.5781617760658264,12787
,,,,,,,,,,,0.0005,,12788
278,0.00042113260133191943,0.00012008905468974262,0.00012008905468974262,3.690428002300905e-06,7.982893635016808e-07,2.8921381272084545e-06,0.0002973530499730259,1.2588263871293748e-06,1.714704126243305e-06,0.0012116209836676717,,0.5792283415794373,12833
,,,,,,,,,,,0.00025,,12834
279,0.00022785259352531284,0.00011569682828849182,0.00011569682828849182,1.1918134532606928e-06,7.94185041286255e-07,3.976282698658906e-07,0.00011096398520749062,5.528575002244906e-07,5.567823677665729e-07,0.0011919456301257014,,0.579361617565155,12879
,,,,,,,,,,,0.00025,,12880
280,0.00013473935541696846,2.3455071641365066e-05,2.3455071641365066e-05,1.0218072930001654e-06,8.063203722485923e-07,2.1548713391439378e-07,0.00011026247375411913,5.425184212981549e-07,5.601066277449718e-07,0.0011708014644682407,,0.5800784230232239,12925
,,,,,,,,,,,0.00025,,12926
281,0.0001565577113069594,4.1266739572165534e-05,4.1266739572165534e-05,1.0228696964986739e-06,7.997870170584065e-07,2.2308280733795982e-07,0.0001142680921475403,5.405879051068041e-07,6.020932801220624e-07,0.0011505165603011847,,0.5810038447380066,12971
,,,,,,,,,,,0.00025,,12972
282,0.0002383935498073697,4.441444980329834e-05,4.441444980329834e-05,1.01695297871629e-06,7.903228720351763e-07,2.2663020615709684e-07,0.0001929621648741886,7.934276027299347e-07,1.1361935321474448e-06,0.0011322741629555821,,0.5818955898284912,13017
,,,,,,,,,,,0.00025,,13018
283,0.00010536374611547217,3.0775321647524834e-05,3.0775321647524834e-05,8.547875154363282e-07,7.84837993705878e-07,6.994969936613415e-08,7.373362313956022e-05,4.228027421504521e-07,3.145333948850748e-07,0.0011117359390482306,,0.5827609896659851,13063
,,,,,,,,,,,0.00025,,13064
284,8.60418876982294e-05,2.5320401618955657e-05,2.5320401618955657e-05,1.104222860703885e-06,7.864001645430108e-07,3.1782272458258376e-07,5.9617264923872426e-05,3.406723010357382e-07,2.5550033910803904e-07,0.001091222045943141,,0.5837520956993103,13109
,,,,,,,,,,,0.00025,,13110
285,0.00023622463049832731,4.6633278543595225e-05,4.6633278543595225e-05,1.1690484598148032e-06,7.753657769171696e-07,3.936828250061808e-07,0.00018842231656890363,8.93111746336217e-07,9.911113920679782e-07,0.001074122148565948,,0.5850175619125366,13155
,,,,,,,,,,,0.00025,,13156
286,0.00028058234602212906,2.0399362256284803e-05,2.0399362256284803e-05,9.89862996902957e-07,7.623479518770182e-07,2.2751501660422946e-07,0.0002591930970083922,1.124361801885243e-06,1.4675695183541393e-06,0.0010582513641566038,,0.5861707925796509,13201
,,,,,,,,,,,0.00025,,13202
287,0.00018926957272924483,3.5116183425998315e-05,3.5116183425998315e-05,9.98550490294292e-07,7.569291256004362e-07,2.41621506802403e-07,0.00015315483324229717,7.039710681056022e-07,8.275773666355235e-07,0.0010408717207610607,,0.5861998796463013,13247
,,,,,,,,,,,0.00025,,13248
288,0.00010567953722784296,4.4655476813204587e-05,4.4655476813204587e-05,8.227422654272232e-07,7.602800451422809e-07,6.246209949267723e-08,6.0201313317520544e-05,3.4706880569501664e-07,2.549443536281615e-07,0.0010221678530797362,,0.5872809886932373,13293
,,,,,,,,,,,0.00025,,13294
289,0.00018022731819655746,3.624764576670714e-05,3.624764576670714e-05,9.50100968566403e-07,7.471556386917655e-07,2.0294554303745826e-07,0.00014302956697065383,6.810871013840369e-07,7.492084819205047e-07,0.001005329075269401,,0.5885629653930664,13339
,,,,,,,,,,,0.00025,,13340
290,0.0002972977526951581,3.1197647331282496e-05,3.1197647331282496e-05,1.0749771490736748e-06,7.396168939521885e-07,3.3536056776029e-07,0.0002650250680744648,1.1942611308768392e-06,1.4559898318111664e-06,0.0009911684319376945,,0.588966965675354,13385
,,,,,,,,,,,0.00025,,13386
291,0.00012099379819119349,2.2510610506287776e-05,2.2510610506287776e-05,1.6086615914900904e-06,7.532343033744837e-07,8.554268902116746e-07,9.687453712103888e-05,4.7074053100004676e-07,4.980046810487693e-07,0.0009737649234011769,,0.588770866394043,13431
,,,,,,,,,,,0.00025,,13432
292,0.00021034758538007736,8.052844350459054e-05,8.052844350459054e-05,1.159309476861381e-06,7.502401331294095e-07,4.090691732017149e-07,0.00012865979806520045,6.215596499714593e-07,6.650386126239027e-07,0.0009584965300746262,,0.5898784399032593,13477
,,,,,,,,,,,0.00025,,13478
293,0.00023323854838963598,2.2626998543273658e-05,2.2626998543273658e-05,3.431096502026776e-06,7.427998411912995e-07,2.6882967176788952e-06,0.0002071805065497756,8.975846981229552e-07,1.1742206424969481e-06,0.0009439914138056338,,0.5908459424972534,13523
,,,,,,,,,,,0.00025,,13524
294,0.00011280187027296051,1.9001350665348582e-05,1.9001350665348582e-05,9.21464845760056e-07,7.277350846379704e-07,1.9372970427866676e-07,9.287906141253188e-05,4.7448909867853217e-07,4.5430147110891994e-07,0.0009273675968870521,,0.5908445119857788,13569
,,,,,,,,,,,0.00025,,13570
295,0.00020162983855698258,3.256432682974264e-05,3.256432682974264e-05,1.3603037132270401e-06,7.233951464513666e-07,6.369084530888358e-07,0.00016770517686381936,7.685900982323801e-07,9.084619705390651e-07,0.0009128528763540089,,0.5912469029426575,13615
,,,,,,,,,,,0.00025,,13616
296,0.00011881013051606715,3.5033335734624416e-05,3.5033335734624416e-05,1.5898821175142075e-06,7.20412174359808e-07,8.694697157807241e-07,8.218692528316751e-05,4.0026182546171185e-07,4.2160743873864703e-07,0.0008969720220193267,,0.5914672613143921,13661
,,,,,,,,,,,0.00025,,13662
297,0.00010782411845866591,2.5916016966220923e-05,2.5916016966220923e-05,1.418153033228009e-06,7.248643782986619e-07,6.932889959898603e-07,8.048995368881151e-05,4.085513012341835e-07,3.9634809922972636e-07,0.00088118901476264,,0.5921427607536316,13707
,,,,,,,,,,,0.00025,,13708
298,0.00019102738588117063,4.6348235628101975e-05,4.6348235628101975e-05,9.397510325470648e-07,7.109505304470076e-07,2.2880027472638176e-07,0.00014373939484357834,7.325439810301759e-07,7.048500378914468e-07,0.0008673858246766031,,0.5931202173233032,13753
,,,,,,,,,,,0.00025,,13754
299,0.00022778837592341006,3.625144745456055e-05,3.625144745456055e-05,9.929615316650597e-07,6.996282309046364e-07,2.9333327233871387e-07,0.00019054395670536906,8.017489108169684e-07,1.103690806303348e-06,0.0008545938762836158,,0.5939157009124756,13799
,,,,,,,,,,,0.00025,,13800
300,0.00011136937246192247,2.3813703592168167e-05,2.3813703592168167e-05,1.0002049748436548e-06,6.961741405575594e-07,3.040308911295142e-07,8.655548299429938e-05,4.186691171526036e-07,4.468855649975012e-07,0.0008397293859161437,,0.5934959053993225,13845
,,,,,,,,,,,0.00025,,13846
301,0.0001175405559479259,1.3955810572952032e-05,1.3955810572952032e-05,8.538341944586136e-07,6.979752242841641e-07,1.558589701744495e-07,0.00010273092630086467,5.013950499233033e-07,5.25914003901562e-07,0.0008252855623140931,,0.5938425660133362,13891
,,,,,,,,,,,0.00025,,13892
302,0.00015040056314319372,3.031056621694006e-05,3.031056621694006e-05,1.3795760196444462e-06,6.952867011023045e-07,6.842893185421417e-07,0.00011871039896504954,5.793762056782725e-07,6.077282250771532e-07,0.000811787904240191,,0.593726396560669,13937
,,,,,,,,,,,0.00025,,13938
303,0.00011438035289756954,1.743525717756711e-05,1.743525717756711e-05,1.311054575126036e-06,6.97654684245208e-07,6.13399890880828e-07,9.563402272760868e-05,4.4156686840324255e-07,5.147734896127076e-07,0.0007978397188708186,,0.5939072370529175,13983
,,,,,,,,,,,0.00025,,13984
