epoch,loss,loss/data,loss/ic,loss/res,loss/smma,lr,step
18,0.01732962764799595,0.016957120969891548,0.00029226610786281526,8.024568523978814e-05,,,873
,,,,,,0.0005,874
19,0.017242155969142914,0.016874000430107117,0.00029852366424165666,6.963542546145618e-05,,,919
,,,,,,0.0005,920
20,0.017126265913248062,0.016758166253566742,0.000291167147224769,7.693632505834103e-05,,,965
,,,,,,0.0005,966
21,0.01693606749176979,0.01661253720521927,0.0002110870846081525,0.0001124410264310427,,,1011
,,,,,,0.0005,1012
22,0.016652386635541916,0.016306569799780846,0.00013643843703903258,0.000209378355066292,,,1057
,,,,,,0.0005,1058
23,0.016451150178909302,0.016058288514614105,0.00010353797551942989,0.000289323361357674,,,1103
,,,,,,0.0005,1104
24,0.016199996694922447,0.015719134360551834,0.00011464808630989864,0.0003662147792056203,,,1149
,,,,,,0.0005,1150
25,0.01563946343958378,0.015121517702937126,0.00012910758960060775,0.0003888416104018688,,,1195
,,,,,,0.0005,1196
26,0.014996097423136234,0.014579923823475838,0.00011815656762337312,0.00029801507480442524,,,1241
,,,,,,0.0005,1242
27,0.01395883597433567,0.013552680611610413,9.936945571098477e-05,0.0003067873476538807,,,1287
,,,,,,0.0005,1288
28,0.012963683344423771,0.012527628801763058,8.414806507062167e-05,0.0003519067249726504,,,1333
,,,,,,0.0005,1334
29,0.01225097943097353,0.011842549778521061,5.9044690715381876e-05,0.00034938668250106275,,,1379
,,,,,,0.0005,1380
30,0.011687650345265865,0.01123085618019104,5.496388621395454e-05,0.0004018309118691832,,,1425
,,,,,,0.0005,1426
31,0.0112683717161417,0.0107754310593009,5.248681191005744e-05,0.00044045329559594393,,,1471
,,,,,,0.0005,1472
32,0.010934200137853622,0.010442177765071392,4.716248076874763e-05,0.000444861245341599,,,1517
,,,,,,0.0005,1518
33,0.010621041059494019,0.010136907920241356,3.908694998244755e-05,0.00044504363904707134,,,1563
,,,,,,0.0005,1564
34,0.010338966734707355,0.009848999790847301,4.26749829784967e-05,0.0004472891741897911,,,1609
,,,,,,0.0005,1610
35,0.01008966751396656,0.00960549432784319,3.5577442758949474e-05,0.00044859133777208626,,,1655
,,,,,,0.0005,1656
36,0.009870362468063831,0.009384393692016602,3.559673496056348e-05,0.0004503696400206536,,,1701
,,,,,,0.0005,1702
37,0.009680567309260368,0.00919649563729763,3.3752912713680416e-05,0.0004503194650169462,,,1747
,,,,,,0.0005,1748
38,0.009509728290140629,0.009025015868246555,3.274025584687479e-05,0.0004519743088167161,,,1793
,,,,,,0.0005,1794
39,0.009356409311294556,0.008874072693288326,3.1147035770118237e-05,0.00045118830166757107,,,1839
,,,,,,0.0005,1840
40,0.009212459437549114,0.008731086738407612,2.992379631905351e-05,0.0004514478496275842,,,1885
,,,,,,0.0005,1886
41,0.00907279271632433,0.008595538325607777,2.8175487386761233e-05,0.0004490795254241675,,,1931
,,,,,,0.0005,1932
42,0.008933818899095058,0.008460797369480133,2.6566382075543515e-05,0.0004464596859179437,,,1977
,,,,,,0.0005,1978
43,0.008793771266937256,0.008327684365212917,2.5899033062160015e-05,0.00044018798507750034,,,2023
,,,,,,0.0005,2024
44,0.008649397641420364,0.00819400791078806,2.4796161596896127e-05,0.0004305941110942513,,,2069
,,,,,,0.0005,2070
45,0.008497060276567936,0.008059418760240078,2.3045038687996566e-05,0.00041459727799519897,,,2115
,,,,,,0.0005,2116
46,0.008341574110090733,0.007916504517197609,2.4829754693200812e-05,0.00040024140616878867,,,2161
,,,,,,0.0005,2162
47,0.00818132795393467,0.007755892351269722,2.670726644282695e-05,0.0003987257368862629,,,2207
,,,,,,0.0005,2208
48,0.008024204522371292,0.0075898561626672745,2.4684648451511748e-05,0.0004096603370271623,,,2253
,,,,,,0.0005,2254
49,0.007871745154261589,0.0074281711131334305,2.293822581123095e-05,0.0004206348385196179,,,2299
,,,,,,0.0005,2300
50,0.007738049607723951,0.007286844775080681,2.0825144019909203e-05,0.00043037653085775673,,,2345
,,,,,,0.0005,2346
51,0.007612424902617931,0.00715735973790288,1.9413540940149687e-05,0.0004356522695161402,,,2391
,,,,,,0.0005,2392
52,0.007497620768845081,0.007040924392640591,1.969235199794639e-05,0.0004370020760688931,0.053080786019563675,,2437
,,,,,,0.0005,2438
53,0.00738134142011404,0.0069277528673410416,1.969882578123361e-05,0.00043389067286625504,0.05216679349541664,,2483
,,,,,,0.0005,2484
54,0.00725910346955061,0.00681281415745616,1.8574986825115047e-05,0.0004277146072126925,0.05126864090561867,,2529
,,,,,,0.0005,2530
55,0.007137841545045376,0.006698729936033487,1.7723736164043657e-05,0.0004213872307445854,0.05038602650165558,,2575
,,,,,,0.0005,2576
56,0.007023364305496216,0.006586194038391113,1.7615529941394925e-05,0.00041955505730584264,0.04951877146959305,,2621
,,,,,,0.0005,2622
57,0.006915638223290443,0.006475147791206837,1.799100573407486e-05,0.0004224990261718631,0.048666708171367645,,2667
,,,,,,0.0005,2668
58,0.006809125188738108,0.006365175358951092,1.8845756130758673e-05,0.00042510306229814887,0.047829557210206985,,2713
,,,,,,0.0005,2714
59,0.0067085265181958675,0.006259898189455271,2.1871072021895088e-05,0.00042675589793361723,0.047007136046886444,,2759
,,,,,,0.0005,2760
60,0.006610938347876072,0.006160377059131861,2.334912642254494e-05,0.00042721390491351485,0.046199213713407516,,2805
,,,,,,0.0005,2806
61,0.006559030152857304,0.006063987500965595,8.467919542454183e-05,0.00041036252514459193,0.04540640860795975,,2851
,,,,,,0.0005,2852
62,0.006452824454754591,0.0059962705709040165,4.679451012634672e-05,0.0004097600467503071,0.04462733864784241,,2897
,,,,,,0.0005,2898
63,0.006330192554742098,0.005896144080907106,2.209472040703986e-05,0.0004119534569326788,0.04386139661073685,,2943
,,,,,,0.0005,2944
64,0.006214655935764313,0.005791621748358011,1.6107354895211756e-05,0.00040692719630897045,0.04310845956206322,,2989
,,,,,,0.0005,2990
65,0.006124570034444332,0.005701971240341663,2.1691181245842017e-05,0.0004009085241705179,0.04236878082156181,,3035
,,,,,,0.0005,3036
66,0.006032142788171768,0.005614404566586018,2.3031521777738817e-05,0.00039470603223890066,0.04164205119013786,,3081
,,,,,,0.0005,3082
67,0.005940854083746672,0.005522057414054871,2.520669841032941e-05,0.00039359007496386766,0.04092802479863167,,3127
,,,,,,0.0005,3128
68,0.0058399648405611515,0.005429504904896021,2.302655229868833e-05,0.0003874317626468837,0.04022626578807831,,3173
,,,,,,0.0005,3174
69,0.0057379575446248055,0.005341438576579094,2.3239734218805097e-05,0.00037327950121834874,0.0395364984869957,,3219
,,,,,,0.0005,3220
70,0.005630409810692072,0.005245661828666925,2.2198270016815513e-05,0.00036255051963962615,0.03885837644338608,,3265
,,,,,,0.0005,3266
71,0.005537462420761585,0.005154880695044994,1.1702751180564519e-05,0.0003708789008669555,0.038191959261894226,,3311
,,,,,,0.0005,3312
72,0.005453626625239849,0.005069360602647066,1.6889776816242374e-05,0.0003673745668493211,0.037537191063165665,,3357
,,,,,,0.0005,3358
73,0.0053840442560613155,0.004970758222043514,4.063400410814211e-05,0.0003726519935298711,0.03689412772655487,,3403
,,,,,,0.0005,3404
74,0.00538591155782342,0.004870368633419275,7.888711843406782e-05,0.0004366569919511676,0.03626396507024765,,3449
,,,,,,0.0005,3450
75,0.005461988039314747,0.0046785566955804825,0.00036699598422273993,0.0004164355923421681,0.0356479249894619,,3495
,,,,,,0.0005,3496
76,0.005182141903787851,0.004840021021664143,6.472590484918328e-06,0.00033564685145393014,0.03503860905766487,,3541
,,,,,,0.0005,3542
77,0.005054819397628307,0.004677486140280962,1.0424524589325301e-05,0.00036690811975859106,0.03443893417716026,,3587
,,,,,,0.0005,3588
78,0.0049494351260364056,0.00455049704760313,9.237416634277906e-06,0.00038970186142250896,0.033849142491817474,,3633
,,,,,,0.0005,3634
79,0.004834008868783712,0.0044553992338478565,9.893257811199874e-06,0.00036871564225293696,0.03326883912086487,,3679
,,,,,,0.0005,3680
80,0.00479840487241745,0.004362450912594795,2.708819738472812e-05,0.00040886548231355846,0.03269943222403526,,3725
,,,,,,0.0005,3726
81,0.004706273321062326,0.004314535763114691,1.2778021300619002e-05,0.00037895984132774174,0.03213956952095032,,3771
,,,,,,0.0005,3772
82,0.004567967262119055,0.004204755648970604,1.5911055015749298e-05,0.0003473005199339241,0.03158813714981079,,3817
,,,,,,0.0005,3818
83,0.004508188925683498,0.004101673141121864,1.1821533917100169e-05,0.000394696049625054,0.031046537682414055,,3863
,,,,,,0.0005,3864
84,0.004534661769866943,0.004021980334073305,0.00010984420805471018,0.00040283569251187146,0.030516300350427628,,3909
,,,,,,0.0005,3910
85,0.004403640516102314,0.003973610699176788,1.9619890736066736e-05,0.00041041019721888006,0.029994046315550804,,3955
,,,,,,0.0005,3956
86,0.004244931973516941,0.003900611773133278,1.8585631551104598e-05,0.00032573548378422856,0.02947906404733658,,4001
,,,,,,0.0005,4002
87,0.004171853885054588,0.0038066047709435225,1.0833270607690793e-05,0.00035441521322354674,0.028972920030355453,,4047
,,,,,,0.0005,4048
88,0.004089432768523693,0.003719404572620988,1.945939402503427e-05,0.00035056902561336756,0.02847525104880333,,4093
,,,,,,0.0005,4094
89,0.004007295239716768,0.003629655111581087,2.908343776653055e-05,0.0003485562338028103,0.027985891327261925,,4139
,,,,,,0.0005,4140
90,0.003928263671696186,0.0035502139944583178,2.9670982257812284e-05,0.00034837890416383743,0.02750473842024803,,4185
,,,,,,0.0005,4186
91,0.003850857261568308,0.0034808118361979723,3.887483399012126e-05,0.0003311701584607363,0.027031661942601204,,4231
,,,,,,0.0005,4232
92,0.003771084127947688,0.003404585411772132,4.450854248716496e-05,0.00032199022825807333,0.02656644955277443,,4277
,,,,,,0.0005,4278
93,0.003674511332064867,0.00332768470980227,6.161609053378925e-05,0.00028521011699922383,0.02610861137509346,,4323
,,,,,,0.0005,4324
94,0.0036425681319087744,0.0032614925876259804,9.696586494101211e-05,0.0002841099340002984,0.025659291073679924,,4369
,,,,,,0.0005,4370
95,0.0035317798610776663,0.00316341919824481,1.036632511386415e-05,0.00035799425677396357,0.025216739624738693,,4415
,,,,,,0.0005,4416
96,0.0034614678006619215,0.0031144218519330025,4.5443935960065573e-05,0.000301602587569505,0.024781635031104088,,4461
,,,,,,0.0005,4462
97,0.003310968866571784,0.002959504025056958,2.178914837713819e-05,0.00032967590959742665,0.024352220818400383,,4507
,,,,,,0.0005,4508
98,0.003255182411521673,0.0029243251774460077,1.7571670468896627e-05,0.0003132851852569729,0.023930281400680542,,4553
,,,,,,0.0005,4554
99,0.0032180931884795427,0.0028763250447809696,3.30659095197916e-05,0.00030870185582898557,0.023516036570072174,,4599
,,,,,,0.0005,4600
100,0.003286257851868868,0.0028003593906760216,8.35332102724351e-05,0.00040236482163891196,0.023111442103981972,,4645
,,,,,,0.0005,4646
101,0.0030559678561985493,0.0026969555765390396,5.937348760198802e-05,0.00029963976703584194,0.02271033264696598,,4691
,,,,,,0.0005,4692
102,0.002859709784388542,0.0025309729389846325,3.4730830520857126e-05,0.0002940059348475188,0.022313319146633148,,4737
,,,,,,0.0005,4738
103,0.002905968576669693,0.0025406929198652506,6.014331665937789e-05,0.00030513203819282353,0.021925171837210655,,4783
,,,,,,0.0005,4784
104,0.0031008312944322824,0.0025363964959979057,7.14647103450261e-05,0.0004929702263325453,0.021548684686422348,,4829
,,,,,,0.0005,4830
105,0.0028732633218169212,0.002474328503012657,5.2529499953379855e-05,0.0003464045294094831,0.02117517776787281,,4875
,,,,,,0.0005,4876
106,0.002959015080705285,0.002385607687756419,1.8154907593270764e-05,0.0005552524235099554,0.02081085368990898,,4921
,,,,,,0.0005,4922
107,0.002981623401865363,0.0023495659697800875,0.00014182539598550647,0.000490232021547854,0.020454268902540207,,4967
,,,,,,0.0005,4968
108,0.0027228258550167084,0.0023401009384542704,4.194421126157977e-05,0.0003407801559660584,0.020099639892578125,,5013
,,,,,,0.0005,5014
109,0.0026129086036235094,0.0022516977041959763,4.148027073824778e-05,0.00031973072327673435,0.019749905914068222,,5059
,,,,,,0.0005,5060
110,0.002630379516631365,0.002208173042163253,5.793827222078107e-05,0.00036426863516680896,0.019407514482736588,,5105
,,,,,,0.0005,5106
111,0.0025547663681209087,0.002207911340519786,2.1970092348055914e-05,0.00032488489523530006,0.0190704595297575,,5151
,,,,,,0.0005,5152
112,0.0024731913581490517,0.0020876959897577763,4.428636020747945e-05,0.0003412090882193297,0.0187385156750679,,5197
,,,,,,0.0005,5198
113,0.0027065069880336523,0.001996236853301525,0.00026786921080201864,0.0004424014186952263,0.018417874351143837,,5243
,,,,,,0.0005,5244
114,0.0026886053383350372,0.0019735924433916807,0.00019592707394622266,0.000519086723215878,0.018103288486599922,,5289
,,,,,,0.0005,5290
115,0.002937897341325879,0.0019709740299731493,0.00030523468740284443,0.0006616885075345635,0.0177999809384346,,5335
,,,,,,0.0005,5336
116,0.002480920869857073,0.0018216732423752546,0.0002108880871674046,0.00044836013694293797,0.01749360002577305,,5381
,,,,,,0.0005,5382
117,0.002109605586156249,0.001861237222328782,1.1988101505266968e-05,0.0002363808744121343,0.017185920849442482,,5427
,,,,,,0.0005,5428
118,0.0020626215264201164,0.001656553358770907,1.337715184490662e-05,0.00039269073749892414,0.016883455216884613,,5473
,,,,,,0.0005,5474
119,0.002378926146775484,0.0016905353404581547,0.00020554188813548535,0.0004828486707992852,0.016593363136053085,,5519
,,,,,,0.0005,5520
120,0.0023686247877776623,0.0016851890832185745,0.0003226623812224716,0.0003607732942327857,0.016308868303894997,,5565
,,,,,,0.0005,5566
121,0.0019933024886995554,0.0016341727459803224,0.00010834476415766403,0.0002507843018975109,0.016022557392716408,,5611
,,,,,,0.0005,5612
122,0.0021599787287414074,0.0015783992130309343,0.00011807229020632803,0.0004635071090888232,0.01574530638754368,,5657
,,,,,,0.0005,5658
123,0.0022320060525089502,0.0016162259271368384,0.0002779558126349002,0.0003378245746716857,0.015475040301680565,,5703
,,,,,,0.0005,5704
124,0.0018600499024614692,0.0014878318179398775,5.3849973483011127e-05,0.0003183682565577328,0.015202740207314491,,5749
,,,,,,0.0005,5750
125,0.0019589285366237164,0.0014013757463544607,0.0001401281770085916,0.0004174248897470534,0.014937863685190678,,5795
,,,,,,0.0005,5796
126,0.00207212520763278,0.0014420259976759553,0.00014313041174318641,0.0004869690164923668,0.014680549502372742,,5841
,,,,,,0.0005,5842
127,0.0019430668326094747,0.001483925268985331,2.808704084600322e-05,0.00043105473741889,0.014425799250602722,,5887
,,,,,,0.0005,5888
128,0.002030581934377551,0.0013763961615040898,0.0002982137375511229,0.0003559725300874561,0.014177895151078701,,5933
,,,,,,0.0005,5934
129,0.0017251493409276009,0.0013217402156442404,9.63202110142447e-05,0.0003070889215450734,0.013928839936852455,,5979
,,,,,,0.0005,5980
130,0.0017285901121795177,0.0012978578452020884,6.819907139288262e-05,0.0003625335812103003,0.013684835284948349,,6025
,,,,,,0.0005,6026
131,0.002169522922486067,0.0012977424776181579,9.899730503093451e-05,0.000772783299908042,0.013454529456794262,,6071
,,,,,,0.0005,6072
132,0.0019320547580718994,0.0013475791784003377,0.0002107996551785618,0.0003736759827006608,0.01322407927364111,,6117
,,,,,,0.0005,6118
133,0.0018371816258877516,0.0011973982909694314,0.0002716888557188213,0.00036809430457651615,0.012996342033147812,,6163
,,,,,,0.0005,6164
134,0.001700602238997817,0.0011753791477531195,5.414650513557717e-05,0.00047107640421018004,0.012770426459610462,,6209
,,,,,,0.0005,6210
135,0.0016096384497359395,0.0011207957286387682,4.693367827712791e-06,0.00048414914635941386,0.012547210790216923,,6255
,,,,,,0.0005,6256
136,0.0013377586146816611,0.0010134425247088075,4.7068797357496805e-06,0.0003196094767190516,0.01232302188873291,,6301
,,,,,,0.0005,6302
137,0.001247643493115902,0.0009839775739237666,1.7632640947340406e-06,0.0002619023434817791,0.012101514264941216,,6347
,,,,,,0.0005,6348
138,0.0016215727664530277,0.000914937409106642,0.0001418955798726529,0.0005647396319545805,0.011891915462911129,,6393
,,,,,,0.0005,6394
139,0.0015008525224402547,0.0009795048972591758,4.1907438571797684e-05,0.0004794401756953448,0.011684094555675983,,6439
,,,,,,0.0005,6440
140,0.0014408675488084555,0.0010341473389416933,1.7203368770424277e-05,0.00038951722672209144,0.011479229666292667,,6485
,,,,,,0.0005,6486
141,0.0016170794842764735,0.0008979527046903968,2.436708746245131e-05,0.0006947600631974638,0.011281986720860004,,6531
,,,,,,0.0005,6532
142,0.001787208253517747,0.0009082071483135223,2.0897123249596916e-05,0.0008581040310673416,0.011092090979218483,,6577
,,,,,,0.0005,6578
143,0.001329743186943233,0.0008687573717907071,6.047060378477909e-05,0.000400515302317217,0.010896844789385796,,6623
,,,,,,0.0005,6624
144,0.001528096036054194,0.0008103350410237908,0.00011751554848160595,0.0006002452573738992,0.010709469206631184,,6669
,,,,,,0.0005,6670
145,0.0013774418039247394,0.0008635270642116666,0.00010433646093588322,0.00040957771125249565,0.010522828437387943,,6715
,,,,,,0.0005,6716
146,0.001280863885767758,0.0008032991318032146,5.7777568144956604e-05,0.0004197872767690569,0.010337989777326584,,6761
,,,,,,0.0005,6762
147,0.0017605675384402275,0.0008468867163173854,0.00032082051620818675,0.0005928603932261467,0.010166441090404987,,6807
,,,,,,0.0005,6808
148,0.0021274564787745476,0.0008281891350634396,0.00029530550818890333,0.001003961660899222,0.01000566128641367,,6853
,,,,,,0.0005,6854
149,0.0010703381849452853,0.000721186981536448,2.4403496354352683e-05,0.0003247477288823575,0.009826955385506153,,6899
,,,,,,0.0005,6900
150,0.0013364272890612483,0.000675210845656693,0.00012809487816412002,0.0005331215215846896,0.009657144546508789,,6945
,,,,,,0.0005,6946
151,0.0011155670508742332,0.0007495934260077775,9.785690053831786e-05,0.00026811682619154453,0.009486312977969646,,6991
,,,,,,0.0005,6992
152,0.0016869247192516923,0.0007136031636036932,0.0004769467341247946,0.0004963747342117131,0.009330324828624725,,7037
,,,,,,0.0005,7038
153,0.001077301218174398,0.0006453960668295622,3.5711636883206666e-05,0.0003961931506637484,0.009165264666080475,,7083
,,,,,,0.0005,7084
154,0.0012510898523032665,0.0006957874866202474,6.880625733174384e-05,0.00048649602103978395,0.009006980806589127,,7129
,,,,,,0.0005,7130
155,0.0010376643622294068,0.0006737113581039011,3.192508984284359e-06,0.0003607604594435543,0.008847595192492008,,7175
,,,,,,0.0005,7176
156,0.0011122089345008135,0.0006433433736674488,1.0711425602494273e-05,0.0004581540997605771,0.008692886680364609,,7221
,,,,,,0.0005,7222
157,0.001221259473823011,0.0006575233419425786,1.0531114185141632e-06,0.0005626830388791859,0.008543454110622406,,7267
,,,,,,0.0005,7268
158,0.00169994099996984,0.000662359525449574,8.897370207705535e-06,0.0010286845499649644,0.008406584151089191,,7313
,,,,,,0.0005,7314
159,0.0014155638637021184,0.0005902884877286851,6.890905751788523e-06,0.0008183846948668361,0.008266763761639595,,7359
,,,,,,0.0005,7360
160,0.0017589278286322951,0.0007031831191852689,7.494033343391493e-05,0.0009808044414967299,0.008136606775224209,,7405
,,,,,,0.0005,7406
161,0.0014531889464706182,0.0006415339303202927,0.0002621426247060299,0.0005495125660672784,0.008002938702702522,,7451
,,,,,,0.0005,7452
162,0.0014282027259469032,0.0005596241680905223,0.00040400755824521184,0.00046457108692266047,0.007871444337069988,,7497
,,,,,,0.0005,7498
163,0.001272203866392374,0.000586103240493685,0.00016638298984616995,0.0005197175778448582,0.007739459164440632,,7543
,,,,,,0.0005,7544
164,0.0009401684510521591,0.0005718918982893229,0.0001017800677800551,0.0002664964704308659,0.007603473495692015,,7589
,,,,,,0.0005,7590
165,0.0008921216940507293,0.0005332280416041613,2.798562854877673e-05,0.0003309080784674734,0.0074692461639642715,,7635
,,,,,,0.0005,7636
166,0.0011973206419497728,0.0004925949615426362,7.848157110856846e-05,0.0006262441165745258,0.007343807723373175,,7681
,,,,,,0.0005,7682
167,0.001090675126761198,0.0005779194179922342,0.00010631456825649366,0.00040644104592502117,0.007218745071440935,,7727
,,,,,,0.0005,7728
168,0.00128789315931499,0.0004091157461516559,9.139593021245673e-05,0.0007873817812651396,0.007100128103047609,,7773
,,,,,,0.0005,7774
169,0.0013307197950780392,0.0005830316804349422,3.571808701963164e-05,0.0007119706133380532,0.006984740030020475,,7819
,,,,,,0.0005,7820
170,0.0008947591413743794,0.0005695575964637101,4.894650191999972e-05,0.0002762551011983305,0.006862940266728401,,7865
,,,,,,0.0005,7866
171,0.0012700165389105678,0.0004722961166407913,0.00032702673343010247,0.0004706938343588263,0.00675108190625906,,7911
,,,,,,0.0005,7912
172,0.0009234481258317828,0.00045068454346619546,5.9403511841082945e-05,0.00041336010326631367,0.006634529214352369,,7957
,,,,,,0.0005,7958
173,0.001106370473280549,0.0004482032381929457,0.00019334559328854084,0.0004648216417990625,0.006523965857923031,,8003
,,,,,,0.0005,8004
174,0.001317308866418898,0.00044559070374816656,0.00027526987832970917,0.0005964483134448528,0.006419832818210125,,8049
,,,,,,0.0005,8050
175,0.001051704864948988,0.0004717357805930078,3.936466600862332e-05,0.0005406044656410813,0.00631247041746974,,8095
,,,,,,0.0005,8096
176,0.0011788626434281468,0.0004332760872785002,0.00010871029371628538,0.000636876211501658,0.006209798157215118,,8141
,,,,,,0.0005,8142
177,0.0019277790561318398,0.0005195316625759006,7.927457772893831e-05,0.0013289727503433824,0.006124157924205065,,8187
,,,,,,0.0005,8188
178,0.0011871271999552846,0.0004343698383308947,0.0001845104998210445,0.0005682470509782434,0.0060254172421991825,,8233
,,,,,,0.0005,8234
179,0.0013610910391435027,0.0004355988930910826,5.155430699232966e-05,0.0008739377954043448,0.005932130850851536,,8279
,,,,,,0.0005,8280
180,0.0008793005836196244,0.00044132000766694546,1.4478026969300117e-05,0.0004235024971421808,0.005831073969602585,,8325
,,,,,,0.0005,8326
181,0.0010912728030234575,0.00036862859269604087,0.00013069015403743833,0.000591954099945724,0.0057362779043614864,,8371
,,,,,,0.0005,8372
182,0.0010379041777923703,0.00035591438063420355,0.00011236590216867626,0.0005696238367818296,0.005642310716211796,,8417
,,,,,,0.0005,8418
183,0.000954684684984386,0.00034787500044330955,6.193157605594024e-05,0.000544878130313009,0.005548558197915554,,8463
,,,,,,0.0005,8464
184,0.001153656281530857,0.0003922188188880682,0.00025099533377215266,0.0005104421288706362,0.005460659973323345,,8509
,,,,,,0.0005,8510
185,0.0011532295029610395,0.00048217742005363107,5.9205132856732234e-05,0.000611846917308867,0.0053745112381875515,,8555
,,,,,,0.0005,8556
186,0.0010435869917273521,0.0005457450170069933,0.0001847383682616055,0.000313103519147262,0.005287893116474152,,8601
,,,,,,0.0005,8602
187,0.0013891032431274652,0.00040481341420672834,8.563593837607186e-06,0.0009757262887433171,0.005209917202591896,,8647
,,,,,,0.0005,8648
188,0.0015828415052965283,0.0007234257645905018,3.6356764212541748e-06,0.0008557800319977105,0.005137375555932522,,8693
,,,,,,0.0005,8694
189,0.0019244805444031954,0.000480326620163396,4.2753759771585464e-05,0.0014014003099873662,0.005073117557913065,,8739
,,,,,,0.0005,8740
190,0.0011747205862775445,0.0003868304775096476,5.081668859929778e-06,0.0007828082889318466,0.004995149560272694,,8785
,,,,,,0.0005,8786
191,0.0011157735716551542,0.0003982417983934283,4.3816762627102435e-05,0.0006737151998095214,0.004917562007904053,,8831
,,,,,,0.0005,8832
192,0.001217687618918717,0.0003631688596215099,0.00031646701972931623,0.000538051943294704,0.0048435647040605545,,8877
,,,,,,0.0005,8878
193,0.0009411249775439501,0.000390227505704388,7.612412446178496e-05,0.0004747732891701162,0.004765516147017479,,8923
,,,,,,0.0005,8924
194,0.0011301608756184578,0.0003601423231884837,0.00014884633128531277,0.0006211719592101872,0.004692808724939823,,8969
,,,,,,0.0005,8970
195,0.0010437291348353028,0.0003647998673841357,0.000313486933009699,0.00036544245085678995,0.004619827028363943,,9015
,,,,,,0.0005,9016
196,0.0008474084315821528,0.0003626812540460378,7.353265391429886e-05,0.00041119454544968903,0.004544378723949194,,9061
,,,,,,0.0005,9062
197,0.0008879323722794652,0.00032884953543543816,2.44583443418378e-05,0.0005346245598047972,0.004471249878406525,,9107
,,,,,,0.0005,9108
198,0.0010382594773545861,0.00030887671164236963,3.5404843856667867e-06,0.0007258424302563071,0.004402589984238148,,9153
,,,,,,0.0005,9154
199,0.0009689733269624412,0.00038712567766197026,9.74777722149156e-05,0.00048436972429044545,0.004333917982876301,,9199
,,,,,,0.0005,9200
200,0.0010836742585524917,0.0003939078887924552,0.0001642790448386222,0.0005254875286482275,0.004268913064152002,,9245
,,,,,,0.0005,9246
201,0.000989696942269802,0.0003751037293113768,7.27566221030429e-05,0.0005418364889919758,0.004203328397125006,,9291
,,,,,,0.0005,9292
202,0.0007636477239429951,0.0003372838255017996,9.294512710766867e-05,0.00033341857488267124,0.0041345348581671715,,9337
,,,,,,0.0005,9338
203,0.0007676823297515512,0.0002638458681758493,8.96649798960425e-05,0.0004141714016441256,0.004067197907716036,,9383
,,,,,,0.0005,9384
204,0.0008680853643454611,0.00025508939870633185,1.0379527338955086e-05,0.0006026164628565311,0.004003215581178665,,9429
,,,,,,0.0005,9430
205,0.0011743276845663786,0.00026633363449946046,3.0510665965266526e-05,0.0008774835150688887,0.003946637734770775,,9475
,,,,,,0.0005,9476
206,0.0012985323555767536,0.0003391559876035899,1.2787647392542567e-05,0.0009465889306738973,0.003893675748258829,,9521
,,,,,,0.0005,9522
207,0.001020964584313333,0.000457470741821453,1.1502096640469972e-05,0.0005519916885532439,0.0038362215273082256,,9567
,,,,,,0.0005,9568
