epoch,loss,loss/Rt,loss/data,loss/ic,loss/res,loss/sigma,lr,step
160,1.791083812713623,2.782013416290283,1.7908916473388672,0.00019240139226894826,3.338579412925924e-09,0.066842220723629,,9659
,,,,,,,0.00025,9660
161,1.773528814315796,2.7819488048553467,1.7733209133148193,0.00020840574870817363,3.995749953134009e-09,0.07642053067684174,,9719
,,,,,,,0.00025,9720
162,1.774043083190918,2.7819156646728516,1.7738335132598877,0.00020937639055773616,2.8636446547380956e-09,0.07680725306272507,,9779
,,,,,,,0.00025,9780
163,1.7689555883407593,2.7818427085876465,1.768749713897705,0.00020577800751198083,3.4892599920510747e-09,0.06596413254737854,,9839
,,,,,,,0.00025,9840
164,1.7926737070083618,2.7819576263427734,1.7924426794052124,0.0002308902476215735,6.003852082159256e-09,0.0752362385392189,,9899
,,,,,,,0.00025,9900
165,1.7744524478912354,2.7815468311309814,1.7742449045181274,0.00020735690486617386,3.884638832829523e-09,0.07016448676586151,,9959
,,,,,,,0.00025,9960
166,1.7928258180618286,2.7818007469177246,1.7926150560379028,0.00021069498325232416,5.369956923573227e-09,0.06439205259084702,,10019
,,,,,,,0.00025,10020
167,1.7728303670883179,2.7816507816314697,1.772611379623413,0.0002189791266573593,3.897625777682379e-09,0.07119546830654144,,10079
,,,,,,,0.00025,10080
168,1.7714482545852661,2.7814619541168213,1.7712316513061523,0.00021663955703843385,5.1673869627677504e-09,0.06914679706096649,,10139
,,,,,,,0.00025,10140
169,1.7740683555603027,2.7813050746917725,1.773842453956604,0.00022560240176972002,1.3620095273836341e-08,0.07321440428495407,,10199
,,,,,,,0.00025,10200
170,1.7703171968460083,2.7791407108306885,1.7701103687286377,0.00020726508228108287,4.427704070053551e-08,0.06712157279253006,,10259
,,,,,,,0.00025,10260
171,1.7819544076919556,2.7744102478027344,1.781731128692627,0.00021919723076280206,3.4469308047846425e-06,0.06878775358200073,,10319
,,,,,,,0.00025,10320
172,1.7744544744491577,2.7804884910583496,1.774221658706665,0.00023201422300189734,9.663197033660254e-07,0.07454866915941238,,10379
,,,,,,,0.00025,10380
173,1.7675220966339111,2.780339241027832,1.7672992944717407,0.00022264318249654025,4.316900117373734e-07,0.06308300048112869,,10439
,,,,,,,0.00025,10440
174,1.794475793838501,2.7792763710021973,1.7942285537719727,0.0002466626465320587,7.670298032280698e-07,0.0651644691824913,,10499
,,,,,,,0.00025,10500
175,1.7704017162322998,2.7771213054656982,1.770174503326416,0.0002263967035105452,2.3319965691825928e-07,0.0625431090593338,,10559
,,,,,,,0.00025,10560
176,1.7866374254226685,2.760218381881714,1.786395788192749,0.00022382235329132527,1.74355609487975e-05,0.06067913398146629,,10619
,,,,,,,0.00025,10620
