epoch,loss,loss/data,loss/data/I,loss/ic,loss/ic/I0,loss/ic/S0,loss/res,loss/res/I,loss/res/S,loss/smma,lr,step
31,0.010391485877335072,0.010039182379841805,0.010039182379841805,3.0874943490744045e-07,2.579383928669188e-10,3.084914794726501e-07,0.0003519958700053394,1.0223084956351158e-07,3.4177273846580647e-06,,,1471
,,,,,,,,,,,0.0005,1472
32,0.010396196506917477,0.010039216838777065,0.010039216838777065,2.831186520779738e-07,2.404396959310162e-10,2.828781191510643e-07,0.0003566945670172572,9.152354607522284e-08,3.475421408438706e-06,,,1517
,,,,,,,,,,,0.0005,1518
33,0.010345811024308205,0.010039253160357475,0.010039253160357475,2.525397633235116e-07,2.2284769862768172e-10,2.523169371215772e-07,0.00030630483524873853,8.0849204664446e-08,2.9821992484357907e-06,,,1563
,,,,,,,,,,,0.0005,1564
34,0.010299966670572758,0.01003928855061531,0.01003928855061531,2.3632605916645844e-07,2.0719254090195705e-10,2.3611889332642022e-07,0.00026044275728054345,7.149774461367997e-08,2.532929329390754e-06,,,1609
,,,,,,,,,,,0.0005,1610
35,0.010275615379214287,0.010039315558969975,0.010039315558969975,2.2844214697670395e-07,1.9390850036771212e-10,2.282482114424056e-07,0.00023606930335517973,6.364158622318428e-08,2.2970509689912433e-06,,,1655
,,,,,,,,,,,0.0005,1656
36,0.010236671194434166,0.010039345361292362,0.010039345361292362,2.3742363453038706e-07,1.8106137422702062e-10,2.372425882413154e-07,0.00019708990294020623,5.63658879570994e-08,1.9145322767144535e-06,,,1701
,,,,,,,,,,,0.0005,1702
37,0.010213242843747139,0.010039372369647026,0.010039372369647026,1.9336354739607486e-07,1.7007398267487872e-10,1.931934434651339e-07,0.00017367437249049544,5.016847026695359e-08,1.686575160420034e-06,,,1747
,,,,,,,,,,,0.0005,1748
38,0.010199627839028835,0.01003940124064684,0.01003940124064684,1.718641868819759e-07,1.5943153741648786e-10,1.7170474109207134e-07,0.0001600555842742324,4.4327073567274056e-08,1.5562288808723679e-06,,,1793
,,,,,,,,,,,0.0005,1794
39,0.010178700089454651,0.010039424523711205,0.010039424523711205,1.6053473927968298e-07,1.4944806503436325e-10,1.6038532635320735e-07,0.00013911411224398762,3.8928490653233894e-08,1.3522128483600682e-06,,,1839
,,,,,,,,,,,0.0005,1840
40,0.010160853154957294,0.010039450600743294,0.010039450600743294,1.4203179432570323e-07,1.4015608118533862e-10,1.4189157582222833e-07,0.00012125910870963708,3.403208381769218e-08,1.178558932224405e-06,,,1885
,,,,,,,,,,,0.0005,1886
41,0.010057777166366577,0.01003947388380766,0.01003947388380766,1.8232716669785987e-08,1.3169643153787547e-10,1.8101015797356013e-08,1.8282949895365164e-05,2.9583752336748148e-08,1.5324570767916157e-07,,,1931
,,,,,,,,,,,0.0005,1932
42,0.010042269714176655,0.010039497166872025,0.010039497166872025,2.874946114506116e-10,1.2482595512786077e-10,1.626687534672655e-10,2.7702096758730477e-06,2.58330956626196e-08,1.869001176046936e-09,,,1977
,,,,,,,,,,,0.0005,1978
43,0.010041852481663227,0.010039512999355793,0.010039512999355793,1.5773174433242332e-10,1.1921445774998318e-10,3.8517286582440136e-11,2.340687387913931e-06,2.2765213714137644e-08,6.416579489965102e-10,,,2023
,,,,,,,,,,,0.0005,2024
44,0.010041594505310059,0.010039526037871838,0.010039526037871838,1.465846888315525e-10,1.1461841198379119e-10,3.196631501167779e-11,2.0677757675002795e-06,2.0198514860680916e-08,4.792407581888369e-10,,,2069
,,,,,,,,,,,0.0005,2070
45,0.01004138495773077,0.010039540939033031,0.010039540939033031,1.4249798563348293e-10,1.1060137528051683e-10,3.1896648516882564e-11,1.8443915905663744e-06,1.802886906432377e-08,4.1504760739385915e-10,,,2115
,,,,,,,,,,,0.0005,2116
46,0.010041204281151295,0.010039550252258778,0.010039550252258778,1.3816971178304271e-10,1.0724721805077664e-10,3.0922511079500836e-11,1.6537259170945617e-06,1.616804290449636e-08,3.692160466250982e-10,,,2161
,,,,,,,,,,,0.0005,2162
47,0.01004104781895876,0.01003955863416195,0.01003955863416195,1.312169956024789e-10,1.0415648205031047e-10,2.706047885769891e-11,1.4882677987770876e-06,1.4563556582913861e-08,3.191189534845762e-10,,,2207
,,,,,,,,,,,0.0005,2208
48,0.010040915571153164,0.01003956887871027,0.01003956887871027,1.2674779281685034e-10,1.0163326430445707e-10,2.5114441776219465e-11,1.3464266430673888e-06,1.3167610113384853e-08,2.9665533918254994e-10,,,2253
,,,,,,,,,,,0.0005,2254
49,0.01004080194979906,0.010039576329290867,0.010039576329290867,1.2749630518005262e-10,9.950145568593527e-11,2.7994842555223443e-11,1.2246007372596068e-06,1.1939786048742462e-08,3.0622043789563236e-10,,,2299
,,,,,,,,,,,0.0005,2300
50,0.010040702298283577,0.010039581917226315,0.010039581917226315,1.2768480717184616e-10,9.754451413268583e-11,3.014029650860728e-11,1.1175196732438053e-06,1.0865529809223062e-08,3.0966498809625875e-10,,,2345
,,,,,,,,,,,0.0005,2346
51,0.01004060823470354,0.01003959123045206,0.01003959123045206,1.213368988617347e-10,9.535663231252656e-11,2.5980223181121254e-11,1.018472175928764e-06,9.908861287044601e-09,2.758603900865353e-10,,,2391
,,,,,,,,,,,0.0005,2392
52,0.010040529072284698,0.010039596818387508,0.010039596818387508,1.2215084499445084e-10,9.37967481462465e-11,2.835412980795038e-11,9.342090834252303e-07,9.068604533979396e-09,2.7348576181474016e-10,234.57566833496094,,2437
,,,,,,,,,,,0.0005,2438
53,0.010040456429123878,0.010039597749710083,0.010039597749710083,1.2467341048427727e-10,9.289203434237336e-11,3.178141777526733e-11,8.592450626565551e-07,8.311147325912316e-09,2.8130187068597934e-10,229.8843536376953,,2483
,,,,,,,,,,,0.0005,2484
54,0.010040396824479103,0.010039606131613255,0.010039606131613255,1.2412532113259545e-10,9.115443816432034e-11,3.2970882968275106e-11,7.900246146164136e-07,7.63720109375754e-09,2.630456408247994e-10,225.286865234375,,2529
,,,,,,,,,,,0.0005,2530
55,0.010040338151156902,0.010039607994258404,0.010039607994258404,1.2424419826295718e-10,9.060834721408284e-11,3.363585798776825e-11,7.297380193449499e-07,7.036730309550876e-09,2.6064894687038986e-10,220.7813262939453,,2575
,,,,,,,,,,,0.0005,2576
56,0.01004028506577015,0.010039607994258404,0.010039607994258404,1.234145008410792e-10,8.928462830182227e-11,3.41299176420673e-11,6.774440066692478e-07,6.4995768767062145e-09,2.748643257444172e-10,216.36590576171875,,2621
,,,,,,,,,,,0.0005,2622
57,0.010040241293609142,0.010039607994258404,0.010039607994258404,1.2472900490223537e-10,8.835313036748005e-11,3.6375926576459605e-11,6.334531121865439e-07,6.007180086697872e-09,3.2735128496774735e-10,212.03878784179688,,2667
,,,,,,,,,,,0.0005,2668
58,0.010040215216577053,0.010039613582193851,0.010039613582193851,1.3035024448715404e-10,8.835313036748005e-11,4.1997169630825226e-11,5.999519885335758e-07,5.5681996791179245e-09,4.313187307314337e-10,207.7982177734375,,2713
,,,,,,,,,,,0.0005,2714
59,0.010040190070867538,0.01003961730748415,0.01003961730748415,1.419466905128175e-10,8.835313036748005e-11,5.359361218704173e-11,5.726073482037464e-07,5.171847838880694e-09,5.542269421177082e-10,203.64244079589844,,2759
,,,,,,,,,,,0.0005,2760
60,0.01004015188664198,0.0100396191701293,0.0100396191701293,1.359190676675226e-10,8.646515448074155e-11,4.945393053401581e-11,5.337058155419072e-07,4.817254595224085e-09,5.198049768395663e-10,199.56979370117188,,2805
,,,,,,,,,,,0.0005,2806
61,0.010040123015642166,0.0100396191701293,0.0100396191701293,1.4045027640907648e-10,8.612628665805033e-11,5.432400709826091e-11,5.049646460975055e-07,4.49688863923825e-09,5.527592272791537e-10,195.57859802246094,,2851
,,,,,,,,,,,0.0005,2852
62,0.010040093213319778,0.0100396191701293,0.0100396191701293,1.4394985203836086e-10,8.612628665805033e-11,5.782357231920443e-11,4.750765469907492e-07,4.2057721749699795e-09,5.449930506884471e-10,191.667236328125,,2897
,,,,,,,,,,,0.0005,2898
63,0.010040081106126308,0.0100396191701293,0.0100396191701293,1.5783548079628673e-10,8.612628665805033e-11,7.17092080160242e-11,4.625730980478693e-07,3.941327264556094e-09,6.844044220244427e-10,187.83409118652344,,2943
,,,,,,,,,,,0.0005,2944
64,0.010040096938610077,0.0100396191701293,0.0100396191701293,2.0584321747119105e-10,8.612628665805033e-11,1.1971693081314072e-10,4.783439067068684e-07,3.702036899255745e-09,1.0814028561512146e-09,184.07760620117188,,2989
,,,,,,,,,,,0.0005,2990
65,0.01004011183977127,0.0100396191701293,0.0100396191701293,2.431789769552495e-10,8.612628665805033e-11,1.5705270417498696e-10,4.933362447445688e-07,3.4852212227320933e-09,1.448141495608013e-09,180.39625549316406,,3035
,,,,,,,,,,,0.0005,3036
66,0.010052368976175785,0.0100396191701293,0.0100396191701293,1.5563662358886177e-08,8.612628665805033e-11,1.5477533921171016e-08,1.2734977644868195e-05,3.287345506919337e-09,1.2406241012286046e-07,176.7885284423828,,3081
,,,,,,,,,,,0.0005,3082
67,0.010040966793894768,0.0100396191701293,0.0100396191701293,1.3198263593139359e-09,8.612628665805033e-11,1.2337009192009418e-09,1.344262955171871e-06,3.094005274206779e-09,1.0348625956169144e-08,173.25296020507812,,3127
,,,,,,,,,,,0.0005,3128
68,0.010055750608444214,0.010039618238806725,0.010039618238806725,2.1074718858926644e-08,8.612628665805033e-11,2.0988592197568323e-08,1.6110585420392454e-05,2.9211606467072215e-09,1.5818469023543003e-07,169.78810119628906,,3173
,,,,,,,,,,,0.0005,3174
69,0.01004924438893795,0.01003961730748415,0.01003961730748415,9.864729477726542e-09,8.612628665805033e-11,9.778608145438739e-09,9.615228009351995e-06,2.7599302843128726e-09,9.33923232082634e-08,166.39254760742188,,3219
,,,,,,,,,,,0.0005,3220
70,0.010040204040706158,0.010039613582193851,0.010039613582193851,5.234555566779875e-10,8.612628665805033e-11,4.373291451198469e-10,5.886762437512516e-07,2.613092853209764e-09,3.273670667880424e-09,163.0648956298828,,3265
,,,,,,,,,,,0.0005,3266
71,0.010039947926998138,0.010039607994258404,0.010039607994258404,2.0462873062676579e-10,8.612628665805033e-11,1.1850244396871545e-10,3.4036509077850496e-07,2.4915645102652206e-09,9.120862398681595e-10,159.80380249023438,,3311
,,,,,,,,,,,0.0005,3312
72,0.01005912572145462,0.010039607994258404,0.010039607994258404,2.782423713654225e-08,8.612628665805033e-11,2.7738117580611288e-08,1.9490607883199118e-05,2.3795188042186055e-09,1.9252651384249475e-07,156.60792541503906,,3357
,,,,,,,,,,,0.0005,3358
73,0.010040489956736565,0.010039607994258404,0.010039607994258404,1.1221834572694434e-09,8.612628665805033e-11,1.036057240000332e-09,8.806946425465867e-07,2.258775388952472e-09,6.548171338494058e-09,153.47596740722656,,3403
,,,,,,,,,,,0.0005,3404
74,0.010039927437901497,0.010039607994258404,0.010039607994258404,2.0497369079830463e-10,8.665879125402398e-11,1.1831491342206846e-10,3.1988631121748767e-07,2.159921574929058e-09,1.0389411553290984e-09,150.40664672851562,,3449
,,,,,,,,,,,0.0005,3450
75,0.010056843049824238,0.010039606131613255,0.010039606131613255,2.4265435882853126e-08,8.772380044597128e-11,2.4177708723982505e-08,1.7212303646374494e-05,2.0699428837644973e-09,1.7005315555707057e-07,147.39871215820312,,3495
,,,,,,,,,,,0.0005,3496
76,0.010040536522865295,0.010039601475000381,0.010039601475000381,1.1273556532742646e-09,8.835313036748005e-11,1.0390025506623601e-09,9.332138688478153e-07,1.9775749926509434e-09,7.354564957040566e-09,144.45094299316406,,3541
,,,,,,,,,,,0.0005,3542
77,0.01004217192530632,0.010039596818387508,0.010039596818387508,3.30493010736177e-09,8.835313036748005e-11,3.2165767827052605e-09,2.5727792944962857e-06,1.9075236945553797e-09,2.3820266648044708e-08,141.56211853027344,,3587
,,,,,,,,,,,0.0005,3588
78,0.01005137711763382,0.010039596818387508,0.010039596818387508,1.5152394894357712e-08,8.835313036748005e-11,1.506404956330698e-08,1.1766113857447635e-05,1.8342021235184802e-09,1.1582694270373395e-07,138.7310791015625,,3633
,,,,,,,,,,,0.0005,3634
79,0.010040057823061943,0.010039595887064934,0.010039595887064934,4.701983247201724e-10,8.923562583307287e-11,3.8096273358156907e-10,4.6100680606286915e-07,1.7600535473505374e-09,2.8500144466647725e-09,135.9566650390625,,3679
,,,,,,,,,,,0.0005,3680
80,0.010061992332339287,0.010039581917226315,0.010039581917226315,3.169477125197773e-08,9.060834721408284e-11,3.1604173500454635e-08,2.2377869754564017e-05,1.7023793486004024e-09,2.2207632355275564e-07,133.23773193359375,,3725
,,,,,,,,,,,0.0005,3726
81,0.010040841065347195,0.010039581917226315,0.010039581917226315,1.4659500280345128e-09,9.060834721408284e-11,1.3753420624595947e-09,1.2571048273457563e-06,1.633174706583418e-09,1.0937872829686057e-08,130.57318115234375,,3771
,,,,,,,,,,,0.0005,3772
82,0.010039880871772766,0.010039581917226315,0.010039581917226315,2.9212182672821996e-10,9.145231794072117e-11,2.0066943939855975e-10,2.978054851610068e-07,1.5710135414792603e-09,1.4070410392363897e-09,127.9619140625,,3817
,,,,,,,,,,,0.0005,3818
83,0.010039775632321835,0.010039569810032845,0.010039569810032845,1.68834543567975e-10,9.289203434237336e-11,7.594257167564678e-11,2.055966774605622e-07,1.5252012985911279e-09,5.307658756947831e-10,125.40287780761719,,3863
,,,,,,,,,,,0.0005,3864
84,0.010060958564281464,0.010039569810032845,0.010039569810032845,3.2324198429023454e-08,9.359563124533565e-11,3.2230605739869134e-08,2.1356714569265023e-05,1.4766332601112708e-09,2.1209052647463977e-07,122.89501953125,,3909
,,,,,,,,,,,0.0005,3910
85,0.010041479952633381,0.010039563290774822,0.010039563290774822,2.784636743413671e-09,9.52039905244284e-11,2.6894328986060145e-09,1.91228104995389e-06,1.4100587364396233e-09,1.7712748601184103e-08,120.43731689453125,,3955
,,,,,,,,,,,0.0005,3956
86,0.010039815679192543,0.01003955863416195,0.01003955863416195,2.750338568002775e-10,9.571279879772021e-11,1.793209469802548e-10,2.5764850875020784e-07,1.3615707450398418e-09,1.2149145023343522e-09,118.02877044677734,,4001
,,,,,,,,,,,0.0005,4002
87,0.01003975234925747,0.01003955490887165,0.01003955490887165,1.9991930333418395e-10,9.754451413268583e-11,1.0237482389596764e-10,1.9922065064292838e-07,1.3136212118070034e-09,6.785852990631724e-10,115.66839599609375,,4047
,,,,,,,,,,,0.0005,4048
88,0.010051638819277287,0.010039547458291054,0.010039547458291054,1.981832475905776e-08,9.836849390598701e-11,1.971995899907597e-08,1.2070477168890648e-05,1.2719830744245542e-09,1.1943278366288723e-07,113.35523223876953,,4093
,,,,,,,,,,,0.0005,4094
89,0.010041643865406513,0.01003953441977501,0.01003953441977501,2.4768231909888527e-09,9.991344557258586e-11,2.3769100021553413e-09,2.1081496015540324e-06,1.2113879899189328e-09,1.9870110889996795e-08,111.08832550048828,,4139
,,,,,,,,,,,0.0005,4140
90,0.010039746761322021,0.01003953441977501,0.01003953441977501,2.4582980095999574e-10,1.0095578539814909e-10,1.44873918417332e-10,2.1268689920361794e-07,1.157867024481618e-09,9.690021007813243e-10,108.86676025390625,,4185
,,,,,,,,,,,0.0005,4186
91,0.010047627612948418,0.01003952231258154,0.01003952231258154,1.3116576269567304e-08,1.0310180487138609e-10,1.3013473854073254e-08,8.092803000181448e-06,1.1109713149437539e-09,7.981705607562617e-08,106.68962860107422,,4231
,,,,,,,,,,,0.0005,4232
92,0.010042078793048859,0.010039517655968666,0.010039517655968666,4.303650324999353e-09,1.0489661916857074e-10,4.198753345008299e-09,2.5552940314810257e-06,1.04791086918965e-09,2.4505027340637753e-08,104.55603790283203,,4277
,,,,,,,,,,,0.0005,4278
93,0.010039757005870342,0.01003951020538807,0.01003951020538807,3.6716188422936114e-10,1.0719077014886835e-10,2.599711557138562e-10,2.465050954469916e-07,9.939289391525108e-10,1.4711221130170316e-09,102.46511840820312,,4323
,,,,,,,,,,,0.0005,4324
94,0.010062790475785732,0.0100394980981946,0.0100394980981946,4.0527016409441785e-08,1.0832414132355694e-10,4.041867995852044e-08,2.3253815015777946e-05,9.41785538444151e-10,2.315963882892902e-07,100.416015625,,4369
,,,,,,,,,,,0.0005,4370
95,0.010040123015642166,0.01003948412835598,0.01003948412835598,1.1019037904347329e-09,1.1065598437554058e-10,9.912469733919238e-10,6.370339633576805e-07,8.641860560487657e-10,5.506151534717674e-09,98.40789794921875,,4415
,,,,,,,,,,,0.0005,4416
96,0.010039633139967918,0.010039472952485085,0.010039472952485085,2.8171351362793473e-10,1.131229276918333e-10,1.6859061369167705e-10,1.5984102219590568e-07,8.051832534050618e-10,7.932270396082686e-10,96.43994140625,,4461
,,,,,,,,,,,0.0005,4462
97,0.01003959309309721,0.010039460845291615,0.010039460845291615,2.4144242161128204e-10,1.157287182751432e-10,1.257137727250779e-10,1.2957303852090263e-07,7.525941536634662e-10,5.43136091657459e-10,94.51133728027344,,4507
,,,,,,,,,,,0.00025,4508
98,0.010039545595645905,0.010039451532065868,0.010039451532065868,1.6777407241264086e-10,1.1830762758346935e-10,4.9466441359724556e-11,9.399668243759152e-08,7.160803061623255e-10,2.238864094117332e-10,92.6213150024414,,4553
,,,,,,,,,,,0.00025,4554
99,0.010039527900516987,0.010039448738098145,0.010039448738098145,1.2440828922599678e-10,1.2005914318269362e-10,4.34913953809013e-12,7.760278464274961e-08,6.91712742639794e-10,8.431506187678295e-11,90.76908874511719,,4599
,,,,,,,,,,,0.00025,4600
100,0.010039511136710644,0.010039436630904675,0.010039436630904675,1.2749104549847345e-10,1.225126944337518e-10,4.978355835211223e-12,7.502175236595576e-08,6.648284145427397e-10,8.538910550859313e-11,88.95391082763672,,4645
,,,,,,,,,,,0.00025,4646
101,0.01003950834274292,0.0100394356995821,0.0100394356995821,1.3005226062734465e-10,1.234931740201617e-10,6.559081836693403e-12,7.278094216189857e-08,6.388280460178919e-10,8.898140557711542e-11,87.17503356933594,,4691
,,,,,,,,,,,0.00025,4692
102,0.010039495304226875,0.01003942359238863,0.01003942359238863,1.342544964089143e-10,1.2569041640819734e-10,8.56404790833265e-12,7.07005227695845e-08,6.128136331717826e-10,9.419160590384834e-11,85.43173217773438,,4737
,,,,,,,,,,,0.00025,4738
103,0.010039480403065681,0.01003941334784031,0.01003941334784031,1.3715158175831021e-10,1.2784732994486347e-10,9.304248343999788e-12,6.783081829553339e-08,5.853688089807463e-10,9.293944086552486e-11,83.72329711914062,,4783
,,,,,,,,,,,0.00025,4784
104,0.010039476677775383,0.01003941334784031,0.01003941334784031,1.3769151097076104e-10,1.292023849019941e-10,8.489132140299116e-12,6.458124346409022e-08,5.582090345512825e-10,8.760328573664822e-11,82.04903411865234,,4829
,,,,,,,,,,,0.00025,4830
105,0.01003946177661419,0.010039398446679115,0.010039398446679115,1.396390780783463e-10,1.3168842405431036e-10,7.950664432376797e-12,6.176099276444802e-08,5.312838502469219e-10,8.632611986358896e-11,80.40824890136719,,4875
,,,,,,,,,,,0.00025,4876
106,0.010039448738098145,0.01003938727080822,0.01003938727080822,1.422613971069353e-10,1.3425816014489556e-10,8.003259513444938e-12,5.9093466120430094e-08,5.019848425824591e-10,8.894972258755018e-11,78.80028533935547,,4921
,,,,,,,,,,,0.00025,4922
107,0.01003943383693695,0.01003937516361475,0.01003937516361475,1.4510401213918556e-10,1.3697404321888484e-10,8.129999277961542e-12,5.659478929942452e-08,4.74087602508888e-10,9.186020000218065e-11,77.22447967529297,,4967
,,,,,,,,,,,0.00025,4968
108,0.010039428249001503,0.010039372369647026,0.010039372369647026,1.4583209639873473e-10,1.3971716839034087e-10,6.11491543164866e-12,5.357086863000404e-08,4.4601841664437814e-10,8.969027603944468e-11,75.68019104003906,,5013
,,,,,,,,,,,0.00025,5014
109,0.010039414279162884,0.010039362125098705,0.010039362125098705,1.4818851701292601e-10,1.4254941671509869e-10,5.6390833842734356e-12,5.0491323122514586e-08,4.17846923728149e-10,8.706627085963703e-11,74.16679382324219,,5059
,,,,,,,,,,,0.00025,5060
110,0.010039400309324265,0.010039350017905235,0.010039350017905235,1.5081801085781166e-10,1.4553533378425243e-10,5.282653654792302e-12,4.768604711102853e-08,3.8961284198890667e-10,8.724750089061928e-11,72.68365478515625,,5105
,,,,,,,,,,,0.00025,5106
