epoch,loss,loss/Rt,loss/data,loss/res,loss/sigma,lr,step
48,2.262761354446411,2.8424506187438965,2.262761354446411,2.4999412318038594e-08,0.14473287761211395,,2939
,,,,,,0.0005,2940
49,2.2611989974975586,2.838564395904541,2.2611989974975586,3.2946505523767655e-09,0.14660558104515076,,2999
,,,,,,0.0005,3000
50,2.2600388526916504,2.837794542312622,2.2600388526916504,1.6720843598605484e-09,0.14667029678821564,,3059
,,,,,,0.0005,3060
51,2.2598187923431396,2.8368356227874756,2.2598187923431396,5.137570369129207e-10,0.1460905522108078,,3119
,,,,,,0.0005,3120
52,2.2584757804870605,2.8368821144104004,2.2584757804870605,7.695219461645308e-10,0.14704777300357819,,3179
,,,,,,0.0005,3180
53,2.258124351501465,2.836657762527466,2.258124351501465,4.911866469115012e-10,0.14847761392593384,,3239
,,,,,,0.0005,3240
54,2.258260488510132,2.8367533683776855,2.258260488510132,6.470206592723571e-10,0.15043416619300842,,3299
,,,,,,0.0005,3300
55,2.258774518966675,2.8365988731384277,2.258774518966675,4.3209763544993507e-10,0.15006180107593536,,3359
,,,,,,0.0005,3360
56,2.2589354515075684,2.8366858959198,2.2589354515075684,5.449278250857503e-10,0.14954756200313568,,3419
,,,,,,0.0005,3420
57,2.258692979812622,2.836672306060791,2.258692979812622,4.089062144441158e-10,0.1498572677373886,,3479
,,,,,,0.0005,3480
58,2.2585456371307373,2.836686849594116,2.2585456371307373,4.967614097850515e-10,0.1514333337545395,,3539
,,,,,,0.0005,3540
59,2.258535385131836,2.8366527557373047,2.258535385131836,3.4544536675618076e-10,0.15112438797950745,,3599
,,,,,,0.0005,3600
60,2.258342981338501,2.8366994857788086,2.258342981338501,3.2779920444703237e-10,0.15062417089939117,,3659
,,,,,,0.0005,3660
61,2.257901906967163,2.8368706703186035,2.257901906967163,2.0454679616754845e-10,0.15131686627864838,,3719
,,,,,,0.0005,3720
62,2.257856607437134,2.837057590484619,2.257856607437134,1.2869640075852118e-10,0.15200689435005188,,3779
,,,,,,0.0005,3780
63,2.2576422691345215,2.837353229522705,2.2576422691345215,1.9154780539487604e-10,0.1524031013250351,,3839
,,,,,,0.0005,3840
64,2.2568347454071045,2.8386425971984863,2.2568347454071045,4.4415040534317995e-09,0.15380124747753143,,3899
,,,,,,0.0005,3900
65,2.2582929134368896,2.8394052982330322,2.2582926750183105,2.3172469809651375e-07,0.15360501408576965,,3959
,,,,,,0.0005,3960
66,2.259108781814575,2.8353519439697266,2.259108781814575,2.9283637736909895e-09,0.152845561504364,,4019
,,,,,,0.0005,4020
67,2.2585480213165283,2.8369321823120117,2.2585480213165283,5.880823050752326e-10,0.15235893428325653,,4079
,,,,,,0.0005,4080
68,2.2587199211120605,2.8368821144104004,2.2587199211120605,2.7966592930361855e-10,0.15227849781513214,,4139
,,,,,,0.0005,4140
69,2.258107900619507,2.8374974727630615,2.258107900619507,4.698343381015491e-10,0.1527893990278244,,4199
,,,,,,0.00025,4200
70,2.245465040206909,2.837482213973999,2.245465040206909,4.1200848288625025e-10,0.15256771445274353,,4259
,,,,,,0.00025,4260
71,2.245306968688965,2.8380303382873535,2.245306968688965,9.064863304431015e-10,0.1521037071943283,,4319
,,,,,,0.00025,4320
72,2.2448885440826416,2.8389694690704346,2.2448885440826416,4.65656091463984e-09,0.1519283503293991,,4379
,,,,,,0.00025,4380
73,2.2438418865203857,2.8427581787109375,2.2438416481018066,5.802516511721478e-08,0.1518227905035019,,4439
,,,,,,0.00025,4440
74,2.2458815574645996,2.8497910499572754,2.2458813190460205,3.253109923662123e-07,0.1519242823123932,,4499
,,,,,,0.00025,4500
75,2.242100477218628,2.8478922843933105,2.242100477218628,1.8162735671012342e-07,0.15225699543952942,,4559
,,,,,,0.00025,4560
76,2.242995262145996,2.8483083248138428,2.2429940700531006,1.0456597010488622e-06,0.15249961614608765,,4619
,,,,,,0.00025,4620
77,2.2403438091278076,2.8466219902038574,2.2403430938720703,1.1754312936318456e-06,0.15266700088977814,,4679
,,,,,,0.00025,4680
78,2.237455368041992,2.8555026054382324,2.237454414367676,6.401243126674672e-07,0.15268130600452423,,4739
,,,,,,0.00025,4740
79,2.2397148609161377,2.856555223464966,2.239713191986084,1.5531636563537177e-06,0.15319839119911194,,4799
,,,,,,0.00025,4800
80,2.2311153411865234,2.8548343181610107,2.2311131954193115,1.1160011581523577e-06,0.15399695932865143,,4859
,,,,,,0.00025,4860
81,2.232079029083252,2.853804588317871,2.232077121734619,1.5645199482605676e-06,0.1537795066833496,,4919
,,,,,,0.00025,4920
82,2.229672431945801,2.8535943031311035,2.229671001434326,1.4077436389925424e-06,0.15337392687797546,,4979
,,,,,,0.00025,4980
83,2.228508710861206,2.853405714035034,2.2285077571868896,1.6188383824555785e-06,0.15321515500545502,,5039
,,,,,,0.00025,5040
84,2.226956605911255,2.8528261184692383,2.2269551753997803,1.7003826542349998e-06,0.15301021933555603,,5099
,,,,,,0.00025,5100
85,2.225367784500122,2.852492094039917,2.2253665924072266,1.8503184264773154e-06,0.1529076248407364,,5159
,,,,,,0.00025,5160
86,2.223787307739258,2.8518965244293213,2.223785161972046,2.0015970676467987e-06,0.15280911326408386,,5219
,,,,,,0.00025,5220
87,2.222289562225342,2.8512206077575684,2.222287654876709,2.173101620428497e-06,0.15269725024700165,,5279
,,,,,,0.00025,5280
88,2.220759630203247,2.8502886295318604,2.2207577228546143,2.3435761704604374e-06,0.1525772660970688,,5339
,,,,,,0.00025,5340
89,2.219294309616089,2.849198818206787,2.219291925430298,2.544417839089874e-06,0.15243640542030334,,5399
,,,,,,0.00025,5400
90,2.217923164367676,2.847743511199951,2.2179203033447266,2.7550747745408444e-06,0.15224264562129974,,5459
,,,,,,0.00025,5460
91,2.216660976409912,2.8459482192993164,2.216658115386963,2.9812101729476126e-06,0.1519862413406372,,5519
,,,,,,0.00025,5520
92,2.2154457569122314,2.8435442447662354,2.215442419052124,3.202883135600132e-06,0.15168040990829468,,5579
,,,,,,0.00025,5580
93,2.2142786979675293,2.840801477432251,2.2142751216888428,3.4603306175995385e-06,0.15133871138095856,,5639
,,,,,,0.00025,5640
94,2.21313214302063,2.8374335765838623,2.2131285667419434,3.735818381755962e-06,0.15094643831253052,,5699
,,,,,,0.00025,5700
95,2.212006092071533,2.833425760269165,2.2120018005371094,4.0466870814270806e-06,0.15049296617507935,,5759
,,,,,,0.00025,5760
96,2.210871934890747,2.8285980224609375,2.2108681201934814,4.393056769913528e-06,0.14996662735939026,,5819
,,,,,,0.00025,5820
97,2.2096645832061768,2.8228111267089844,2.209660530090332,4.7902785809128545e-06,0.14936256408691406,,5879
,,,,,,0.00025,5880
98,2.2082865238189697,2.8157970905303955,2.208280086517334,5.2485675041680224e-06,0.14867813885211945,,5939
,,,,,,0.00025,5940
99,2.2066707611083984,2.8074488639831543,2.206664800643921,5.824719210067997e-06,0.14789868891239166,,5999
,,,,,,0.00025,6000
100,2.2047250270843506,2.797502279281616,2.204718828201294,6.533246050821617e-06,0.14700524508953094,,6059
,,,,,,0.00025,6060
101,2.2023754119873047,2.7857258319854736,2.2023677825927734,7.455291779479012e-06,0.1459808349609375,,6119
,,,,,,0.00025,6120
102,2.1995162963867188,2.771692991256714,2.199507236480713,8.654773409944028e-06,0.14482685923576355,,6179
,,,,,,0.00025,6180
103,2.195904016494751,2.754824638366699,2.1958937644958496,1.0365549314883538e-05,0.14358341693878174,,6239
,,,,,,0.00025,6240
104,2.1919808387756348,2.735048294067383,2.1919686794281006,1.2700975275947712e-05,0.1421658992767334,,6299
,,,,,,0.00025,6300
105,2.187391519546509,2.713392972946167,2.187375545501709,1.592833359609358e-05,0.14058975875377655,,6359
,,,,,,0.00025,6360
106,2.1815807819366455,2.6878037452697754,2.1815598011016846,2.085623418679461e-05,0.13895262777805328,,6419
,,,,,,0.00025,6420
107,2.173980236053467,2.654266834259033,2.173952579498291,2.7680012863129377e-05,0.1372358351945877,,6479
,,,,,,0.00025,6480
108,2.163985252380371,2.605879306793213,2.1639490127563477,3.688635479193181e-05,0.13536718487739563,,6539
,,,,,,0.00025,6540
109,2.152953863143921,2.549020767211914,2.1529080867767334,4.62620664620772e-05,0.13293416798114777,,6599
,,,,,,0.00025,6600
110,2.143143892288208,2.4975383281707764,2.1430869102478027,5.6617016525706276e-05,0.12994533777236938,,6659
,,,,,,0.00025,6660
111,2.1326608657836914,2.4375734329223633,2.132589340209961,7.162923429859802e-05,0.12704357504844666,,6719
,,,,,,0.00025,6720
112,2.118551731109619,2.3773128986358643,2.118462324142456,8.970410272013396e-05,0.12494800984859467,,6779
,,,,,,0.00025,6780
113,2.1026554107666016,2.301760196685791,2.102539539337158,0.0001163759152404964,0.1237557977437973,,6839
,,,,,,0.00025,6840
114,2.083961009979248,2.2500112056732178,2.083812713623047,0.0001480776263633743,0.12281784415245056,,6899
,,,,,,0.00025,6900
115,2.0734241008758545,2.2310612201690674,2.0732481479644775,0.00017567125905770808,0.12164788693189621,,6959
,,,,,,0.00025,6960
116,2.0610616207122803,2.1942555904388428,2.060835838317871,0.0002258619642816484,0.12041217088699341,,7019
,,,,,,0.00025,7020
117,2.0503768920898438,2.1767406463623047,2.0501115322113037,0.0002656384604051709,0.11751784384250641,,7079
,,,,,,0.00025,7080
118,2.0407261848449707,2.1631107330322266,2.0403785705566406,0.00034719082759693265,0.1163855791091919,,7139
,,,,,,0.00025,7140
119,2.0348734855651855,2.1884562969207764,2.034526824951172,0.00034643872641026974,0.1179487481713295,,7199
,,,,,,0.00025,7200
120,2.032747745513916,2.0753488540649414,2.0323104858398438,0.00043744611321017146,0.11933707445859909,,7259
,,,,,,0.00025,7260
121,2.0248286724090576,2.2140135765075684,2.0244414806365967,0.00038655675598420203,0.11908140033483505,,7319
,,,,,,0.00025,7320
122,2.0443882942199707,2.0299224853515625,2.043849229812622,0.0005385931581258774,0.11883500963449478,,7379
,,,,,,0.00025,7380
123,2.0129966735839844,2.149616003036499,2.012521743774414,0.0004750830412376672,0.12048254162073135,,7439
,,,,,,0.00025,7440
124,2.0376763343811035,2.044565439224243,2.0372469425201416,0.0004300938162487,0.11784343421459198,,7499
,,,,,,0.00025,7500
125,2.010592222213745,2.0572478771209717,2.009915590286255,0.0006768638268113136,0.12348313629627228,,7559
,,,,,,0.00025,7560
126,2.007462501525879,2.1329193115234375,2.0069830417633057,0.00047920175711624324,0.12474396824836731,,7619
,,,,,,0.00025,7620
127,2.0117640495300293,1.9810271263122559,2.01127028465271,0.000493518658913672,0.12816032767295837,,7679
,,,,,,0.00025,7680
128,1.9823064804077148,2.0532989501953125,1.9816694259643555,0.0006364713190123439,0.12974636256694794,,7739
,,,,,,0.00025,7740
129,1.9755257368087769,2.017486810684204,1.9748307466506958,0.0006957506411708891,0.1321161687374115,,7799
,,,,,,0.00025,7800
130,1.9656565189361572,1.996469259262085,1.9648669958114624,0.0007895155576989055,0.13493072986602783,,7859
,,,,,,0.00025,7860
131,1.9564223289489746,1.968599557876587,1.9556429386138916,0.0007792884716764092,0.13724716007709503,,7919
,,,,,,0.00025,7920
132,1.9515081644058228,2.00167179107666,1.9505447149276733,0.0009633835288695991,0.14480678737163544,,7979
,,,,,,0.00025,7980
133,1.9288557767868042,1.9321675300598145,1.9280214309692383,0.0008337367326021194,0.14413751661777496,,8039
,,,,,,0.00025,8040
134,1.9458855390548706,1.8760309219360352,1.944848656654358,0.001037522335536778,0.1514124870300293,,8099
,,,,,,0.00025,8100
135,1.9094016551971436,1.791306972503662,1.9086002111434937,0.0008014569175429642,0.1529497653245926,,8159
,,,,,,0.00025,8160
136,1.927559733390808,1.6754359006881714,1.9268674850463867,0.0006916236598044634,0.15737412869930267,,8219
,,,,,,0.00025,8220
137,1.8889284133911133,1.6252329349517822,1.8885202407836914,0.00040831335354596376,0.16114743053913116,,8279
,,,,,,0.00025,8280
138,1.883640170097351,1.5420594215393066,1.8832558393478394,0.0003847121261060238,0.15957976877689362,,8339
,,,,,,0.00025,8340
139,1.8841139078140259,1.5793958902359009,1.8836820125579834,0.0004303751338738948,0.16611510515213013,,8399
,,,,,,0.00025,8400
140,1.8516238927841187,1.5282078981399536,1.8511219024658203,0.0005023059202358127,0.165320485830307,,8459
,,,,,,0.00025,8460
141,1.866999626159668,1.6153244972229004,1.8665424585342407,0.00045754932216368616,0.17208845913410187,,8519
,,,,,,0.00025,8520
142,1.8229132890701294,1.5902866125106812,1.8220744132995605,0.0008389446884393692,0.16886787116527557,,8579
,,,,,,0.00025,8580
143,1.8543163537979126,1.6994378566741943,1.8536503314971924,0.000665648200083524,0.171595960855484,,8639
,,,,,,0.00025,8640
144,1.8092384338378906,1.636200189590454,1.8079901933670044,0.0012483674800023437,0.16964197158813477,,8699
,,,,,,0.00025,8700
145,1.8435263633728027,1.798110008239746,1.8425230979919434,0.0010035576997324824,0.17048470675945282,,8759
,,,,,,0.00025,8760
146,1.7982641458511353,1.7009755373001099,1.796787977218628,0.0014764796942472458,0.16819562017917633,,8819
,,,,,,0.00025,8820
147,1.8347747325897217,1.9004747867584229,1.8335380554199219,0.0012369235046207905,0.16844932734966278,,8879
,,,,,,0.00025,8880
148,1.7991875410079956,1.7976336479187012,1.7983670234680176,0.0008202494936995208,0.16530950367450714,,8939
,,,,,,0.00025,8940
149,1.8101707696914673,2.0246198177337646,1.8090670108795166,0.0011030284222215414,0.16430042684078217,,8999
,,,,,,0.00025,9000
150,1.7929494380950928,1.8680229187011719,1.7918840646743774,0.0010654673678800464,0.15987199544906616,,9059
,,,,,,0.00025,9060
151,1.8093867301940918,1.9568898677825928,1.8086297512054443,0.0007571553578600287,0.16007955372333527,,9119
,,,,,,0.00025,9120
152,1.7820273637771606,1.9064342975616455,1.7815552949905396,0.0004717088595498353,0.15741950273513794,,9179
,,,,,,0.00025,9180
153,1.796080231666565,2.0416879653930664,1.7957100868225098,0.0003703308175317943,0.15460585057735443,,9239
,,,,,,0.00025,9240
154,1.7763817310333252,2.0600199699401855,1.7761073112487793,0.00027521795709617436,0.15253600478172302,,9299
,,,,,,0.00025,9300
155,1.7849026918411255,2.1277785301208496,1.7846553325653076,0.0002471115440130234,0.14862298965454102,,9359
,,,,,,0.00025,9360
156,1.796910285949707,2.0770673751831055,1.7961326837539673,0.0007776505080983043,0.14517192542552948,,9419
,,,,,,0.00025,9420
157,1.782955527305603,2.1009175777435303,1.7821050882339478,0.000850869866553694,0.145949587225914,,9479
,,,,,,0.00025,9480
158,1.776128888130188,1.9672937393188477,1.774397611618042,0.0017308418173342943,0.14234618842601776,,9539
,,,,,,0.00025,9540
159,1.8358991146087646,2.190248489379883,1.8344827890396118,0.001415830454789102,0.14608702063560486,,9599
,,,,,,0.00025,9600
160,1.7713332176208496,2.2175121307373047,1.7709906101226807,0.00034203275572508574,0.14500777423381805,,9659
,,,,,,0.00025,9660
161,1.7750149965286255,2.2474722862243652,1.774761438369751,0.0002532161306589842,0.14232881367206573,,9719
,,,,,,0.00025,9720
162,1.79451322555542,2.2009661197662354,1.7932815551757812,0.0012316309148445725,0.14055947959423065,,9779
,,,,,,0.00025,9780
163,1.787840485572815,2.3023345470428467,1.7864793539047241,0.0013612224720418453,0.14204281568527222,,9839
,,,,,,0.00025,9840
164,1.7775166034698486,2.1496517658233643,1.7764892578125,0.001026579295285046,0.1411800980567932,,9899
,,,,,,0.00025,9900
165,1.8007292747497559,2.0453948974609375,1.7992857694625854,0.0014433235628530383,0.14357659220695496,,9959
,,,,,,0.00025,9960
166,1.764755368232727,1.9773650169372559,1.7644808292388916,0.0002751791034825146,0.14252464473247528,,10019
,,,,,,0.00025,10020
167,1.7881666421890259,2.186058759689331,1.7876518964767456,0.0005151883233338594,0.1393766850233078,,10079
,,,,,,0.00025,10080
168,1.7896233797073364,2.2878801822662354,1.789240837097168,0.0003833119117189199,0.1403483748435974,,10139
,,,,,,0.00025,10140
169,1.7633267641067505,2.2533273696899414,1.7631158828735352,0.00021171612024772912,0.1385156214237213,,10199
,,,,,,0.00025,10200
170,1.785856008529663,2.363481044769287,1.7855862379074097,0.0002696402370929718,0.13784398138523102,,10259
,,,,,,0.00025,10260
171,1.7753233909606934,2.1872012615203857,1.7749886512756348,0.00033488855115137994,0.1367926299571991,,10319
,,,,,,0.00025,10320
172,1.7662773132324219,2.271451711654663,1.765531301498413,0.0007470985292457044,0.13677355647087097,,10379
,,,,,,0.00025,10380
173,1.7791489362716675,2.2582409381866455,1.7770823240280151,0.002066472778096795,0.1336623877286911,,10439
,,,,,,0.00025,10440
174,1.8419044017791748,2.2755308151245117,1.841070294380188,0.0008344395901076496,0.13681916892528534,,10499
,,,,,,0.00025,10500
175,1.7639365196228027,2.550997495651245,1.763451337814331,0.00048494961811229587,0.13974981009960175,,10559
,,,,,,0.00025,10560
176,1.767547845840454,2.300888776779175,1.7670456171035767,0.000502639333717525,0.13762952387332916,,10619
,,,,,,0.00025,10620
177,1.802034854888916,2.2196922302246094,1.8015282154083252,0.000506888551171869,0.14012277126312256,,10679
,,,,,,0.00025,10680
178,1.762197732925415,2.2682363986968994,1.7617994546890259,0.00039748879498802125,0.1392640322446823,,10739
,,,,,,0.00025,10740
179,1.7801448106765747,2.3368608951568604,1.779921531677246,0.00022301073477137834,0.1370568424463272,,10799
,,,,,,0.00025,10800
180,1.7814940214157104,2.175652265548706,1.779632329940796,0.0018615396693348885,0.13665559887886047,,10859
,,,,,,0.00025,10860
181,1.8344119787216187,2.4174628257751465,1.833953619003296,0.00045889857574366033,0.13738225400447845,,10919
,,,,,,0.00025,10920
182,1.794837236404419,2.5053534507751465,1.7944684028625488,0.0003685338597279042,0.1405322402715683,,10979
,,,,,,0.00025,10980
183,1.7639641761779785,2.2199084758758545,1.7632803916931152,0.0006836163229309022,0.13656345009803772,,11039
,,,,,,0.00025,11040
184,1.7801228761672974,2.216097593307495,1.7791013717651367,0.0010216503869742155,0.1414022594690323,,11099
,,,,,,0.00025,11100
185,1.7791414260864258,2.230492353439331,1.7780729532241821,0.0010689153568819165,0.13915039598941803,,11159
,,,,,,0.00025,11160
186,1.7845089435577393,2.331697702407837,1.7841254472732544,0.0003835512325167656,0.1438026875257492,,11219
,,,,,,0.00025,11220
187,1.7609007358551025,2.0959079265594482,1.7606165409088135,0.00028411843231879175,0.13742031157016754,,11279
,,,,,,0.00025,11280
188,1.7887908220291138,2.2093889713287354,1.7884267568588257,0.00036336659104563296,0.14311492443084717,,11339
,,,,,,0.00025,11340
189,1.7739795446395874,2.1977176666259766,1.772173285484314,0.0018064497271552682,0.13955587148666382,,11399
,,,,,,0.00025,11400
190,1.8238444328308105,2.2061102390289307,1.8229432106018066,0.0009002534789033234,0.14098301529884338,,11459
,,,,,,0.00025,11460
191,1.7925097942352295,2.4178993701934814,1.7920466661453247,0.0004625202273018658,0.14487850666046143,,11519
,,,,,,0.00025,11520
192,1.7585679292678833,2.1956400871276855,1.7572351694107056,0.0013326407643035054,0.1446000635623932,,11579
,,,,,,0.00025,11580
193,1.7962299585342407,2.2298240661621094,1.7955167293548584,0.0007130599697120488,0.1456596404314041,,11639
,,,,,,0.00025,11640
194,1.7648075819015503,2.3065454959869385,1.76439368724823,0.0004136588249821216,0.14727671444416046,,11699
,,,,,,0.00025,11700
195,1.781890630722046,2.3091061115264893,1.7814314365386963,0.00045866728760302067,0.1475810706615448,,11759
,,,,,,0.00025,11760
196,1.7557258605957031,2.373997449874878,1.7551994323730469,0.0005268942331895232,0.14789220690727234,,11819
,,,,,,0.00025,11820
197,1.7775152921676636,2.2822508811950684,1.7770146131515503,0.0005003464175388217,0.14583346247673035,,11879
,,,,,,0.00025,11880
198,1.7793868780136108,2.255065679550171,1.7785675525665283,0.0008194518741220236,0.14731185138225555,,11939
,,,,,,0.00025,11940
199,1.762727975845337,2.4478132724761963,1.7623041868209839,0.0004236180684529245,0.1487463414669037,,11999
,,,,,,0.00025,12000
200,1.7630137205123901,2.1908297538757324,1.7623023986816406,0.00071100884815678,0.14784403145313263,,12059
,,,,,,0.00025,12060
201,1.7754324674606323,2.238149881362915,1.7744898796081543,0.0009427423356100917,0.1491198092699051,,12119
,,,,,,0.00025,12120
202,1.7829999923706055,2.3574118614196777,1.7825175523757935,0.00048228129162453115,0.1518234759569168,,12179
,,,,,,0.00025,12180
203,1.7600252628326416,2.290126085281372,1.7594153881072998,0.0006099803722463548,0.15177565813064575,,12239
,,,,,,0.00025,12240
204,1.7769578695297241,2.1724629402160645,1.7765934467315674,0.00036468604230321944,0.14984840154647827,,12299
,,,,,,0.00025,12300
205,1.8058969974517822,2.185638189315796,1.8039814233779907,0.001916299806907773,0.15086062252521515,,12359
,,,,,,0.00025,12360
206,1.8078266382217407,2.3788633346557617,1.8067688941955566,0.0010577086359262466,0.15404650568962097,,12419
,,,,,,0.00025,12420
207,1.7843408584594727,2.327664375305176,1.7839601039886475,0.00038122106343507767,0.15689891576766968,,12479
,,,,,,0.00025,12480
208,1.7549755573272705,2.156477928161621,1.753597617149353,0.0013787782518193126,0.15828756988048553,,12539
,,,,,,0.00025,12540
209,1.8546406030654907,2.2397444248199463,1.8524545431137085,0.0021855984814465046,0.1605328917503357,,12599
,,,,,,0.00025,12600
210,1.7603362798690796,2.1954123973846436,1.7595950365066528,0.0007408559904433787,0.16519254446029663,,12659
,,,,,,0.00025,12660
211,1.7719007730484009,2.0388643741607666,1.770763874053955,0.001137095969170332,0.1642812043428421,,12719
