epoch,loss,loss/Rt,loss/data,loss/ic,loss/res,loss/sigma,lr,step
,,,,,,,0.0005,0
0,262.8100891113281,3.030856132507324,258.24871826171875,0.3195071816444397,4.241873264312744,0.022032612934708595,,59
,,,,,,,0.0005,60
1,2.374572515487671,2.7926950454711914,2.346978187561035,0.008612053468823433,0.018981782719492912,0.037074245512485504,,119
,,,,,,,0.0005,120
2,2.367433786392212,2.787771224975586,2.3470168113708496,0.016862723976373672,0.0035545495338737965,0.042595747858285904,,179
,,,,,,,0.0005,180
3,2.347393035888672,2.718470335006714,2.3270978927612305,0.01810496859252453,0.0021910902578383684,0.04317163676023483,,239
,,,,,,,0.0005,240
4,2.3245677947998047,2.709167957305908,2.3073313236236572,0.015955142676830292,0.0012809319887310266,0.042821019887924194,,299
,,,,,,,0.0005,300
5,2.3163063526153564,2.6897945404052734,2.3033459186553955,0.011866462416946888,0.0010940437205135822,0.042990848422050476,,359
,,,,,,,0.0005,360
6,2.2936794757843018,2.6713199615478516,2.281435966491699,0.011512111872434616,0.000731259526219219,0.04295777902007103,,419
,,,,,,,0.0005,420
7,2.2709312438964844,2.668187141418457,2.2599287033081055,0.010564614087343216,0.00043750330223701894,0.04288991913199425,,479
,,,,,,,0.0005,480
8,2.2735819816589355,2.653733015060425,2.2649292945861816,0.008339487947523594,0.00031303177820518613,0.0428583137691021,,539
,,,,,,,0.0005,540
9,2.27288818359375,2.6526830196380615,2.2643039226531982,0.008122227154672146,0.0004628459282685071,0.04280885308980942,,599
,,,,,,,0.0005,600
10,2.260190010070801,2.6466329097747803,2.251026153564453,0.008617942221462727,0.0005455370410345495,0.0428127683699131,,659
,,,,,,,0.0005,660
11,2.2593765258789062,2.6492929458618164,2.250412702560425,0.008455811999738216,0.0005073515349067748,0.0428147129714489,,719
,,,,,,,0.0005,720
12,2.252286195755005,2.6377131938934326,2.2444682121276855,0.007469654083251953,0.0003484015178401023,0.04283434897661209,,779
,,,,,,,0.0005,780
13,2.257937431335449,2.6424455642700195,2.250124931335449,0.007154457736760378,0.0006574340513907373,0.04281570017337799,,839
,,,,,,,0.0005,840
14,2.253554582595825,2.6332108974456787,2.2461016178131104,0.00668288441374898,0.0007696755928918719,0.04279903694987297,,899
,,,,,,,0.0005,900
15,2.2486982345581055,2.6359875202178955,2.2406504154205322,0.00741259241476655,0.0006352356285788119,0.04273807629942894,,959
,,,,,,,0.0005,960
16,2.2427406311035156,2.632925033569336,2.2350528240203857,0.0072990055195987225,0.0003899652510881424,0.042733144015073776,,1019
,,,,,,,0.0005,1020
17,2.2420876026153564,2.631925344467163,2.234516143798828,0.007019608747214079,0.0005525651504285634,0.04277234897017479,,1079
,,,,,,,0.0005,1080
18,2.2423861026763916,2.6264286041259766,2.235320568084717,0.0067819771356880665,0.0002834266924764961,0.04274248331785202,,1139
,,,,,,,0.0005,1140
19,2.2443056106567383,2.6232547760009766,2.2375621795654297,0.006470522377640009,0.00027318461798131466,0.042781565338373184,,1199
,,,,,,,0.0005,1200
20,2.245728015899658,2.61922550201416,2.239220380783081,0.006174808368086815,0.0003333378117531538,0.04279673844575882,,1259
,,,,,,,0.0005,1260
21,2.2440168857574463,2.6213018894195557,2.2374460697174072,0.006225575227290392,0.0003448154602665454,0.04277715086936951,,1319
,,,,,,,0.0005,1320
22,2.239234685897827,2.6207001209259033,2.23270320892334,0.006313661579042673,0.00021770551393274218,0.042748384177684784,,1379
,,,,,,,0.0005,1380
23,2.2450196743011475,2.6171016693115234,2.238962411880493,0.005850611254572868,0.0002061551349470392,0.042794369161129,,1439
,,,,,,,0.0005,1440
24,2.242142915725708,2.612426996231079,2.2362594604492188,0.005705177318304777,0.00017814467719290406,0.04279281571507454,,1499
,,,,,,,0.0005,1500
25,2.2447779178619385,2.6145668029785156,2.238903045654297,0.005664173047989607,0.00021076647681184113,0.04284331947565079,,1559
,,,,,,,0.0005,1560
26,2.244903087615967,2.611323595046997,2.2390894889831543,0.005576152354478836,0.00023671372036915272,0.0428289994597435,,1619
,,,,,,,0.0005,1620
27,2.236280679702759,2.612898826599121,2.2304604053497314,0.005614829249680042,0.00020504916028585285,0.04276980087161064,,1679
,,,,,,,0.0005,1680
28,2.241267442703247,2.6109588146209717,2.235365629196167,0.005619992036372423,0.00028138241032138467,0.04282582551240921,,1739
,,,,,,,0.0005,1740
29,2.2441368103027344,2.610323190689087,2.2381463050842285,0.005595055408775806,0.0003948417434003204,0.04286554455757141,,1799
,,,,,,,0.0005,1800
30,2.2360494136810303,2.615006923675537,2.2297556400299072,0.005852882284671068,0.00044178322423249483,0.042821213603019714,,1859
,,,,,,,0.0005,1860
31,2.2359883785247803,2.6259548664093018,2.2295432090759277,0.005925501696765423,0.0005200855084694922,0.04283136501908302,,1919
,,,,,,,0.0005,1920
32,2.231290578842163,2.6199727058410645,2.225130796432495,0.005821481812745333,0.000338670244673267,0.0427401140332222,,1979
,,,,,,,0.0005,1980
33,2.227263927459717,2.6207759380340576,2.2213807106018066,0.005435695871710777,0.0004473770968616009,0.042603399604558945,,2039
,,,,,,,0.0005,2040
34,2.767080307006836,2.610827684402466,2.7435202598571777,0.004825527314096689,0.018734846264123917,0.04229291155934334,,2099
,,,,,,,0.0005,2100
35,2.222893238067627,2.638411521911621,2.216975688934326,0.00560226384550333,0.0003151090058963746,0.04215618222951889,,2159
,,,,,,,0.0005,2160
36,2.2347209453582764,2.632524013519287,2.2289512157440186,0.005285987630486488,0.0004832945123780519,0.04237717017531395,,2219
,,,,,,,0.0005,2220
