epoch,internal/smma_improvement,loss,loss/data,loss/data/I,loss/ic,loss/ic/I0,loss/ic/S0,loss/res,loss/res/I,loss/res/S,loss/smma,lr,params/beta,step
,,,,,,,,,,,,0.0005,,10074
219,0.5334791541099548,0.0013317663688212633,0.0005580876604653895,0.0005580876604653895,2.9220377655292396e-06,1.1892984730366152e-06,1.732739065118949e-06,0.0007707566255703568,3.0039836929063313e-06,4.7035832722031046e-06,0.0035527392756193876,,0.5043986439704895,10119
,,,,,,,,,,,,0.0005,,10120
220,0.5317831039428711,0.0011979835107922554,0.0004966715932823718,0.0004966715932823718,2.3434802187694004e-06,1.2105344922019867e-06,1.1329457265674137e-06,0.0006989686517044902,2.4280927846120903e-06,4.561593868857017e-06,0.003505644155666232,,0.5041906237602234,10165
,,,,,,,,,,,,0.0005,,10166
221,0.5318440794944763,0.0009491280070506036,0.0005390699370764196,0.0005390699370764196,3.2301402370649157e-06,1.1697369473040453e-06,2.0604029487003572e-06,0.00040682771941646934,1.4960181715650833e-06,2.572259745647898e-06,0.0034545138478279114,,0.5068198442459106,10211
,,,,,,,,,,,,0.0005,,10212
222,0.5305630564689636,0.0010589627781882882,0.0006213134038262069,0.0006213134038262069,4.061513664055383e-06,1.1522623708515312e-06,2.909251634264365e-06,0.00043358764378353953,1.5497283811782836e-06,2.7861476610269165e-06,0.0034066028892993927,,0.50687575340271,10257
,,,,,,,,,,,,0.0005,,10258
223,0.5294427275657654,0.0009367253514938056,0.0005537937395274639,0.0005537937395274639,4.284672741050599e-06,1.1580215186768328e-06,3.1266515634342795e-06,0.00037864671321585774,1.2025341220578412e-06,2.58393379226618e-06,0.003357205307111144,,0.5070475935935974,10303
,,,,,,,,,,,,0.0005,,10304
224,0.5285633206367493,0.0008670102106407285,0.0004978777142241597,0.0004978777142241597,2.023707565967925e-06,1.1619738415902248e-06,8.617337243777001e-07,0.00036710890708491206,1.339018922408286e-06,2.332070607735659e-06,0.0033074014354497194,,0.5067535042762756,10349
,,,,,,,,,,,,0.0005,,10350
225,0.5278410911560059,0.0007245388114824891,0.0004411142726894468,0.0004411142726894468,2.2264098333835136e-06,1.1482809441076824e-06,1.0781292303363443e-06,0.0002811980084516108,1.0638951835062471e-06,1.748084741848288e-06,0.00325574423186481,,0.5084598064422607,10395
,,,,,,,,,,,,0.0005,,10396
226,0.5280848145484924,0.0005708229728043079,0.0003699936787597835,0.0003699936787597835,5.346128091332503e-06,1.1371975006113644e-06,4.208931386529002e-06,0.00019548308046068996,7.653072771063307e-07,1.189523572975304e-06,0.003202045802026987,,0.5099359154701233,10441
,,,,,,,,,,,,0.0005,,10442
227,0.527746319770813,0.0007474958547390997,0.00033239644835703075,0.00033239644835703075,0.0001483427913626656,1.1343914820827194e-06,0.00014720841136295348,0.0002667566295713186,1.0756665460576187e-06,1.5918996041364153e-06,0.0031529548577964306,,0.5116856098175049,10487
,,,,,,,,,,,,0.0005,,10488
228,0.526005744934082,0.0012205119710415602,0.0004361206665635109,0.0004361206665635109,3.153508941977634e-06,1.0778205705719301e-06,2.0756885987793794e-06,0.0007812376716174185,3.1476415642828215e-06,4.664736479753628e-06,0.003114305902272463,,0.5142399668693542,10533
,,,,,,,,,,,,0.0005,,10534
229,0.5238240957260132,0.0012902271701022983,0.0005510257906280458,0.0005510257906280458,1.1772652214858681e-05,1.050243895406311e-06,1.0722407751018181e-05,0.0007274285890161991,2.437748662487138e-06,4.836538664676482e-06,0.003077824367210269,,0.5146865248680115,10579
,,,,,,,,,,,,0.0005,,10580
230,0.5208199620246887,0.0015377419767901301,0.0010806787759065628,0.0010806787759065628,9.241785846825223e-06,1.0740756124505424e-06,8.167709893314168e-06,0.0004478216578718275,1.7925700603882433e-06,2.68564690486528e-06,0.0030470227357000113,,0.5148868560791016,10625
,,,,,,,,,,,,0.0005,,10626
231,0.5181730389595032,0.001284281606785953,0.0006161470082588494,0.0006161470082588494,6.479024705186021e-06,1.0335257911719964e-06,5.445498572953511e-06,0.0006616555619984865,2.4247676719824085e-06,4.191788320895284e-06,0.003011767752468586,,0.5161712765693665,10671
,,,,,,,,,,,,0.0005,,10672
232,0.5153653621673584,0.0012911944650113583,0.0006005806499160826,0.0006005806499160826,2.4329130610567518e-05,1.0360349733673502e-06,2.3293094272958115e-05,0.0006662845844402909,2.3135457922762726e-06,4.3493009798112325e-06,0.0029773563146591187,,0.5156848430633545,10717
,,,,,,,,,,,,0.0005,,10718
233,0.5141263008117676,0.0009525419445708394,0.0005881369579583406,0.0005881369579583406,0.00010112950258189812,1.0352724757467513e-06,0.00010009423567680642,0.0002632755786180496,9.256092425857787e-07,1.7071464526452473e-06,0.002936860080808401,,0.5160995125770569,10763
,,,,,,,,,,,,0.0005,,10764
234,0.5134140849113464,0.0008215038105845451,0.0004398991877678782,0.0004398991877678782,0.00010765869956230745,1.035606260302302e-06,0.0001066231052391231,0.0002739459159784019,1.0573237432254246e-06,1.6821358030938427e-06,0.0028945528902113438,,0.5158021450042725,10809
,,,,,,,,,,,,0.0005,,10810
235,0.512789785861969,0.0006836859392933547,0.0002850089513231069,0.0002850089513231069,6.903435860294849e-05,1.0427511369925924e-06,6.799160473747179e-05,0.0003296424984000623,1.2404406106725219e-06,2.055984396065469e-06,0.00285033555701375,,0.5158868432044983,10855
,,,,,,,,,,,,0.0005,,10856
236,0.5124569535255432,0.0006599000189453363,0.0003079123271163553,0.0003079123271163553,2.136534203600604e-05,1.0161520549445413e-06,2.0349187252577394e-05,0.0003306223952677101,1.2492948826547945e-06,2.0569286789395846e-06,0.002806526841595769,,0.5170078277587891,10901
,,,,,,,,,,,,0.0005,,10902
237,0.511900007724762,0.0006515872082673013,0.0003093627165071666,0.0003093627165071666,2.664249223016668e-05,1.005299054668285e-06,2.5637196813477203e-05,0.00031558197224512696,1.1902383221240598e-06,1.965581304830266e-06,0.0027634280268102884,,0.5177759528160095,10947
,,,,,,,,,,,,0.0005,,10948
238,0.5115185976028442,0.0005792187876068056,0.0002772095613181591,0.0002772095613181591,4.549281584331766e-05,9.922342769641546e-07,4.450058622751385e-05,0.00025651647592894733,9.596582231097273e-07,1.6055059859354515e-06,0.002719743875786662,,0.5185279846191406,10993
,,,,,,,,,,,,0.0005,,10994
239,0.5105193853378296,0.0007672186475247145,0.00033698492916300893,0.00033698492916300893,5.251383117865771e-05,9.63462412073568e-07,5.1550377975218e-05,0.00037771998904645443,1.4253018889576197e-06,2.351897592234309e-06,0.002680693520233035,,0.5195078253746033,11039
,,,,,,,,,,,,0.0005,,11040
240,0.5066922307014465,0.0016871123807504773,0.0004890840500593185,0.0004890840500593185,0.00010498308984097093,9.486172416472982e-07,0.00010403447959106416,0.0010930452262982726,4.071910097991349e-06,6.858541382825933e-06,0.0026608218904584646,,0.5198606848716736,11085
,,,,,,,,,,,,0.0005,,11086
241,0.5051804780960083,0.000921671511605382,0.00045647984370589256,0.00045647984370589256,4.461217031348497e-05,9.403639182892221e-07,4.367180008557625e-05,0.0004205794248264283,1.4476797787210671e-06,2.758114533207845e-06,0.0026260388549417257,,0.5180332064628601,11131
,,,,,,,,,,,,0.0005,,11132
242,0.504377007484436,0.000808932411018759,0.0004338756261859089,0.0004338756261859089,2.3562840851809597e-06,9.512758651908371e-07,1.4050083336769603e-06,0.00037270059692673385,1.394218998029828e-06,2.3327863800659543e-06,0.0025896967854350805,,0.5166410207748413,11177
,,,,,,,,,,,,0.0005,,11178
243,0.5039873719215393,0.0007812159019522369,0.0004940210492350161,0.0004940210492350161,3.5698735700862017e-06,9.129273621510947e-07,2.656947799550835e-06,0.00028362488956190646,9.971058716473635e-07,1.8391430103292805e-06,0.002553527010604739,,0.5195252895355225,11223
,,,,,,,,,,,,0.0005,,11224
244,0.5034744143486023,0.0008167105261236429,0.0004549852747004479,0.0004549852747004479,1.8950788671645569e-06,9.092253208109469e-07,9.858536031970289e-07,0.0003598302137106657,1.3242986369732535e-06,2.2740039185009664e-06,0.0025187907740473747,,0.5202842354774475,11269
,,,,,,,,,,,,0.0005,,11270
245,0.5014178156852722,0.0010760785080492496,0.00044991099275648594,0.00044991099275648594,3.024866373380064e-06,9.082240808311326e-07,2.116642463079188e-06,0.0006231424631550908,2.126017307091388e-06,4.105406333110295e-06,0.002489936538040638,,0.5202726125717163,11315
,,,,,,,,,,,,0.0005,,11316
246,0.5001354217529297,0.0008301339112222195,0.00039301227661781013,0.00039301227661781013,2.0938496163580567e-06,9.054721772372432e-07,1.188377268590557e-06,0.00043502802145667374,1.6459893004139303e-06,2.7042908641305985e-06,0.002456740476191044,,0.5199344754219055,11361
,,,,,,,,,,,,0.0005,,11362
247,0.4970218241214752,0.0012793123023584485,0.0005524804000742733,0.0005524804000742733,5.403451723395847e-06,8.980733241514827e-07,4.505378001340432e-06,0.0007214283687062562,2.700136519706575e-06,4.514146894507576e-06,0.0024331919848918915,,0.5215727686882019,11407
,,,,,,,,,,,,0.0005,,11408
248,0.49253594875335693,0.00149710348341614,0.0005477815866470337,0.0005477815866470337,8.991777576738968e-05,8.728573561711528e-07,8.904491551220417e-05,0.0008594040991738439,3.2504110549780307e-06,5.3436292546393815e-06,0.002414470072835684,,0.5214758515357971,11453
,,,,,,,,,,,,0.0005,,11454
249,0.4901418387889862,0.0010885188821703196,0.0004947417764924467,0.0004947417764924467,0.0001555757480673492,8.670642728247913e-07,0.00015470871585421264,0.00043820164864882827,1.4006946003064513e-06,2.9813220407959307e-06,0.0023879511281847954,,0.5194181203842163,11499
,,,,,,,,,,,,0.0005,,11500
250,0.48792949318885803,0.0009091742103919387,0.000502798066008836,0.000502798066008836,2.8102083433623193e-06,8.732503715691564e-07,1.936957914949744e-06,0.00040356567478738725,1.4882122059134417e-06,2.547444410083699e-06,0.002358375582844019,,0.5180249214172363,11545
,,,,,,,,,,,,0.0005,,11546
251,0.48635807633399963,0.0007684644660912454,0.0003408040793146938,0.0003408040793146938,5.082905772724189e-06,8.538664246771077e-07,4.229038950143149e-06,0.0004225773154757917,1.5448608792212326e-06,2.6809127575688763e-06,0.0023265774361789227,,0.5182244777679443,11591
,,,,,,,,,,,,0.0005,,11592
252,0.4817447364330292,0.0015653125010430813,0.00042038923129439354,0.00042038923129439354,0.00017939771350938827,8.507212783115392e-07,0.00017854700854513794,0.000965525396168232,3.5769480746239424e-06,6.078305887058377e-06,0.002311351941898465,,0.5172632932662964,11637
,,,,,,,,,,,,0.0005,,11638
253,0.4802708029747009,0.0012749996967613697,0.00041978966328315437,0.00041978966328315437,9.351489279652014e-05,8.731500429348671e-07,9.26417633309029e-05,0.0007616954389959574,2.534100076445611e-06,5.082853476778837e-06,0.0022906248923391104,,0.5146230459213257,11683
,,,,,,,,,,,,0.0005,,11684
254,0.4768989086151123,0.0015019504353404045,0.000503756629768759,0.000503756629768759,2.4895412934711203e-05,8.668168334224902e-07,2.402859172434546e-05,0.0009732984472066164,3.742312856047647e-06,5.99067334405845e-06,0.0022748515475541353,,0.5133809447288513,11729
,,,,,,,,,,,,0.0005,,11730
255,0.4758780300617218,0.0008033393532969058,0.00040327332681044936,0.00040327332681044936,1.9424121546762763e-06,8.572520755478763e-07,1.0851601928152377e-06,0.00039812360773794353,1.5567819673378835e-06,2.424454578431323e-06,0.002245421288534999,,0.51345294713974,11775
,,,,,,,,,,,,0.0005,,11776
256,0.47404634952545166,0.0009521450265310705,0.00042284917435608804,0.00042284917435608804,2.674298593774438e-05,8.288650406029774e-07,2.5914121579262428e-05,0.0005025528371334076,1.6803545577204204e-06,3.3451735816925066e-06,0.002219555666670203,,0.5163489580154419,11821
,,,,,,,,,,,,0.0005,,11822
257,0.4714583456516266,0.0010427979286760092,0.00042137972195632756,0.00042137972195632756,0.0002265571238240227,8.31166005355044e-07,0.00022572594753000885,0.0003948611265514046,1.3636356470669853e-06,2.5849760731944116e-06,0.0021960206795483828,,0.5163528323173523,11867
,,,,,,,,,,,,0.0005,,11868
258,0.47127765417099,0.0007875365554355085,0.0003762290580198169,0.0003762290580198169,1.2977318874618504e-05,8.220137033276842e-07,1.2155304830230307e-05,0.0003983301867265254,1.5113132576516364e-06,2.471988636898459e-06,0.0021678509656339884,,0.5156258940696716,11913
,,,,,,,,,,,,0.0005,,11914
259,0.4694276750087738,0.0011636270210146904,0.000381226884201169,0.000381226884201169,6.424670573323965e-06,7.956991225910315e-07,5.628970939142164e-06,0.0007759754080325365,2.8435958938644035e-06,4.9161576498590875e-06,0.0021477662958204746,,0.5162898898124695,11959
,,,,,,,,,,,,0.0005,,11960
260,0.46764665842056274,0.0011129418853670359,0.0004600122047122568,0.0004600122047122568,1.6766448425187264e-06,8.06751756954327e-07,8.698933697814937e-07,0.0006512529216706753,2.217160272266483e-06,4.295368398743449e-06,0.002127069979906082,,0.515211820602417,12005
,,,,,,,,,,,,0.0005,,12006
261,0.46463850140571594,0.0011901488760486245,0.0005788093549199402,0.0005788093549199402,1.7528909665998071e-06,8.275162599602481e-07,9.253748771698156e-07,0.0006095866556279361,2.131371502400725e-06,3.964493771491107e-06,0.002108331536874175,,0.5162534713745117,12051
,,,,,,,,,,,,0.0005,,12052
262,0.46251368522644043,0.0009489175281487405,0.000495696091093123,0.000495696091093123,3.1800616397958947e-06,8.202015351344016e-07,2.3598595362273045e-06,0.00045004140702076256,1.626292373657634e-06,2.874121037166333e-06,0.0020851432345807552,,0.5159648060798645,12097
,,,,,,,,,,,,0.0005,,12098
263,0.45927250385284424,0.001239574747160077,0.0004379809834063053,0.0004379809834063053,0.00018980572349391878,7.970765523168666e-07,0.0001890087005449459,0.0006117880693636835,2.226227934443159e-06,3.891654159815516e-06,0.0020682318136096,,0.518898069858551,12143
,,,,,,,,,,,,0.0005,,12144
264,0.45705360174179077,0.0010088818380609155,0.0004237206594552845,0.0004237206594552845,0.0003785194712691009,8.006771849977667e-07,0.00037771876668557525,0.00020664179464802146,7.77707271026884e-07,1.2887098819192033e-06,0.002047044923529029,,0.5192846655845642,12189
,,,,,,,,,,,,0.0005,,12190
265,0.4500980079174042,0.0018031116342172027,0.00030485456227324903,0.00030485456227324903,0.0011358062038198113,8.027581657188421e-07,0.0011350035201758146,0.00036245104274712503,1.068673668669362e-06,2.555836317696958e-06,0.0020421661902219057,,0.51972895860672,12235
,,,,,,,,,,,,0.0005,,12236
266,0.44703802466392517,0.0009778364328667521,0.0003078675945289433,0.0003078675945289433,0.00028055504662916064,7.925478939796449e-07,0.0002797624620143324,0.0003894134715665132,1.470944880566094e-06,2.4231906081695342e-06,0.0020208796486258507,,0.5200652480125427,12281
,,,,,,,,,,,,0.0005,,12282
267,0.4456107020378113,0.0007133473409339786,0.000280664098681882,0.000280664098681882,1.8421933418721892e-06,7.97441487065953e-07,1.0447514569023042e-06,0.00043084114440716803,1.5926441392366542e-06,2.7157670956512447e-06,0.0019947290420532227,,0.5194581151008606,12327
,,,,,,,,,,,,0.0005,,12328
268,0.44587957859039307,0.000690550310537219,0.00032515759812667966,0.00032515759812667966,9.405287073604995e-07,7.713755394433974e-07,1.691531679171021e-07,0.00036445201840251684,1.428721930096799e-06,2.2157985313242534e-06,0.0019686452578753233,,0.5203894972801208,12373
,,,,,,,,,,,,0.0005,,12374
269,0.4459076225757599,0.0006589133990928531,0.00032555178040638566,0.00032555178040638566,1.4221209312381689e-06,8.013279284568853e-07,6.207931733115402e-07,0.0003319394891150296,1.3782736232315074e-06,1.9411211269471096e-06,0.0019424507627263665,,0.5206103920936584,12419
,,,,,,,,,,,,0.0005,,12420
270,0.4414568543434143,0.0012946692295372486,0.0003953662817366421,0.0003953662817366421,4.76873583465931e-06,7.569462354695133e-07,4.011789769720053e-06,0.0008945338777266443,3.2016230306908255e-06,5.743715519201942e-06,0.0019294951343908906,,0.5239692330360413,12465
,,,,,,,,,,,,0.0005,,12466
271,0.4390372335910797,0.0010036065941676497,0.000490423699375242,0.000490423699375242,1.1422351917644846e-06,7.118190978872008e-07,4.3041598019044613e-07,0.0005120409186929464,1.8828809515980538e-06,3.2375287446484435e-06,0.0019109772983938456,,0.5245100259780884,12511
,,,,,,,,,,,,0.0005,,12512
272,0.43854907155036926,0.0006074124248698354,0.0002743883815128356,0.0002743883815128356,1.1222426792301121e-06,7.384247737718397e-07,3.8381801914511016e-07,0.00033190197427757084,1.3054301462034346e-06,2.01358898266335e-06,0.0018849060870707035,,0.5232502818107605,12557
,,,,,,,,,,,,0.0005,,12558
273,0.4381934404373169,0.0005455955979414284,0.00024831120390444994,0.00024831120390444994,1.0119979378941935e-06,7.55042890432378e-07,2.5695507588352484e-07,0.0002962723665405065,1.120037836699339e-06,1.842685492192686e-06,0.0018581198528409004,,0.5230581164360046,12603
,,,,,,,,,,,,0.0005,,12604
274,0.4374154508113861,0.0005336948088370264,0.00026000235811807215,0.00026000235811807215,1.5209976709229522e-06,7.46947137031384e-07,7.740503065178927e-07,0.00027217151364311576,1.0351860737500829e-06,1.6865292309375945e-06,0.0018316312925890088,,0.5251293778419495,12649
,,,,,,,,,,,,0.0005,,12650
275,0.43610522150993347,0.0005309113766998053,0.00030536207486875355,0.00030536207486875355,2.280082753713941e-06,7.255129617078637e-07,1.5545693941021455e-06,0.0002232692058896646,8.716261277186277e-07,1.3610660971608013e-06,0.0018056168919429183,,0.5272870659828186,12695
,,,,,,,,,,,,0.0005,,12696
276,0.4355795681476593,0.0005043739220127463,0.00029511426691897213,0.00029511426691897213,4.291509412723826e-06,7.188123163359705e-07,3.5726980058825575e-06,0.000204968178877607,7.731813411737676e-07,1.276500597668928e-06,0.0017795920139178634,,0.5299492478370667,12741
,,,,,,,,,,,,0.0005,,12742
277,0.4343964457511902,0.0008731147390790284,0.0003379820263944566,0.0003379820263944566,9.394211519975215e-05,6.988558425291558e-07,9.324327402282506e-05,0.00044119058293290436,1.644112899157335e-06,2.7677917842083843e-06,0.001761462539434433,,0.5309494137763977,12787
,,,,,,,,,,,,0.0005,,12788
278,0.43534648418426514,0.0005835512420162559,0.00033307878766208887,0.00033307878766208887,1.3690124433196615e-05,6.978286251069221e-07,1.2992292795388494e-05,0.00023678246361669153,9.64828814176144e-07,1.4029953945282614e-06,0.0017379042692482471,,0.5316422581672668,12833
,,,,,,,,,,,,0.0005,,12834
279,0.4373570382595062,0.0005619816365651786,0.00032997276866808534,0.00032997276866808534,1.1824508874269668e-06,6.842137736384757e-07,4.982374548490043e-07,0.0002308263792656362,1.053844925991143e-06,1.2544187484309077e-06,0.0017143858131021261,,0.5329172611236572,12879
,,,,,,,,,,,,0.0005,,12880
280,0.439553439617157,0.0003918391594197601,0.000205416334210895,0.000205416334210895,9.013195381157857e-07,6.907358738317271e-07,2.105835648080756e-07,0.00018552150868345052,7.947222684379085e-07,1.0604925364532392e-06,0.0016879348549991846,,0.5336821675300598,12925
,,,,,,,,,,,,0.0005,,12926
281,0.43972015380859375,0.0006988270324654877,0.0003305317659396678,0.0003305317659396678,1.1103753649877035e-06,6.80164532695926e-07,4.302108607134869e-07,0.00036718492629006505,1.6202351389438263e-06,2.05161427402345e-06,0.001668152748607099,,0.5347744226455688,12971
,,,,,,,,,,,,0.0005,,12972
282,0.4363113343715668,0.0010342507157474756,0.0003400246787350625,0.0003400246787350625,1.1955605714319972e-06,7.04723788658157e-07,4.908366690870025e-07,0.000693030480761081,2.6155826162721496e-06,4.3147233554918785e-06,0.0016554746543988585,,0.5355007648468018,13017
,,,,,,,,,,,,0.0005,,13018
283,0.43436163663864136,0.0007452477002516389,0.0003122800262644887,0.0003122800262644887,2.2949102458369453e-06,6.924749413883546e-07,1.6024354181354283e-06,0.00043067269143648446,1.5896008562776842e-06,2.7171263354830444e-06,0.0016372702084481716,,0.5365563631057739,13063
,,,,,,,,,,,,0.0005,,13064
284,0.43162140250205994,0.0007772523094899952,0.00022188801085576415,0.00022188801085576415,5.831012913404265e-06,6.598527875212312e-07,5.171159500605427e-06,0.0005495332879945636,1.9577296370698605e-06,3.537604015946272e-06,0.001620069844648242,,0.5382394790649414,13109
,,,,,,,,,,,,0.0005,,13110
285,0.43062257766723633,0.0005152343073859811,0.00021493226813618094,0.00021493226813618094,1.1059866665164009e-05,6.587525263057614e-07,1.0401115105196368e-05,0.00028924213256686926,1.1940064723603427e-06,1.6984150761345518e-06,0.0015979730524122715,,0.5381152033805847,13155
,,,,,,,,,,,,0.0005,,13156
286,0.42788442969322205,0.0007493291050195694,0.0002643615298438817,0.0002643615298438817,5.900477844988927e-06,6.328771178232273e-07,5.267601409286726e-06,0.00047906709369271994,1.7942888916877564e-06,2.996382590936264e-06,0.0015810001641511917,,0.5391572117805481,13201
,,,,,,,,,,,,0.0005,,13202
287,0.42663660645484924,0.0005010708700865507,0.0002824643743224442,0.0002824643743224442,8.9166405814467e-06,6.348675469780574e-07,8.281771442852914e-06,0.00020968991157133132,8.108610813906125e-07,1.2860377864853945e-06,0.0015594016294926405,,0.5394031405448914,13247
,,,,,,,,,,,,0.0005,,13248
288,0.42343422770500183,0.0008691241382621229,0.00023116629745345563,0.00023116629745345563,0.00020468808361329138,6.313692892945255e-07,0.00020405669056344777,0.0004332696262281388,1.7726739542922587e-06,2.560022949182894e-06,0.0015455960528925061,,0.5390802025794983,13293
,,,,,,,,,,,,0.0005,,13294
289,0.4238196313381195,0.0009214574238285422,0.00027755042538046837,0.00027755042538046837,3.817315155174583e-05,6.32633827990503e-07,3.754053250304423e-05,0.000605733715929091,2.0113052414671984e-06,4.046030880999751e-06,0.0015331133035942912,,0.5384047627449036,13339
,,,,,,,,,,,,0.0005,,13340
290,0.42226943373680115,0.0007345937774516642,0.0002765627286862582,0.0002765627286862582,2.4953560568974353e-06,6.352699983835919e-07,1.860086285887519e-06,0.0004555357154458761,1.6358543462047237e-06,2.9195030037953984e-06,0.0015171428676694632,,0.5364505052566528,13385
,,,,,,,,,,,,0.0005,,13386
291,0.42055636644363403,0.0006891602533869445,0.0003424548194743693,0.0003424548194743693,3.1132506137510063e-06,6.251085551411961e-07,2.4881423996703234e-06,0.000343592168064788,1.2380191947158892e-06,2.197903086198494e-06,0.001500583253800869,,0.5370270013809204,13431
,,,,,,,,,,,,0.0005,,13432
292,0.4192144572734833,0.0006239984650164843,0.000212456812732853,0.000212456812732853,8.366887414013036e-06,6.148227953417518e-07,7.752064448141027e-06,0.0004031746939290315,1.573768372509221e-06,2.4579785531386733e-06,0.00148305157199502,,0.5366801023483276,13477
,,,,,,,,,,,,0.0005,,13478
293,0.4186613857746124,0.0005439895903691649,0.00021638389443978667,0.00021638389443978667,3.4778440749505535e-06,6.03471335125505e-07,2.874372512451373e-06,0.00032412796281278133,1.2276375400688266e-06,2.0136419607297285e-06,0.0014642702881246805,,0.5365684628486633,13523
,,,,,,,,,,,,0.0005,,13524
294,0.4188774824142456,0.0005986635223962367,0.00026393294683657587,0.00026393294683657587,1.8368886230746284e-05,6.153143203846412e-07,1.7753565771272406e-05,0.0003163616929668933,1.2069381227775011e-06,1.9566789433156373e-06,0.001446958165615797,,0.53694087266922,13569
,,,,,,,,,,,,0.0005,,13570
295,0.41897913813591003,0.00046992028364911675,0.00015907426131889224,0.00015907426131889224,1.1137673027405981e-05,6.32495414265577e-07,1.0505176760489121e-05,0.0002997084229718894,1.1531533345987555e-06,1.8439304767525755e-06,0.0014274173881858587,,0.5365403890609741,13615
,,,,,,,,,,,,0.0005,,13616
296,0.4172068238258362,0.0009589268011040986,0.00026241381419822574,0.00026241381419822574,3.404980816412717e-05,6.347797238959174e-07,3.3415031793992966e-05,0.000662463135086,2.378656745349872e-06,4.245974650984863e-06,0.001418047584593296,,0.5386848449707031,13661
,,,,,,,,,,,,0.0005,,13662
297,0.41801518201828003,0.0007749121868982911,0.00016542771481908858,0.00016542771481908858,2.5684110369184054e-05,6.350111902975186e-07,2.5049099349416792e-05,0.0005838003125973046,2.173542725358857e-06,3.66446033694956e-06,0.0014051849720999599,,0.5395402312278748,13707
,,,,,,,,,,,,0.0005,,13708
298,0.4179101884365082,0.0006460389122366905,0.00013461867638397962,0.00013461867638397962,3.5847133403876796e-05,5.943188625678886e-07,3.5252818634035066e-05,0.00047557303332723677,1.8254871747558354e-06,2.9302439088496612e-06,0.0013900019694119692,,0.5410524010658264,13753
,,,,,,,,,,,,0.0005,,13754
299,0.414065420627594,0.000982591649517417,0.00029329091194085777,0.00029329091194085777,0.0002653805131558329,5.816328325636277e-07,0.00026479887310415506,0.0004239203408360481,1.5610041828040266e-06,2.6781990527524613e-06,0.0013818538282066584,,0.5410555601119995,13799
,,,,,,,,,,,,0.0005,,13800
300,0.4114891290664673,0.0007499662460759282,0.0002755366440396756,0.0002755366440396756,8.809378778096288e-05,5.687291491085489e-07,8.752506983000785e-05,0.00038633591611869633,1.419985437678406e-06,2.443373659843928e-06,0.00136921601369977,,0.5409693717956543,13845
,,,,,,,,,,,,0.0005,,13846
301,0.410518079996109,0.00103342707734555,0.0003324895224068314,0.0003324895224068314,6.627816037507728e-05,5.671819849339954e-07,6.5710955823306e-05,0.0006346593727357686,2.211184437328484e-06,4.135409653827082e-06,0.0013625002466142178,,0.5407605171203613,13891
,,,,,,,,,,,,0.0005,,13892
302,0.4135638475418091,0.00040275207720696926,0.00018929703219328076,0.00018929703219328076,9.167662938125432e-06,5.837957246512815e-07,8.583871021983214e-06,0.0002042873384198174,7.590988957417721e-07,1.2837745089200325e-06,0.0013433053391054273,,0.5392062664031982,13937
,,,,,,,,,,,,0.0005,,13938
303,0.41740015149116516,0.0004444485530257225,0.00024230415874626487,0.00024230415874626487,5.344703822629526e-06,5.779636467195814e-07,4.766739948536269e-06,0.00019679960678331554,8.073183153101127e-07,1.1606778116401983e-06,0.0013253281358629465,,0.5411972999572754,13983
,,,,,,,,,,,,0.0005,,13984
304,0.41894322633743286,0.0002947800967376679,0.00014561582065653056,0.00014561582065653056,1.2780966471837019e-06,5.707238415197935e-07,7.073728056639084e-07,0.00014788619591854513,6.278042974372511e-07,8.510577345077763e-07,0.0013047171523794532,,0.5428825616836548,14029
,,,,,,,,,,,,0.0005,,14030
305,0.42037636041641235,0.00039420503890141845,0.0001827520172810182,0.0001827520172810182,1.7885209899759502e-06,5.592478373728227e-07,1.229272925229452e-06,0.00020966453303117305,8.669714475217916e-07,1.2296742397666094e-06,0.0012865070020779967,,0.5454510450363159,14075
,,,,,,,,,,,,0.0005,,14076
306,0.42121443152427673,0.0005124103045091033,0.00012669482384808362,0.00012669482384808362,1.1788717529270798e-05,5.563827585319814e-07,1.1232337783440016e-05,0.00037392679951153696,1.2649983318624436e-06,2.4742696496105054e-06,0.0012710250448435545,,0.5458917021751404,14121
,,,,,,,,,,,,0.0005,,14122
307,0.42005202174186707,0.0005818112404085696,0.000182770992978476,0.000182770992978476,1.0648522220435552e-05,5.384154064813629e-07,1.0110108632943593e-05,0.0003883917524944991,1.5830927395654726e-06,2.3008246898825746e-06,0.0012572407722473145,,0.5463403463363647,14167
,,,,,,,,,,,,0.0005,,14168
308,0.42383041977882385,0.0002690879628062248,0.00012654279998969287,0.00012654279998969287,1.9392189187783515e-06,5.48208731743216e-07,1.3910103007219732e-06,0.00014060596004128456,5.930668294240604e-07,8.129924253807985e-07,0.0012374776415526867,,0.5471979379653931,14213
,,,,,,,,,,,,0.0005,,14214
309,0.4262049198150635,0.000388706277590245,0.00018525040650274605,0.00018525040650274605,2.4212511107180035e-06,5.351292315936007e-07,1.886121822280984e-06,0.00020103459246456623,8.038102805585368e-07,1.2065357850588043e-06,0.0012205023085698485,,0.5493783354759216,14259
,,,,,,,,,,,,0.0005,,14260
310,0.42685452103614807,0.0006144208600744605,0.00024446670431643724,0.00024446670431643724,2.3705272269580746e-06,5.264208766675438e-07,1.8441063502905308e-06,0.0003675836487673223,1.3119074537826236e-06,2.3639279334020102e-06,0.0012083806795999408,,0.5505520105361938,14305
,,,,,,,,,,,,0.0005,,14306
