epoch,loss,loss/data,loss/data/I,loss/ic,loss/ic/I0,loss/ic/S0,loss/res,loss/res/I,loss/res/S,loss/smma,lr,step
22,0.016826309263706207,0.016499390825629234,0.016499390825629234,0.00018801003170665354,0.00018801003170665354,0.00018801003170665354,0.0001389155222568661,0.0001389155222568661,0.0001389155222568661,,,1057
,,,,,,,,,,,0.0005,1058
23,0.01659531146287918,0.01623532548546791,0.01623532548546791,0.00014152872608974576,0.00014152872608974576,0.00014152872608974576,0.00021846071467734873,0.00021846071467734873,0.00021846071467734873,,,1103
,,,,,,,,,,,0.0005,1104
24,0.01637951470911503,0.015927614644169807,0.015927614644169807,0.0001474360324209556,0.0001474360324209556,0.0001474360324209556,0.00030445860465988517,0.00030445860465988517,0.00030445860465988517,,,1149
,,,,,,,,,,,0.0005,1150
25,0.01603141985833645,0.015500009059906006,0.015500009059906006,0.00014936197840142995,0.00014936197840142995,0.00014936197840142995,0.0003820503188762814,0.0003820503188762814,0.0003820503188762814,,,1195
,,,,,,,,,,,0.0005,1196
26,0.01577550172805786,0.015179850161075592,0.015179850161075592,0.00014276147703640163,0.00014276147703640163,0.00014276147703640163,0.00045289029367268085,0.00045289029367268085,0.00045289029367268085,,,1241
,,,,,,,,,,,0.0005,1242
27,0.015572711825370789,0.01492060162127018,0.01492060162127018,0.0001625732402317226,0.0001625732402317226,0.0001625732402317226,0.0004895324818789959,0.0004895324818789959,0.0004895324818789959,,,1287
,,,,,,,,,,,0.0005,1288
28,0.0150679312646389,0.01458171010017395,0.01458171010017395,0.00016169672016985714,0.00016169672016985714,0.00016169672016985714,0.0003245244733989239,0.0003245244733989239,0.0003245244733989239,,,1333
,,,,,,,,,,,0.0005,1334
29,0.013830019161105156,0.013332282193005085,0.013332282193005085,0.00011032119073206559,0.00011032119073206559,0.00011032119073206559,0.0003874125541187823,0.0003874125541187823,0.0003874125541187823,,,1379
,,,,,,,,,,,0.0005,1380
30,0.012829551473259926,0.012394474819302559,0.012394474819302559,6.739506352460012e-05,6.739506352460012e-05,6.739506352460012e-05,0.0003676816704683006,0.0003676816704683006,0.0003676816704683006,,,1425
,,,,,,,,,,,0.0005,1426
31,0.012172370217740536,0.011770700104534626,0.011770700104534626,5.436729406937957e-05,5.436729406937957e-05,5.436729406937957e-05,0.00034729752223938704,0.00034729752223938704,0.00034729752223938704,,,1471
,,,,,,,,,,,0.0005,1472
32,0.011526201851665974,0.01104640495032072,0.01104640495032072,7.647864549653605e-05,7.647864549653605e-05,7.647864549653605e-05,0.00040331631316803396,0.00040331631316803396,0.00040331631316803396,,,1517
,,,,,,,,,,,0.0005,1518
33,0.011035638861358166,0.010542165488004684,0.010542165488004684,4.432374407770112e-05,4.432374407770112e-05,4.432374407770112e-05,0.0004491497529670596,0.0004491497529670596,0.0004491497529670596,,,1563
,,,,,,,,,,,0.0005,1564
34,0.010700146667659283,0.010208852589130402,0.010208852589130402,3.9753609598847106e-05,3.9753609598847106e-05,3.9753609598847106e-05,0.00045153876999393106,0.00045153876999393106,0.00045153876999393106,,,1609
,,,,,,,,,,,0.0005,1610
35,0.010406384244561195,0.00992843508720398,0.00992843508720398,3.5502798709785566e-05,3.5502798709785566e-05,3.5502798709785566e-05,0.00044244402670301497,0.00044244402670301497,0.00044244402670301497,,,1655
,,,,,,,,,,,0.0005,1656
36,0.010135049000382423,0.009658461436629295,0.009658461436629295,3.381596252438612e-05,3.381596252438612e-05,3.381596252438612e-05,0.0004427707754075527,0.0004427707754075527,0.0004427707754075527,,,1701
,,,,,,,,,,,0.0005,1702
37,0.009896248579025269,0.009422184899449348,0.009422184899449348,3.14723038172815e-05,3.14723038172815e-05,3.14723038172815e-05,0.0004425898368936032,0.0004425898368936032,0.0004425898368936032,,,1747
,,,,,,,,,,,0.0005,1748
38,0.009689727798104286,0.009219463914632797,0.009219463914632797,2.9624674425576814e-05,2.9624674425576814e-05,2.9624674425576814e-05,0.0004406383668538183,0.0004406383668538183,0.0004406383668538183,,,1793
,,,,,,,,,,,0.0005,1794
39,0.009503769688308239,0.009039608761668205,0.009039608761668205,2.7800626412499696e-05,2.7800626412499696e-05,2.7800626412499696e-05,0.00043635995825752616,0.00043635995825752616,0.00043635995825752616,,,1839
,,,,,,,,,,,0.0005,1840
40,0.009335334412753582,0.008876229636371136,0.008876229636371136,2.634996963024605e-05,2.634996963024605e-05,2.634996963024605e-05,0.0004327544884290546,0.0004327544884290546,0.0004327544884290546,,,1885
,,,,,,,,,,,0.0005,1886
41,0.009180067107081413,0.008726698346436024,0.008726698346436024,2.4744616894167848e-05,2.4744616894167848e-05,2.4744616894167848e-05,0.00042862241389229894,0.00042862241389229894,0.00042862241389229894,,,1931
,,,,,,,,,,,0.0005,1932
42,0.009033646434545517,0.008585792966187,0.008585792966187,2.2679321773466654e-05,2.2679321773466654e-05,2.2679321773466654e-05,0.0004251731443218887,0.0004251731443218887,0.0004251731443218887,,,1977
,,,,,,,,,,,0.0005,1978
43,0.008890881203114986,0.008451060391962528,0.008451060391962528,1.959583278221544e-05,1.959583278221544e-05,1.959583278221544e-05,0.00042022671550512314,0.00042022671550512314,0.00042022671550512314,,,2023
,,,,,,,,,,,0.0005,2024
44,0.008749165572226048,0.00831753108650446,0.00831753108650446,1.9017670638277195e-05,1.9017670638277195e-05,1.9017670638277195e-05,0.0004126176063437015,0.0004126176063437015,0.0004126176063437015,,,2069
,,,,,,,,,,,0.0005,2070
45,0.008610300719738007,0.00818565208464861,0.00818565208464861,2.5850067686405964e-05,2.5850067686405964e-05,2.5850067686405964e-05,0.0003987987292930484,0.0003987987292930484,0.0003987987292930484,,,2115
,,,,,,,,,,,0.0005,2116
46,0.008460547775030136,0.008046996779739857,0.008046996779739857,2.5201847165590152e-05,2.5201847165590152e-05,2.5201847165590152e-05,0.0003883463214151561,0.0003883463214151561,0.0003883463214151561,,,2161
,,,,,,,,,,,0.0005,2162
47,0.00829828716814518,0.007899178192019463,0.007899178192019463,1.5529260053881444e-05,1.5529260053881444e-05,1.5529260053881444e-05,0.00038358208257704973,0.00038358208257704973,0.00038358208257704973,,,2207
,,,,,,,,,,,0.0005,2208
48,0.00813989993184805,0.0077326949685812,0.0077326949685812,1.9883607819792815e-05,1.9883607819792815e-05,1.9883607819792815e-05,0.00038732163375243545,0.00038732163375243545,0.00038732163375243545,,,2253
,,,,,,,,,,,0.0005,2254
49,0.007973125204443932,0.007559541612863541,0.007559541612863541,1.7847749404609203e-05,1.7847749404609203e-05,1.7847749404609203e-05,0.0003957409644499421,0.0003957409644499421,0.0003957409644499421,,,2299
,,,,,,,,,,,0.0005,2300
50,0.00782085582613945,0.007397249341011047,0.007397249341011047,1.7220014342456125e-05,1.7220014342456125e-05,1.7220014342456125e-05,0.00040638420614413917,0.00040638420614413917,0.00040638420614413917,,,2345
,,,,,,,,,,,0.0005,2346
51,0.007680123206228018,0.00725034112110734,0.00725034112110734,1.8982567780767567e-05,1.8982567780767567e-05,1.8982567780767567e-05,0.0004107998393010348,0.0004107998393010348,0.0004107998393010348,,,2391
,,,,,,,,,,,0.0005,2392
52,0.0075424485839903355,0.007115070708096027,0.007115070708096027,1.8093120161211118e-05,1.8093120161211118e-05,1.8093120161211118e-05,0.000409283529734239,0.000409283529734239,0.000409283529734239,0.051207419484853745,,2437
,,,,,,,,,,,0.0005,2438
53,0.00740542309358716,0.006984835024923086,0.006984835024923086,1.766488639987074e-05,1.766488639987074e-05,1.766488639987074e-05,0.0004029228293802589,0.0004029228293802589,0.0004029228293802589,0.05033138021826744,,2483
,,,,,,,,,,,0.0005,2484
54,0.00726792449131608,0.006856816820800304,0.006856816820800304,1.734367833705619e-05,1.734367833705619e-05,1.734367833705619e-05,0.00039376283530145884,0.00039376283530145884,0.00039376283530145884,0.04947011172771454,,2529
,,,,,,,,,,,0.0005,2530
55,0.0071364534087479115,0.006730702705681324,0.006730702705681324,1.920447357406374e-05,1.920447357406374e-05,1.920447357406374e-05,0.00038654639502055943,0.00038654639502055943,0.00038654639502055943,0.04862343892455101,,2575
,,,,,,,,,,,0.0005,2576
56,0.0070174699649214745,0.006608716212213039,0.006608716212213039,1.995009915845003e-05,1.995009915845003e-05,1.995009915845003e-05,0.00038880371721461415,0.00038880371721461415,0.00038880371721461415,0.047791317105293274,,2621
,,,,,,,,,,,0.0005,2622
57,0.006888833362609148,0.00648172153159976,0.00648172153159976,1.463917942601256e-05,1.463917942601256e-05,1.463917942601256e-05,0.00039247277891263366,0.00039247277891263366,0.00039247277891263366,0.04697326943278313,,2667
,,,,,,,,,,,0.0005,2668
58,0.006773372646421194,0.006358080543577671,0.006358080543577671,1.668292134127114e-05,1.668292134127114e-05,1.668292134127114e-05,0.0003986089723184705,0.0003986089723184705,0.0003986089723184705,0.04616926982998848,,2713
,,,,,,,,,,,0.0005,2714
59,0.006656076293438673,0.006242307834327221,0.006242307834327221,1.5360004908870906e-05,1.5360004908870906e-05,1.5360004908870906e-05,0.00039840806857682765,0.00039840806857682765,0.00039840806857682765,0.04537900537252426,,2759
,,,,,,,,,,,0.0005,2760
60,0.006544571369886398,0.006134368944913149,0.006134368944913149,1.467655511078192e-05,1.467655511078192e-05,1.467655511078192e-05,0.00039552446105517447,0.00039552446105517447,0.00039552446105517447,0.04460231959819794,,2805
,,,,,,,,,,,0.0005,2806
61,0.006437308620661497,0.006029102951288223,0.006029102951288223,1.780525599315297e-05,1.780525599315297e-05,1.780525599315297e-05,0.00039039974217303097,0.00039039974217303097,0.00039039974217303097,0.043839018791913986,,2851
,,,,,,,,,,,0.0005,2852
62,0.006336925085633993,0.005926124751567841,0.005926124751567841,3.56836972059682e-05,3.56836972059682e-05,3.56836972059682e-05,0.00037511507980525494,0.00037511507980525494,0.00037511507980525494,0.04308897629380226,,2897
,,,,,,,,,,,0.0005,2898
63,0.006220908369868994,0.0058274040929973125,0.0058274040929973125,3.0197465093806386e-05,3.0197465093806386e-05,3.0197465093806386e-05,0.0003633089072536677,0.0003633089072536677,0.0003633089072536677,0.0423516146838665,,2943
,,,,,,,,,,,0.0005,2944
64,0.006281558889895678,0.005720611661672592,0.005720611661672592,0.00018569856183603406,0.00018569856183603406,0.00018569856183603406,0.0003752494230866432,0.0003752494230866432,0.0003752494230866432,0.04163021221756935,,2989
,,,,,,,,,,,0.0005,2990
65,0.006404509302228689,0.005566764157265425,0.005566764157265425,0.00047216357779689133,0.00047216357779689133,0.00047216357779689133,0.0003655805776361376,0.0003655805776361376,0.0003655805776361376,0.04092570021748543,,3035
,,,,,,,,,,,0.0005,3036
66,0.0060403305105865,0.005666348617523909,0.005666348617523909,4.505420656641945e-05,4.505420656641945e-05,4.505420656641945e-05,0.00032892823219299316,0.00032892823219299316,0.00032892823219299316,0.040227990597486496,,3081
,,,,,,,,,,,0.0005,3082
67,0.005924197845160961,0.0055465130135416985,0.0055465130135416985,2.0303828932810575e-05,2.0303828932810575e-05,2.0303828932810575e-05,0.00035737897269427776,0.00035737897269427776,0.00035737897269427776,0.03954191505908966,,3127
,,,,,,,,,,,0.0005,3128
68,0.005820016376674175,0.0054505313746631145,0.0054505313746631145,7.70880069467239e-06,7.70880069467239e-06,7.70880069467239e-06,0.00036177615402266383,0.00036177615402266383,0.00036177615402266383,0.03886747732758522,,3173
,,,,,,,,,,,0.0005,3174
69,0.005725283641368151,0.005362080875784159,0.005362080875784159,1.4544153600581922e-05,1.4544153600581922e-05,1.4544153600581922e-05,0.00034865853376686573,0.00034865853376686573,0.00034865853376686573,0.038204632699489594,,3219
,,,,,,,,,,,0.0005,3220
70,0.0056410375982522964,0.005263164639472961,0.005263164639472961,1.994304511754308e-05,1.994304511754308e-05,1.994304511754308e-05,0.0003579303156584501,0.0003579303156584501,0.0003579303156584501,0.03755336254835129,,3265
,,,,,,,,,,,0.0005,3266
71,0.005538186524063349,0.005173167679458857,0.005173167679458857,1.1237549188081175e-05,1.1237549188081175e-05,1.1237549188081175e-05,0.00035378101165406406,0.00035378101165406406,0.00035378101165406406,0.036913059651851654,,3311
,,,,,,,,,,,0.0005,3312
72,0.005453423596918583,0.005088237579911947,0.005088237579911947,8.011805221030954e-06,8.011805221030954e-06,8.011805221030954e-06,0.0003571725683286786,0.0003571725683286786,0.0003571725683286786,0.036283865571022034,,3357
,,,,,,,,,,,0.0005,3358
73,0.005374580156058073,0.005013145972043276,0.005013145972043276,6.496514288301114e-06,6.496514288301114e-06,6.496514288301114e-06,0.0003549377724993974,0.0003549377724993974,0.0003549377724993974,0.03566567972302437,,3403
,,,,,,,,,,,0.0005,3404
74,0.005294479429721832,0.0049314177595078945,0.0049314177595078945,6.313495305221295e-06,6.313495305221295e-06,6.313495305221295e-06,0.00035674727405421436,0.00035674727405421436,0.00035674727405421436,0.03505825623869896,,3449
,,,,,,,,,,,0.0005,3450
75,0.005220336839556694,0.004855714738368988,0.004855714738368988,7.4731210588652175e-06,7.4731210588652175e-06,7.4731210588652175e-06,0.0003571490233298391,0.0003571490233298391,0.0003571490233298391,0.03446149826049805,,3495
,,,,,,,,,,,0.0005,3496
76,0.005140531342476606,0.004777290392667055,0.004777290392667055,7.0836199483892415e-06,7.0836199483892415e-06,7.0836199483892415e-06,0.00035615501110441983,0.00035615501110441983,0.00035615501110441983,0.033875077962875366,,3541
,,,,,,,,,,,0.0005,3542
77,0.005066073499619961,0.004701944068074226,0.004701944068074226,7.585576895507984e-06,7.585576895507984e-06,7.585576895507984e-06,0.0003565446240827441,0.0003565446240827441,0.0003565446240827441,0.03329889848828316,,3587
,,,,,,,,,,,0.0005,3588
78,0.0049954308196902275,0.004628716502338648,0.004628716502338648,9.035083166963886e-06,9.035083166963886e-06,9.035083166963886e-06,0.0003576782182790339,0.0003576782182790339,0.0003576782182790339,0.032732829451560974,,3633
,,,,,,,,,,,0.0005,3634
79,0.00493886973708868,0.004561679903417826,0.004561679903417826,1.8341575923841447e-05,1.8341575923841447e-05,1.8341575923841447e-05,0.0003588467661757022,0.0003588467661757022,0.0003588467661757022,0.032176949083805084,,3679
,,,,,,,,,,,0.0005,3680
80,0.004894943442195654,0.0044968524016439915,0.0044968524016439915,2.9121323677827604e-05,2.9121323677827604e-05,2.9121323677827604e-05,0.0003689719596877694,0.0003689719596877694,0.0003689719596877694,0.031631309539079666,,3725
,,,,,,,,,,,0.0005,3726
81,0.004816860891878605,0.004435101989656687,0.004435101989656687,2.337005025765393e-05,2.337005025765393e-05,2.337005025765393e-05,0.0003583902434911579,0.0003583902434911579,0.0003583902434911579,0.031095020473003387,,3771
,,,,,,,,,,,0.0005,3772
82,0.004749022424221039,0.004371195565909147,0.004371195565909147,2.4324661353603005e-05,2.4324661353603005e-05,2.4324661353603005e-05,0.0003535004798322916,0.0003535004798322916,0.0003535004798322916,0.03056810051202774,,3817
,,,,,,,,,,,0.0005,3818
83,0.004687449429184198,0.004300988744944334,0.004300988744944334,2.720819611568004e-05,2.720819611568004e-05,2.720819611568004e-05,0.00035925183328799903,0.00035925183328799903,0.00035925183328799903,0.0300504881888628,,3863
,,,,,,,,,,,0.0005,3864
84,0.00462466711178422,0.004227979574352503,0.004227979574352503,2.534398481657263e-05,2.534398481657263e-05,2.534398481657263e-05,0.0003713443293236196,0.0003713443293236196,0.0003713443293236196,0.029541971161961555,,3909
,,,,,,,,,,,0.0005,3910
85,0.004558924585580826,0.0041914950124919415,0.0041914950124919415,1.3480463167070411e-05,1.3480463167070411e-05,1.3480463167070411e-05,0.0003539476892910898,0.0003539476892910898,0.0003539476892910898,0.029042311012744904,,3955
,,,,,,,,,,,0.0005,3956
86,0.004535228945314884,0.0041262139566242695,0.0041262139566242695,3.702958929352462e-05,3.702958929352462e-05,3.702958929352462e-05,0.00037198542850092053,0.00037198542850092053,0.00037198542850092053,0.028552168980240822,,4001
,,,,,,,,,,,0.0005,4002
87,0.004427338484674692,0.004053102340549231,0.004053102340549231,1.2484643775678705e-05,1.2484643775678705e-05,1.2484643775678705e-05,0.0003617520851548761,0.0003617520851548761,0.0003617520851548761,0.028069673106074333,,4047
,,,,,,,,,,,0.0005,4048
88,0.004384225700050592,0.004029830917716026,0.004029830917716026,9.004073035612237e-06,9.004073035612237e-06,9.004073035612237e-06,0.00034538962063379586,0.00034538962063379586,0.00034538962063379586,0.027595963329076767,,4093
,,,,,,,,,,,0.0005,4094
89,0.004394528456032276,0.003960515838116407,0.003960515838116407,8.769435225985944e-05,8.769435225985944e-05,8.769435225985944e-05,0.00034631844027899206,0.00034631844027899206,0.00034631844027899206,0.027131935581564903,,4139
,,,,,,,,,,,0.0005,4140
90,0.004319304134696722,0.003913877531886101,0.003913877531886101,4.1260183934355155e-05,4.1260183934355155e-05,4.1260183934355155e-05,0.00036416808143258095,0.00036416808143258095,0.00036416808143258095,0.02667568251490593,,4185
,,,,,,,,,,,0.0005,4186
91,0.004264816176146269,0.0038597260136157274,0.0038597260136157274,1.8940305380965583e-05,1.8940305380965583e-05,1.8940305380965583e-05,0.0003861507575493306,0.0003861507575493306,0.0003861507575493306,0.026227464899420738,,4231
,,,,,,,,,,,0.0005,4232
92,0.004213363863527775,0.0037634107284247875,0.0037634107284247875,5.859685916220769e-05,5.859685916220769e-05,5.859685916220769e-05,0.00039135594852268696,0.00039135594852268696,0.00039135594852268696,0.02578718215227127,,4277
,,,,,,,,,,,0.0005,4278
93,0.004128699190914631,0.003759353421628475,0.003759353421628475,2.308789589733351e-05,2.308789589733351e-05,2.308789589733351e-05,0.00034625697298906744,0.00034625697298906744,0.00034625697298906744,0.025354012846946716,,4323
,,,,,,,,,,,0.0005,4324
94,0.0041215247474610806,0.0037503608036786318,0.0037503608036786318,2.0076457076356746e-05,2.0076457076356746e-05,2.0076457076356746e-05,0.0003510875685606152,0.0003510875685606152,0.0003510875685606152,0.024929363280534744,,4369
,,,,,,,,,,,0.0005,4370
95,0.0042577781714499,0.0037233675830066204,0.0037233675830066204,3.0444572985288687e-05,3.0444572985288687e-05,3.0444572985288687e-05,0.0005039660609327257,0.0005039660609327257,0.0005039660609327257,0.02451593242585659,,4415
,,,,,,,,,,,0.0005,4416
96,0.003962907940149307,0.00357963889837265,0.00357963889837265,3.60176527465228e-05,3.60176527465228e-05,3.60176527465228e-05,0.00034725229488685727,0.00034725229488685727,0.00034725229488685727,0.024104870855808258,,4461
,,,,,,,,,,,0.0005,4462
97,0.003944885451346636,0.0035399466287344694,0.0035399466287344694,1.8114173144567758e-05,1.8114173144567758e-05,1.8114173144567758e-05,0.00038682424928992987,0.00038682424928992987,0.00038682424928992987,0.02370167151093483,,4507
,,,,,,,,,,,0.0005,4508
98,0.003898990573361516,0.0034990115091204643,0.0034990115091204643,1.2144644642830826e-05,1.2144644642830826e-05,1.2144644642830826e-05,0.00038783380296081305,0.00038783380296081305,0.00038783380296081305,0.02330561727285385,,4553
,,,,,,,,,,,0.0005,4554
99,0.0038822521455585957,0.00353559129871428,0.00353559129871428,1.958060784090776e-05,1.958060784090776e-05,1.958060784090776e-05,0.0003270810120739043,0.0003270810120739043,0.0003270810120739043,0.02291715145111084,,4599
,,,,,,,,,,,0.0005,4600
100,0.0037087174132466316,0.0033070191275328398,0.0033070191275328398,3.326694422867149e-05,3.326694422867149e-05,3.326694422867149e-05,0.0003684319672174752,0.0003684319672174752,0.0003684319672174752,0.022532982751727104,,4645
,,,,,,,,,,,0.0005,4646
101,0.003840395947918296,0.0032878543715924025,0.0032878543715924025,0.0002022312837652862,0.0002022312837652862,0.0002022312837652862,0.00035031067091040313,0.00035031067091040313,0.00035031067091040313,0.02215912938117981,,4691
,,,,,,,,,,,0.0005,4692
102,0.0038064157124608755,0.00333486613817513,0.00333486613817513,3.6502395232673734e-05,3.6502395232673734e-05,3.6502395232673734e-05,0.00043504658970050514,0.00043504658970050514,0.00043504658970050514,0.021792076528072357,,4737
,,,,,,,,,,,0.0005,4738
103,0.0036990870721638203,0.003178478218615055,0.003178478218615055,8.56205660966225e-05,8.56205660966225e-05,8.56205660966225e-05,0.00043498858576640487,0.00043498858576640487,0.00043498858576640487,0.02143021672964096,,4783
,,,,,,,,,,,0.0005,4784
104,0.0036617848090827465,0.0032152817584574223,0.0032152817584574223,3.2211355573963374e-05,3.2211355573963374e-05,3.2211355573963374e-05,0.00041429040720686316,0.00041429040720686316,0.00041429040720686316,0.021074848249554634,,4829
,,,,,,,,,,,0.0005,4830
105,0.003569855820387602,0.003223695093765855,0.003223695093765855,1.0593396837066393e-05,1.0593396837066393e-05,1.0593396837066393e-05,0.0003355666995048523,0.0003355666995048523,0.0003355666995048523,0.020724747329950333,,4875
,,,,,,,,,,,0.0005,4876
106,0.003601500065997243,0.003152221441268921,0.003152221441268921,2.4093205865938216e-05,2.4093205865938216e-05,2.4093205865938216e-05,0.00042518580448813736,0.00042518580448813736,0.00042518580448813736,0.020382283255457878,,4921
,,,,,,,,,,,0.0005,4922
107,0.003441565204411745,0.0030645604711025953,0.0030645604711025953,1.677167347224895e-05,1.677167347224895e-05,1.677167347224895e-05,0.0003602326905820519,0.0003602326905820519,0.0003602326905820519,0.020043468102812767,,4967
,,,,,,,,,,,0.0005,4968
108,0.003492195624858141,0.0030186274088919163,0.0030186274088919163,3.925726196030155e-05,3.925726196030155e-05,3.925726196030155e-05,0.0004343103209976107,0.0004343103209976107,0.0004343103209976107,0.01971244253218174,,5013
,,,,,,,,,,,0.0005,5014
109,0.003337835893034935,0.0030007832683622837,0.0030007832683622837,9.758633495948743e-06,9.758633495948743e-06,9.758633495948743e-06,0.00032729434315115213,0.00032729434315115213,0.00032729434315115213,0.019384950399398804,,5059
,,,,,,,,,,,0.0005,5060
110,0.003143054200336337,0.0027675696182996035,0.0027675696182996035,3.382942304597236e-05,3.382942304597236e-05,3.382942304597236e-05,0.0003416552790440619,0.0003416552790440619,0.0003416552790440619,0.01906011253595352,,5105
,,,,,,,,,,,0.0005,5106
111,0.003174877492710948,0.0027788595762103796,0.0027788595762103796,2.713499270612374e-05,2.713499270612374e-05,2.713499270612374e-05,0.00036888240720145404,0.00036888240720145404,0.00036888240720145404,0.018742408603429794,,5151
,,,,,,,,,,,0.0005,5152
112,0.003307098289951682,0.00283658760599792,0.00283658760599792,2.2442660338128917e-05,2.2442660338128917e-05,2.2442660338128917e-05,0.0004480674979276955,0.0004480674979276955,0.0004480674979276955,0.018433701246976852,,5197
,,,,,,,,,,,0.0005,5198
113,0.00307625369168818,0.0027099112048745155,0.0027099112048745155,3.884483521687798e-05,3.884483521687798e-05,3.884483521687798e-05,0.00032749795354902744,0.00032749795354902744,0.00032749795354902744,0.018126552924513817,,5243
