epoch,loss,loss/Rt,loss/data,loss/ic,loss/res,loss/sigma,lr,step
,,,,,,,0.0005,4380
73,1.8096100091934204,2.1719577312469482,1.8089176416397095,5.696102434171735e-08,0.0006920949672348797,0.5702049136161804,,4439
,,,,,,,0.0005,4440
74,1.9370280504226685,2.499075174331665,1.9365434646606445,5.929316415631547e-08,0.00048451515613123775,0.5823395252227783,,4499
,,,,,,,0.0005,4500
75,1.7780413627624512,2.1775777339935303,1.777550458908081,6.646982342317642e-08,0.0004910925636067986,0.5871964693069458,,4559
,,,,,,,0.0005,4560
76,1.8245506286621094,2.8197710514068604,1.8227999210357666,4.820542187644605e-08,0.0017505083233118057,0.5943719744682312,,4619
,,,,,,,0.0005,4620
77,1.913253903388977,2.20927357673645,1.9124720096588135,5.307969175305516e-08,0.0007818705053068697,0.5956831574440002,,4679
,,,,,,,0.0005,4680
78,1.7753911018371582,2.5819058418273926,1.774633765220642,6.4221140405607e-08,0.0007575926138088107,0.5968877673149109,,4739
,,,,,,,0.0005,4740
79,1.8018250465393066,2.7007646560668945,1.8002328872680664,4.837828271320177e-08,0.0015921104932203889,0.5985382199287415,,4799
,,,,,,,0.0005,4800
80,1.9893617630004883,2.2649385929107666,1.9891103506088257,5.3393126364653654e-08,0.0002517234825063497,0.5989882946014404,,4859
,,,,,,,0.0005,4860
81,1.7874046564102173,2.8993747234344482,1.7867878675460815,6.646190797710005e-08,0.0006168009713292122,0.5983834862709045,,4919
,,,,,,,0.0005,4920
82,1.805273413658142,2.6362178325653076,1.8042349815368652,4.83083617552893e-08,0.0010387664660811424,0.6010609865188599,,4979
,,,,,,,0.0005,4980
83,1.8649591207504272,2.6360466480255127,1.8635841608047485,5.274811343269903e-08,0.0013754067476838827,0.5983315110206604,,5039
,,,,,,,0.0005,5040
84,1.7775146961212158,2.647176504135132,1.7768807411193848,5.8863740548531496e-08,0.0006342132692225277,0.6018767952919006,,5099
,,,,,,,0.0005,5100
85,1.7987996339797974,2.6527655124664307,1.7975469827651978,4.338312464824412e-08,0.0012524836929515004,0.5972287058830261,,5159
,,,,,,,0.0005,5160
86,1.8763984441757202,2.5761096477508545,1.8758617639541626,4.5721776587015484e-08,0.0005372532759793103,0.6056672930717468,,5219
,,,,,,,0.0005,5220
87,1.777914047241211,2.6466753482818604,1.7775739431381226,5.1198256301177025e-08,0.00033943395828828216,0.5968754291534424,,5279
,,,,,,,0.0005,5280
88,1.8130940198898315,2.647692918777466,1.812112808227539,3.764591127719541e-08,0.0009805492591112852,0.6087218523025513,,5339
,,,,,,,0.0005,5340
89,1.8664895296096802,2.599599599838257,1.866058111190796,4.1538456230227894e-08,0.0004310636140871793,0.5980606079101562,,5399
,,,,,,,0.0005,5400
90,1.7715981006622314,2.4741809368133545,1.7713713645935059,4.253350027738634e-08,0.00022633782646153122,0.6061057448387146,,5459
,,,,,,,0.0005,5460
91,1.8539228439331055,2.5991268157958984,1.8532438278198242,2.8801101947806274e-08,0.0006801107083447278,0.597419261932373,,5519
,,,,,,,0.0005,5520
92,1.7782450914382935,2.4107601642608643,1.777868628501892,2.841142610066072e-08,0.0003770994080696255,0.6072739958763123,,5579
,,,,,,,0.0005,5580
93,1.810956358909607,2.414625883102417,1.8095974922180176,2.2010125277915904e-08,0.0013583346735686064,0.5976340174674988,,5639
,,,,,,,0.0005,5640
94,1.840968370437622,2.3881659507751465,1.840402364730835,2.5811335291336945e-08,0.0005660154856741428,0.6085824370384216,,5699
,,,,,,,0.0005,5700
95,1.7734901905059814,2.5559513568878174,1.7732173204421997,2.756481087828888e-08,0.0002728250401560217,0.5976447463035583,,5759
,,,,,,,0.0005,5760
96,1.8078782558441162,2.7309203147888184,1.8070807456970215,2.2200088878321367e-08,0.0007970130536705256,0.6070145964622498,,5819
,,,,,,,0.0005,5820
97,1.8134227991104126,2.6117751598358154,1.8127694129943848,2.4634314144122982e-08,0.0006534018320962787,0.5969082713127136,,5879
,,,,,,,0.0005,5880
98,1.7736634016036987,2.423163414001465,1.7734321355819702,2.2853127390476402e-08,0.00023129774490371346,0.6062378287315369,,5939
,,,,,,,0.0005,5940
99,1.876231074333191,2.6078343391418457,1.8759493827819824,2.2670040067396258e-08,0.0002812905877362937,0.5980075001716614,,5999
,,,,,,,0.0005,6000
100,1.769329309463501,2.0080208778381348,1.769126296043396,2.030817825016129e-08,0.00020254284027032554,0.6047609448432922,,6059
,,,,,,,0.0005,6060
101,1.9447592496871948,2.4657163619995117,1.9445271492004395,2.3487638500796493e-08,0.00023258395958691835,0.5983443856239319,,6119
,,,,,,,0.0005,6120
102,1.766189455986023,2.445176362991333,1.7660223245620728,2.1408396833066945e-08,0.00016637179942335933,0.6048498749732971,,6179
,,,,,,,0.0005,6180
103,1.9312950372695923,2.5576395988464355,1.930895209312439,1.7782285866019265e-08,0.0003996971936430782,0.5974212884902954,,6239
,,,,,,,0.0005,6240
104,1.7841752767562866,2.6164302825927734,1.7836581468582153,2.135770493794098e-08,0.0005168953211978078,0.6056118607521057,,6299
,,,,,,,0.0005,6300
105,1.859512209892273,2.6799185276031494,1.8580816984176636,1.804234806002114e-08,0.0014308193931356072,0.597341001033783,,6359
,,,,,,,0.0005,6360
106,1.8631889820098877,2.1267292499542236,1.8623790740966797,2.1016751006186496e-08,0.000809920544270426,0.6070525050163269,,6419
,,,,,,,0.0005,6420
107,1.8650882244110107,2.472811460494995,1.864536166191101,2.0482085361095415e-08,0.0005523260915651917,0.5971830487251282,,6479
,,,,,,,0.0005,6480
108,1.7740557193756104,2.1233339309692383,1.7737663984298706,2.3245522839943078e-08,0.0002889671013690531,0.6052348017692566,,6539
,,,,,,,0.0005,6540
109,1.8313015699386597,2.50803804397583,1.829728364944458,1.8977832638711334e-08,0.0015735009219497442,0.5973668694496155,,6599
,,,,,,,0.0005,6600
110,1.8739627599716187,1.983578085899353,1.8733793497085571,2.0998774274971765e-08,0.0005827465211041272,0.6074571013450623,,6659
,,,,,,,0.0005,6660
111,1.8489348888397217,2.398122549057007,1.848682165145874,2.3450393626944788e-08,0.00025339736021123827,0.5976349115371704,,6719
,,,,,,,0.0005,6720
112,1.7719160318374634,1.929440975189209,1.771655797958374,2.273634613914055e-08,0.00025997147895395756,0.604684591293335,,6779
,,,,,,,0.0005,6780
113,1.912325143814087,2.3107142448425293,1.9120265245437622,2.5699463890305196e-08,0.0002984333550557494,0.5975900292396545,,6839
,,,,,,,0.0005,6840
114,1.7678227424621582,2.4216690063476562,1.7675522565841675,2.1476569855849448e-08,0.0002704691723920405,0.604775607585907,,6899
,,,,,,,0.0005,6900
115,1.8794612884521484,2.458927631378174,1.878970980644226,1.788842673988711e-08,0.000490347680170089,0.5972509384155273,,6959
,,,,,,,0.0005,6960
116,1.788679838180542,2.545531749725342,1.788340449333191,2.1087151580445607e-08,0.00033976431586779654,0.6055516600608826,,7019
,,,,,,,0.0005,7020
117,1.8530582189559937,2.6601247787475586,1.8516720533370972,1.8321015815558894e-08,0.0013858707388862967,0.5970880389213562,,7079
,,,,,,,0.0005,7080
118,1.851824164390564,2.1346304416656494,1.8509660959243774,2.0192558736198407e-08,0.0008579388377256691,0.6060290336608887,,7139
,,,,,,,0.0005,7140
119,1.854702353477478,2.547755002975464,1.8541508913040161,1.8869609874627713e-08,0.0005510160117410123,0.5971322655677795,,7199
,,,,,,,0.0005,7200
120,1.7829692363739014,2.2123351097106934,1.7826342582702637,2.1876335409842795e-08,0.00033519312273710966,0.6051759719848633,,7259
,,,,,,,0.0005,7260
121,1.841119647026062,2.5298335552215576,1.839733600616455,1.8064882922885772e-08,0.0013856961159035563,0.5974459648132324,,7319
,,,,,,,0.0005,7320
122,1.854843258857727,2.038912534713745,1.854071021080017,2.064185977701527e-08,0.0007716511026956141,0.6064741015434265,,7379
,,,,,,,0.0005,7380
123,1.8591156005859375,2.4731171131134033,1.8585854768753052,1.9804033968284784e-08,0.0005302654462866485,0.5972312688827515,,7439
,,,,,,,0.0005,7440
124,1.781336784362793,2.1872105598449707,1.7809531688690186,2.2979817160262428e-08,0.00038284098263829947,0.606514036655426,,7499
,,,,,,,0.0005,7500
125,1.862496256828308,2.56080961227417,1.8615779876708984,1.733500099021512e-08,0.0009184409864246845,0.5972272157669067,,7559
,,,,,,,0.0005,7560
126,1.8265600204467773,2.185370683670044,1.825705885887146,1.9783350069246808e-08,0.0008541347342543304,0.6067119836807251,,7619
,,,,,,,0.0005,7620
127,1.8572289943695068,2.423794984817505,1.856619954109192,1.7927202833334377e-08,0.0006091740215197206,0.5975065231323242,,7679
,,,,,,,0.0005,7680
128,1.787665843963623,2.1006693840026855,1.7873085737228394,2.157803180580231e-08,0.00035715094418264925,0.6059803366661072,,7739
,,,,,,,0.0005,7740
129,1.8518846035003662,2.473710060119629,1.850776195526123,1.751807232608371e-08,0.0011079898104071617,0.5973424911499023,,7799
,,,,,,,0.0005,7800
130,1.8306889533996582,2.0650031566619873,1.8297350406646729,2.0800872135851023e-08,0.0009537706500850618,0.6073846220970154,,7859
,,,,,,,0.0005,7860
131,1.8686891794204712,2.389394521713257,1.8681297302246094,1.8732539075472232e-08,0.0005592318484559655,0.5977075099945068,,7919
,,,,,,,0.0005,7920
132,1.7786458730697632,2.0560786724090576,1.7782901525497437,2.2034878810472946e-08,0.00035599834518507123,0.6042537689208984,,7979
,,,,,,,0.0005,7980
133,1.849436640739441,2.452479600906372,1.8483083248138428,1.785746839289004e-08,0.0011288209352642298,0.5972900390625,,8039
,,,,,,,0.0005,8040
134,1.8295207023620605,1.9928770065307617,1.828810214996338,1.9037093679230566e-08,0.000711006869096309,0.6075626015663147,,8099
,,,,,,,0.0005,8100
135,1.867878794670105,2.3959004878997803,1.8674310445785522,1.784796488379925e-08,0.00044762383913621306,0.5976887345314026,,8159
,,,,,,,0.0005,8160
136,1.77711021900177,2.0163822174072266,1.7766832113265991,2.0982731996355142e-08,0.00042741873767226934,0.603916585445404,,8219
,,,,,,,0.0005,8220
137,1.8539842367172241,2.4144699573516846,1.8531837463378906,1.7125943330142945e-08,0.0007999793160706758,0.5971633195877075,,8279
,,,,,,,0.0005,8280
138,1.8092623949050903,2.144022226333618,1.8084648847579956,1.869851296021352e-08,0.0007972256280481815,0.6075059175491333,,8339
,,,,,,,0.0005,8340
139,1.8684018850326538,2.309744358062744,1.867821455001831,1.722630571521222e-08,0.0005803836393170059,0.5975426435470581,,8399
,,,,,,,0.0005,8400
140,1.7965312004089355,2.086254358291626,1.796035647392273,2.108112617804636e-08,0.0004957629716955125,0.6039922833442688,,8459
,,,,,,,0.0005,8460
141,1.8579823970794678,2.4537932872772217,1.8573030233383179,1.633713253568203e-08,0.0006793148349970579,0.5970826745033264,,8519
,,,,,,,0.0005,8520
142,1.8083689212799072,2.136629343032837,1.8077144622802734,1.9535429274242233e-08,0.000654208823107183,0.6069470643997192,,8579
,,,,,,,0.0005,8580
143,1.8827831745147705,2.4101216793060303,1.8823648691177368,1.734208687764749e-08,0.0004191894840914756,0.5972123742103577,,8639
,,,,,,,0.0005,8640
144,1.7800195217132568,2.161191463470459,1.7795019149780273,2.0082946861066375e-08,0.0005177628481760621,0.6038721799850464,,8699
,,,,,,,0.0005,8700
145,1.852808952331543,2.428497314453125,1.8520128726959229,1.6369581246067355e-08,0.000796286971308291,0.5970920324325562,,8759
,,,,,,,0.0005,8760
146,1.8147848844528198,2.1662421226501465,1.814104676246643,1.74121943530281e-08,0.000679881835822016,0.6067137718200684,,8819
,,,,,,,0.0005,8820
147,1.8707205057144165,2.5295071601867676,1.8701632022857666,1.642883518115923e-08,0.0005574034294113517,0.597140908241272,,8879
,,,,,,,0.0005,8880
148,1.787882685661316,2.402665615081787,1.787253737449646,1.9501275261291084e-08,0.0006290007731877267,0.6036021113395691,,8939
,,,,,,,0.0005,8940
149,1.8526405096054077,2.4877583980560303,1.8520681858062744,1.5575922773791717e-08,0.0005727545940317214,0.5968800187110901,,8999
,,,,,,,0.0005,9000
150,1.7977262735366821,2.072321891784668,1.797284722328186,1.6715787864995946e-08,0.00044136925134807825,0.6067863702774048,,9059
,,,,,,,0.0005,9060
151,1.8714163303375244,2.5696465969085693,1.8707854747772217,1.433076146639678e-08,0.0006310711032710969,0.5970954298973083,,9119
,,,,,,,0.0005,9120
152,1.8015657663345337,2.0914180278778076,1.8010872602462769,1.8290892356276345e-08,0.00047879869816824794,0.6033518314361572,,9179
,,,,,,,0.0005,9180
153,1.8578037023544312,2.5346791744232178,1.857098937034607,1.5636350880754435e-08,0.0007049171254038811,0.5969262719154358,,9239
,,,,,,,0.0005,9240
154,1.7920571565628052,2.3985073566436768,1.791271686553955,1.7445696443019187e-08,0.0007853918359614909,0.6062926650047302,,9299
,,,,,,,0.0005,9300
155,1.8668426275253296,2.407027006149292,1.8664449453353882,1.4357541822107578e-08,0.00039735567406751215,0.5968830585479736,,9359
,,,,,,,0.0005,9360
156,1.779056429862976,2.0663182735443115,1.7786964178085327,1.5977651202092602e-08,0.00036069052293896675,0.6035833954811096,,9419
,,,,,,,0.0005,9420
157,1.8458263874053955,2.5392160415649414,1.8449640274047852,1.3927125230850379e-08,0.0008627953357063234,0.5966715216636658,,9479
,,,,,,,0.0005,9480
158,1.8106015920639038,2.1692090034484863,1.809770941734314,1.6038146810615217e-08,0.000831248180475086,0.6056918501853943,,9539
,,,,,,,0.00025,9540
159,1.8794875144958496,2.2544519901275635,1.8793312311172485,1.4755513255693131e-08,0.0001566423015901819,0.597646176815033,,9599
,,,,,,,0.00025,9600
160,1.7710375785827637,2.2537779808044434,1.7709146738052368,1.690500361917202e-08,0.00012353424972388893,0.6030253171920776,,9659
,,,,,,,0.00025,9660
161,1.7664798498153687,2.102410078048706,1.7664058208465576,1.5876912229373374e-08,7.416604785248637e-05,0.5981560349464417,,9719
,,,,,,,0.00025,9720
162,1.777920126914978,2.1297528743743896,1.7778373956680298,1.590201392787094e-08,8.317149331560358e-05,0.6005536317825317,,9779
,,,,,,,0.00025,9780
163,1.7641900777816772,2.0037331581115723,1.7641043663024902,1.5015285015351765e-08,8.645275374874473e-05,0.5977840423583984,,9839
,,,,,,,0.00025,9840
164,1.7916263341903687,2.0934696197509766,1.7915138006210327,1.4621618582566498e-08,0.00011211026867385954,0.6021245718002319,,9899
,,,,,,,0.00025,9900
165,1.7631016969680786,2.001563549041748,1.7629841566085815,1.4653892321803141e-08,0.00011778331827372313,0.5978651642799377,,9959
,,,,,,,0.00025,9960
166,1.7851834297180176,2.155441999435425,1.785013198852539,1.3234425999542054e-08,0.00017022118845488876,0.6014766097068787,,10019
,,,,,,,0.00025,10020
167,1.7645093202590942,2.000319242477417,1.7643117904663086,1.28379964436931e-08,0.00019787420751526952,0.5976011753082275,,10079
,,,,,,,0.00025,10080
168,1.7875289916992188,2.148545503616333,1.7873231172561646,1.2270325200347543e-08,0.00020555488299578428,0.6016554236412048,,10139
,,,,,,,0.00025,10140
169,1.7654142379760742,2.094642162322998,1.7652194499969482,1.2313177144562815e-08,0.00019503537623677403,0.5974504947662354,,10199
,,,,,,,0.00025,10200
170,1.7795904874801636,2.262080430984497,1.779322862625122,1.0551724827223552e-08,0.0002672542177606374,0.6002914905548096,,10259
,,,,,,,0.00025,10260
171,1.770106554031372,2.139348268508911,1.7699060440063477,9.80668257710704e-09,0.00020014913752675056,0.597205400466919,,10319
,,,,,,,0.00025,10320
172,1.7880219221115112,2.303117513656616,1.7878470420837402,8.994659239647262e-09,0.00017495676001999527,0.600234866142273,,10379
,,,,,,,0.00025,10380
173,1.7640140056610107,2.190075397491455,1.763845682144165,8.852121702318527e-09,0.00016801097081042826,0.5969192981719971,,10439
,,,,,,,0.00025,10440
